"Project.Name","PlatformPortfolio","Action_Obligation_OMB24_GDP22","Action_Obligation_2023","rank_total","rank_2023","TopProject"
"MAVERICK (IR)","Ordnance and Missiles",106067425.653691,0,103,185,NA
"MAVERICK (LASER)","Ordnance and Missiles",30849881.0196576,0,133,185,NA
"MAVERICK (TV)","Ordnance and Missiles",62053013.13884,0,113,185,NA
"MBT-70 152MM GUN","Land Vehicles",4189333.94363205,0,120,114,NA
"MCM 1","Ships & Submarines",225372587.461237,0,58,131,NA
"MCS (ATCCS)","Electronics, Comms, & Sensors",14682621.6084381,44047864.8253142,312,45,NA
"MD-4","Aircraft",392431.038232239,0,394,273.5,NA
"MD-4","Electronics, Comms, & Sensors",60830.5931638134,0,647,376.5,NA
"METEOROLOGICAL MEASURING","Electronics, Comms, & Sensors",5487184.01352442,0,388,376.5,NA
"MGM-29 SERGEANT","Ordnance and Missiles",-99376.5783273878,0,315,185,NA
"MGM-31 PERSHING","Ordnance and Missiles",696404.541610892,0,252,185,NA
"MGM-52 LANCE","Ordnance and Missiles",25698395.7733176,0,137,185,NA
"MGM-71 TOW","Ordnance and Missiles",3214881536.14535,0,21,185,NA
"MH-60R","Aircraft",9334245526.70669,457378030808.628,32,19,NA
"MH-60S","Aircraft",3275087626.97336,16375438134.8668,69,46,NA
"MH53E SEA DRAGON","Aircraft",454094384.009613,0,154,273.5,NA
"MIDS-LVT","Electronics, Comms, & Sensors",8145602650.61103,1010054728675.77,3,2,"MIDS-LVT"
"MILSTAR","Space Systems",11272227488.5474,0,6,36.5,"MILSTAR"
"MIM-14 NIKE HERCULES","Ordnance and Missiles",2191889.72429663,0,216,185,NA
"MIM-23 HAWK","Ordnance and Missiles",2768608422.09843,0,25,185,NA
"MIM-72 CHAPARRAL","Ordnance and Missiles",234841414.282798,0,79,185,NA
"MINE CLEARING LINE CHG MI","Land Vehicles",155239.070585613,0,179,114,NA
"MINE CTMS SUPPORT SHIP-MC","Electronics, Comms, & Sensors",116198960.837079,0,143,376.5,NA
"MINEHUNTER COSTL NON-MAG-","Ships & Submarines",1820393347.15412,0,27,131,NA
"MINELAYER COASTAL-MMC","Ships & Submarines",140854554.344734,0,66,131,NA
"MINELAYER DESTROYER DM","Ships & Submarines",51675.8207302416,0,219,131,NA
"MINELAYER FLEET-MMF","Ships & Submarines",33048442.7290542,0,101,131,NA
"MINESWEEPER AUXILARY-MSA","Ships & Submarines",111301.767726674,0,208,131,NA
"MINESWEEPER COASTAL-MSCO","Ships & Submarines",-228729.752990615,0,236,131,NA
"MINESWEEPER FLEET-MSF","Ships & Submarines",106720.338883883,0,209,131,NA
"MINESWEEPER SPECIAL-MSS","Ships & Submarines",2095922.73107143,0,165,131,NA
"MINUTEMAN II","Ordnance and Missiles",17456673.5448858,104740041.269315,147,35,NA
"MINUTEMAN III","Ordnance and Missiles",3144941083.83939,66043762760.6272,23,9,NA
"MINUTEMAN III GRP","Ordnance and Missiles",828172962.667632,0,46,185,NA
"MINUTEMAN III PRP","Ordnance and Missiles",808293045.234231,808293045.234231,47,29,NA
"MISCELLANEOUS AMMUNITION","Ordnance and Missiles",496450896.824713,0,61,185,NA
"MISCELLANEOUS-AG","Ships & Submarines",7542833058.49191,0,14,131,NA
"MISSILE DEFENSE AGENCY SU","Missile Defense",162040805116.462,204819577667208,1,1,"MISSILE DEFENSE AGENCY SU"
"MISSION DISTRIBUTION SYS","Electronics, Comms, & Sensors",367386.288232605,0,575,376.5,NA
"MISSION DISTRIBUTION SYS","Facilities and Construction",0,0,137.5,78,NA
"MISSION DISTRIBUTION SYS","Ordnance and Missiles",1895330.67308224,0,223,185,NA
"MISSION DISTRIBUTION SYS","Other R&D and Knowledge Based",4184702.55865085,0,47,63,NA
"MISSION DISTRIBUTION SYS","Space Systems",14839030.1706655,0,44,36.5,NA
"MK 19-3 GRENADE MACHINE G","Ordnance and Missiles",129785270.617672,0,94,185,NA
"MK 48 ADCAP","Ordnance and Missiles",221538854.770092,886155419.080369,80,28,NA
"MK 48 TORPEDO","Ordnance and Missiles",82020930.2051307,0,107,185,NA
"MK-104 PRACTICE","Ordnance and Missiles",218127852.566559,0,82,185,NA
"MK-113 FIRE CONTROL","Electronics, Comms, & Sensors",10339061.8136093,0,339,376.5,NA
"MK-121 TGT IDENT","Ordnance and Missiles",94034.8979741795,0,290,185,NA
"MK-23 TAS","Missile Defense",10820796.8440859,0,58,48.5,NA
"MK-27","Facilities and Construction",13076331.090561,0,42,78,NA
"MK-55 MINE","Ordnance and Missiles",2545772.63754337,0,211,185,NA
"MK-56 MOD 2 ROCKET MTR","Missile Defense",58627325.2605636,0,42,48.5,NA
"MK-56 ROCKET MOTOR","Land Vehicles",114389.703764309,0,183,114,NA
"MK-57 MINE SUB LAID MOORE","Ordnance and Missiles",2960126.29205307,0,205,185,NA
"MK-65 MINE","Ordnance and Missiles",9577914.61919363,0,168,185,NA
"MK-82 500 LB","Ordnance and Missiles",19791310.8327066,0,144,185,NA
"MK-84 GEN PURPOSE","Electronics, Comms, & Sensors",992125.357989548,0,519,376.5,NA
"MK-84 GENERAL PURPOSE","Ordnance and Missiles",162310450.503965,0,88,185,NA
"MK-II SINS INERTIAL INSTR","Ships & Submarines",-61415.3918177371,0,233,131,NA
"MK149 PHALANX","Ordnance and Missiles",41137767.3066145,0,121,185,NA
"MK15 CLOSE IN WPN SYS","Ordnance and Missiles",2517176612.54388,0,28,185,NA
"MK30 MOBILE TARGET","Electronics, Comms, & Sensors",343299866.333591,0,77,376.5,NA
"MK37 TORPEDO","Ordnance and Missiles",249834.028617814,0,269,185,NA
"MK42 MOD-10 5.54 GUN MOUN","Ships & Submarines",722545.568710685,0,181,131,NA
"MK42 MOD-7 GUN MOUNT","Ordnance and Missiles",128373.9640698,0,281,185,NA
"MK42 MOD-9 5.54 GUN MOUNT","Ordnance and Missiles",207189.716336266,0,271,185,NA
"MK44 TORPEDO","Ordnance and Missiles",53391033.5235761,0,117,185,NA
"MK45 MOD-O 5.54 GUN MOUNT","Ordnance and Missiles",953020771.398272,0,43,185,NA
"MK45 TORPEDO (ASTOR)","Ordnance and Missiles",40138169.8920919,0,123,185,NA
"MK46 TORPEDO LT WT ASW","Ordnance and Missiles",1892544418.31317,0,35,185,NA
"MK48 TORPEDO (ADCAP)","Ordnance and Missiles",1863488486.20051,0,36,185,NA
"MK50 TORPEDO","Ordnance and Missiles",1034300710.85306,0,41,185,NA
"MK60 CAPTOR","Ordnance and Missiles",13209122.2885669,0,157,185,NA
"MK65 ANALOG DIGT CONVERTO","Aircraft",51815.1478633234,0,435,273.5,NA
"MK71 MCLWG GUN MOUNT","Ordnance and Missiles",16612363.7136109,0,150,185,NA
"MK74 FIRE CONTROLS SYS","Electronics, Comms, & Sensors",215198426.68292,0,104,376.5,NA
"MK75 76MM GUN MOUNT","Ordnance and Missiles",49775552.3106137,0,118,185,NA
"MK75 MOD3 RANGE FINDER","Ordnance and Missiles",12883273.2003788,0,158,185,NA
"MK76 GD MSL FIRE CTRL SYS","Ordnance and Missiles",10208873.8913632,0,166,185,NA
"MK82 WPN DATA CONVERTER","Electronics, Comms, & Sensors",2009139.5947792,0,471,376.5,NA
"MK86 GUN FIRE CTRL SYS","Ordnance and Missiles",2774155.48086709,0,209,185,NA
"MK92 FIRE CONTROL SYS","Electronics, Comms, & Sensors",735293725.373914,0,38,376.5,NA
"MLR","Electronics, Comms, & Sensors",654664.194615564,0,545,376.5,NA
"MLRS","Ordnance and Missiles",3066162645.43703,15330813227.1851,24,15,NA
"MLRS - MULTIPLE LNCH ROCK","Ordnance and Missiles",290403288.857597,0,73,185,NA
"MLRS-TGW","Ordnance and Missiles",15156230.2303109,0,154,185,NA
"MLS","Electronics, Comms, & Sensors",4209790.12929762,0,418,376.5,NA
"MLV II MEDIUM LAUNCH VEHI","Space Systems",24459558.0327017,0,42,36.5,NA
"MMA","Aircraft",42379545236.8601,9196361316398.64,9,5,"MMA"
"MNSWEEPER COSTL NON-MAG-M","Ships & Submarines",622097.380329447,0,183,131,NA
"MNSWEEPER OCEAN NON-MAG-M","Ships & Submarines",460090082.878746,0,42,131,NA
"MNVR","Land Vehicles",19148.5644318578,0,198,114,NA
"MOBILE ARRESTING BARRIERS","Aircraft",3436215.67744578,0,329,273.5,NA
"MOBILE ARRESTING BARRIERS","Other Products",532444.352867856,0,30,31.5,NA
"MOBILE ARRESTING BARRIERS","Other R&D and Knowledge Based",548794.306043947,0,81,63,NA
"MOBILE ARRESTING BARRIERS","Other Services",207950.431941738,0,22,23,NA
"MOBILE SUBSCRIBER EQUIP","Electronics, Comms, & Sensors",1243269089.08279,0,25,376.5,NA
"MODERNIZATION","Aircraft",83794426.2110306,0,220,273.5,NA
"MODERNIZATION","Electronics, Comms, & Sensors",3362151.80640062,0,436,376.5,NA
"MODERNIZATION","Facilities and Construction",61010.2185594305,0,121,78,NA
"MODERNIZATION","Ordnance and Missiles",311274.34195577,0,266,185,NA
"MODERNIZATION","Other Products",70313.3403058548,0,47,31.5,NA
"MODERNIZATION","Other Services",963023.558762579,0,20,23,NA
"MODERNIZATION","Space Systems",914461.44010409,0,51,36.5,NA
"MORTAR FIRE CTRL SYSTEM","Ordnance and Missiles",2698453.01904969,0,210,185,NA
"MOTIF","Electronics, Comms, & Sensors",99032246.6888345,0,158,376.5,NA
"MP RTIP","Electronics, Comms, & Sensors",105177027.589917,0,150,376.5,NA
"MPF","Ships & Submarines",46406899.6854838,92813799.3709676,96,14,NA
"MPS","Aircraft",166726.939010673,0,420,273.5,NA
"MPS","Electronics, Comms, & Sensors",-79980.946299125,0,673,376.5,NA
"MQ-1C Gray Eagle","Aircraft",4062120521.46967,48745446257.6361,63,35,NA
"MQ-1C Gray Eagle","Electronics, Comms, & Sensors",42254180.7266487,84508361.4532973,220,40,NA
"MQ-1C Gray Eagle","Facilities and Construction",104654.515631598,0,113,78,NA
"MQ-1C Gray Eagle","Ordnance and Missiles",661897059.421639,7280867653.63802,52,20,NA
"MQ-1C Gray Eagle","Other Services",46702987.6194128,186811950.477651,10,5,"MQ-1C Gray Eagle"
"MQ-25 Stingray","Aircraft",1384852683.21418,4154558049.64253,109,56,NA
"MQ-9 Reaper","Aircraft",9418690726.58503,602796206501.442,30,17,NA
"MQ-9 Reaper","Electronics, Comms, & Sensors",1445705392.67051,27468402460.7398,22,9,NA
"MQ-9 Reaper","Facilities and Construction",127562962.86967,0,22,78,NA
"MQ-9 Reaper","Ordnance and Missiles",70259203.1678812,281036812.671525,111,32,NA
"MQ-9 Reaper","Other Products",479574.195213963,0,32,31.5,NA
"MQ-9 Reaper","Other R&D and Knowledge Based",35741204.3806537,142964817.522615,25,11,NA
"MQ-9 Reaper","Other Services",500729215.971103,500729215.971103,4,4,"MQ-9 Reaper"
"MQM-36 TARGET DRONE","Electronics, Comms, & Sensors",59372928.10081,0,198,376.5,NA
"MQM-39","Ships & Submarines",181207594.331632,0,61,131,NA
"MQM-40/42 REDHEAD/ROADRUN","Aircraft",194778.09352168,0,417,273.5,NA
"MQM-74","Ordnance and Missiles",-5782136.88139099,0,326,185,NA
"MROI","Aircraft",1267798431.34567,32962759214.9873,110,40,NA
"MSE","Aircraft",-114168.040967771,0,456,273.5,NA
"MSE","Electronics, Comms, & Sensors",7658149.50540903,0,358,376.5,NA
"MSE","Facilities and Construction",548099.04271447,0,86,78,NA
"MSE","Land Vehicles",31730467.624802,0,65,114,NA
"MSE","Ordnance and Missiles",5273661.29767711,0,182,185,NA
"MSE","Other R&D and Knowledge Based",24261128.7630827,0,27,63,NA
"MSE","Other Services",420.606199919748,0,33,23,NA
"MULT LNCH ROCKET SYS","Ordnance and Missiles",5827311617.58262,0,12,185,NA
"MULTI SYS TEST EQUIP (MTE","Aircraft",680774.598944896,0,382,273.5,NA
"MULTI SYS TEST EQUIP (MTE","Electronics, Comms, & Sensors",5305365.79758382,0,393,376.5,NA
"MULTI SYS TEST EQUIP (MTE","Facilities and Construction",1349327.50679238,0,73,78,NA
"MULTI SYS TEST EQUIP (MTE","Land Vehicles",1214783.10263181,0,146,114,NA
"MULTI SYS TEST EQUIP (MTE","Ordnance and Missiles",560675.583177276,0,257,185,NA
"MULTI SYS TEST EQUIP (MTE","Other R&D and Knowledge Based",4058039.06324905,0,48,63,NA
"MULTIPLE LAUNCH ROCKET SY","Ordnance and Missiles",2111118.2975141,0,218,185,NA
"MUOS","Space Systems",7243681767.17544,65193135904.579,7,6,"MUOS"
"MX-9644 IMAGE INTENSIFIER","Electronics, Comms, & Sensors",649705.887041215,0,547,376.5,NA
"MX-MISSILE","Ordnance and Missiles",2665266032.51409,0,26,185,NA
"Massive Ordnance Penetrator (MOP)","Ordnance and Missiles",73343561.4145004,513404929.901503,110,31,NA
"Massive Ordnance Penetrator (MOP)","Other Products",19111.9168823449,0,53,31.5,NA
"Mk21A Reentry Vehicle","Other R&D and Knowledge Based",283696259.933189,2553266339.3987,7,7,"Mk21A Reentry Vehicle"
"Mk21A Reentry Vehicle","Space Systems",54959927.0160383,0,36,36.5,NA
"N WARNING SYS PROG/EX DEW","Electronics, Comms, & Sensors",879861461.341751,0,31,376.5,NA
"N23","Aircraft",41322.6501475923,0,440,273.5,NA
"N40","Electronics, Comms, & Sensors",36353656.2084714,0,231,376.5,NA
"N78","Electronics, Comms, & Sensors",87279.900924623,0,637,376.5,NA
"N78","Facilities and Construction",585556.380708231,0,82,78,NA
"N88","Electronics, Comms, & Sensors",495286.845460919,0,564,376.5,NA
"NAS","Electronics, Comms, & Sensors",118737395.291848,0,142,376.5,NA
"NATO AAWS","Ordnance and Missiles",57450.0359032331,0,302,185,NA
"NATO PHM","Ships & Submarines",1297095.93651261,0,172,131,NA
"NAVSTAR","Space Systems",5454700909.6631,0,8,36.5,NA
"NAVSTAR GPS","Space Systems",16345827746.2556,359608210417.624,4,4,"NAVSTAR GPS"
"NAVY AREA TBMD","Missile Defense",22523517.1869691,0,49,48.5,NA
"NAVY EPS","Aircraft",1888060.10480333,3776120.20960666,349,84,NA
"NAVY EPS","Electronics, Comms, & Sensors",914621.446094207,914621.446094207,525,57,NA
"NAVY EPS","Facilities and Construction",888137.180345878,0,80,78,NA
"NAVY EPS","Other R&D and Knowledge Based",4506390.61634107,9012781.23268215,43,17,NA
"NAVY ERP","Electronics, Comms, & Sensors",662130439.487993,0,44,376.5,NA
"NAVY ERP","Ordnance and Missiles",14667644.2153402,0,156,185,NA
"NAVY ERP","Other R&D and Knowledge Based",116672086.441369,116672086.441369,14,14,NA
"NAVY ERP","Other Services",9899659.36771295,39598637.4708518,15,6,"NAVY ERP"
"NAVY ERP","Ships & Submarines",146265,0,204,131,NA
"NCES","Aircraft",164620058.178032,1975440698.13638,195,62,NA
"NCES","Electronics, Comms, & Sensors",54568982.4421021,109137964.884204,203,38,NA
"NCES","Facilities and Construction",215879.556603799,0,98,78,NA
"NCES","Missile Defense",4106513.86199178,0,67,48.5,NA
"NCES","Ordnance and Missiles",123303.958877818,0,283,185,NA
"NCES","Other R&D and Knowledge Based",2740783.29046911,0,59,63,NA
"NCES","Other Services",89862.529029402,0,26,23,NA
"NCES","Ships & Submarines",8960990.90498666,8960990.90498666,136,19,NA
"NEMAIS","Electronics, Comms, & Sensors",8464754.45750977,0,349,376.5,NA
"NEMAIS","Other Services",89688.0704995394,0,27,23,NA
"NESP","Space Systems",135199086.894872,0,30,36.5,NA
"NGEN INC 1","Electronics, Comms, & Sensors",32964887.7717561,0,242,376.5,NA
"NH-41 SENECA","Aircraft",91835.2206369402,0,425,273.5,NA
"NMD","Missile Defense",36682182.0078787,0,45,48.5,NA
"NMT","Space Systems",1288091730.28374,1288091730.28374,16,10,NA
"NOE COMM EQUIP","Electronics, Comms, & Sensors",49231077.4880219,0,210,376.5,NA
"NOISE SUPPRESSOR","Aircraft",-41738.1628975029,0,451,273.5,NA
"NON-SYSTEM TRAINING DEVIC","Electronics, Comms, & Sensors",2999460.38716529,0,443,376.5,NA
"NON-SYSTEM TRAINING DEVIC","Facilities and Construction",556672.60344971,0,85,78,NA
"NON-SYSTEM TRAINING DEVIC","Land Vehicles",58657.1090550997,0,193,114,NA
"NON-SYSTEM TRAINING DEVIC","Ordnance and Missiles",592892.484228655,0,254,185,NA
"NON-SYSTEM TRAINING DEVIC","Other Products",545826.843195457,0,29,31.5,NA
"NON-SYSTEM TRAINING DEVIC","Other R&D and Knowledge Based",2963375.78031961,0,56,63,NA
"NON-SYSTEM TRAINING DEVIC","Space Systems",961307.703650306,0,50,36.5,NA
"NPOESS","Space Systems",29532063.487762,0,40,36.5,NA
"NPOESS (DOC/NOAA)","Space Systems",346166536.854283,0,26,36.5,NA
"NSIPS","Electronics, Comms, & Sensors",11709162.9879894,0,335,376.5,NA
"NSIPS","Facilities and Construction",84912.5052592066,0,117,78,NA
"NSIPS","Ordnance and Missiles",1443756.36129832,0,232,185,NA
"NSIPS","Other Products",10775.424775193,0,56,31.5,NA
"NSIPS","Other R&D and Knowledge Based",1494509.51614533,0,66,63,NA
"NSIPS","Other Services",1929153.22350472,0,19,23,NA
"NTCSS","Electronics, Comms, & Sensors",159057.109162569,0,612,376.5,NA
"NTCSS","Facilities and Construction",196256.884985125,0,101,78,NA
"NTW","Missile Defense",263373418.877755,0,33,48.5,NA
"NV LASER SYSTEMS","Aircraft",10383391.4072028,0,293,273.5,NA
"NV LASER SYSTEMS","Electronics, Comms, & Sensors",4289857.44933699,0,415,376.5,NA
"NV LASER SYSTEMS","Other R&D and Knowledge Based",60333.2527445785,0,96,63,NA
"NV THERMAL SYSTEMS","Electronics, Comms, & Sensors",126295902.065947,0,134,376.5,NA
"O-2","Aircraft",2899101.78845417,0,338,273.5,NA
"OCX","Electronics, Comms, & Sensors",62737071.8893735,125474143.778747,192,37,NA
"OH-58 KIOWA (AHIP)","Aircraft",7331746064.85365,0,45,273.5,NA
"OH-6 CAYUSE","Aircraft",6029375.84237455,0,312,273.5,NA
"OILER REPLENISHMENT-AOR","Ships & Submarines",76646283.6160029,0,86,131,NA
"OILER-AO","Ships & Submarines",1138046277.85361,0,29,131,NA
"OJ-172 DATA EXC AUX CONSO","Electronics, Comms, & Sensors",14515998.7260968,0,315,376.5,NA
"OMEGA (SHORE)","Electronics, Comms, & Sensors",84932.5391717472,0,639,376.5,NA
"OPERATIONAL CONTROL CENTE","Electronics, Comms, & Sensors",144527709.685542,0,126,376.5,NA
"OPTION GRND COMM NETWORK","Electronics, Comms, & Sensors",131439502.352619,0,130,376.5,NA
"OTH-B","Electronics, Comms, & Sensors",1513807.41191476,0,489,376.5,NA
"OTH-B RADAR","Missile Defense",16044159.5484621,0,52,48.5,NA
"OTHER ENVIRONMENTAL PROGR","Facilities and Construction",31782356340.8993,28540555994127.6,2,2,"OTHER ENVIRONMENTAL PROGR"
"OTHR (OVER THE HORIZON RA","Electronics, Comms, & Sensors",54356236.8195945,0,204,376.5,NA
"OU/BQH-5 SIGNAL CONVERTER","Electronics, Comms, & Sensors",88318861.2822924,0,166,376.5,NA
"OV-1 MOHAWK","Aircraft",54458806.4723908,0,240,273.5,NA
"OV-10 COIN (NOW BRONCO)","Aircraft",95647755.5447658,0,215,273.5,NA
"OV-10 LARA (NOW BRONCO)","Aircraft",4516908.88706053,0,321,273.5,NA
"Other UAS","Aircraft",3650217117.40639,0,65,273.5,NA
"Other UAS","Electronics, Comms, & Sensors",222543428.290046,0,103,376.5,NA
"Other UAS","Facilities and Construction",460913974.406841,0,17,78,NA
"Other UAS","Ordnance and Missiles",74914597.5892688,0,109,185,NA
"Other UAS","Other Products",20077903.8745695,0,8,31.5,NA
"Other UAS","Other R&D and Knowledge Based",746286727.871539,0,4,63,"Other UAS"
"Other UAS","Other Services",586987441.419047,0,3,23,"Other UAS"
"Other UAS","Ships & Submarines",79603312.8970314,0,83,131,NA
"Other UAS","Space Systems",4322876.15353752,0,48,36.5,NA
"P-2 NEPTUNE","Aircraft",2934003.45750745,0,337,273.5,NA
"P-3 ORION","Aircraft",4816281802.33911,0,59,273.5,NA
"P-3C","Aircraft",1933990015.64463,3867980031.28926,90,57,NA
"PAC-3 MSE","Missile Defense",6256840068.72003,381667244191.922,12,4,"PAC-3 MSE"
"PACER BOUNCE HF RADIO","Electronics, Comms, & Sensors",12044174.1683368,0,333,376.5,NA
"PACER SPEAK","Electronics, Comms, & Sensors",7812899.32229563,0,356,376.5,NA
"PALLETIZED LOADING SYSTEM","Land Vehicles",72115772.0477118,0,56,114,NA
"PANEL 1 TON 4X2","Land Vehicles",318034.725398328,0,172,114,NA
"PATRIOT","Missile Defense",21469972056.1821,364989524955.095,3,5,"PATRIOT"
"PATRIOT MISSILE SYS","Missile Defense",16122024474.7026,0,4,48.5,"PATRIOT MISSILE SYS"
"PATRIOT PAC-3","Missile Defense",4967590322.14317,94384216120.7202,13,9,NA
"PATRIOT/MEADS","Missile Defense",10483498748.3326,230636972463.317,8,7,"PATRIOT/MEADS"
"PATROL AIR CSHN VEHICLE-P","Ships & Submarines",86887.2064313046,0,212,131,NA
"PATROL BOAT FAST-PTF","Ships & Submarines",455196193.546376,0,43,131,NA
"PATROL BOAT RIVER PBR","Ships & Submarines",30362289.1938907,0,102,131,NA
"PATROL CFT COSTL FAST-PCF","Ships & Submarines",504637436.696278,0,40,131,NA
"PATROL GUNBOAT HYDROFOIL-","Ships & Submarines",40185257.862808,0,100,131,NA
"PATROL GUNBOAT-PG","Ships & Submarines",6671163.1624075,0,142,131,NA
"PATROL HYDROFOIL MSL PHM","Ships & Submarines",20687521.7048423,0,115,131,NA
"PAVEPAWS","Electronics, Comms, & Sensors",212798493.874547,0,106,376.5,NA
"PCTE","Facilities and Construction",145216.378753088,0,108,78,NA
"PEACE HAWK","Electronics, Comms, & Sensors",224232773.426207,0,102,376.5,NA
"PEACE QUIET","Electronics, Comms, & Sensors",0,0,666,376.5,NA
"PEACE QUIET","Ordnance and Missiles",72405.8053593241,0,299,185,NA
"PEACE QUIET","Other R&D and Knowledge Based",181624.60517593,0,89,63,NA
"PEACE SHIELD PROGRAM","Electronics, Comms, & Sensors",3683775573.28698,0,5,376.5,"PEACE SHIELD PROGRAM"
"PEACEKEEPER","Ordnance and Missiles",8924.72206329716,0,310,185,NA
"PEACEKEEPER MISSILE","Ordnance and Missiles",2326111343.23288,0,31,185,NA
"PEACEKEEPER RAIL GARRISON","Ordnance and Missiles",145600823.721745,0,89,185,NA
"PERSHING II","Ordnance and Missiles",1088642.66859817,0,241,185,NA
"PERSONNEL CARRIER M113","Land Vehicles",448043707.939934,0,35,114,NA
"PHOENIX (AIM-54A/B)","Electronics, Comms, & Sensors",3513.0953695119,0,664,376.5,NA
"PHOENIX (AIM-54C)","Missile Defense",21389.8904871066,0,78,48.5,NA
"PHOTO PROC INTREP SYS","Electronics, Comms, & Sensors",-1735620.3094694,0,690,376.5,NA
"PHYSICAL SECURITY SYSTEMS","Aircraft",601493.855725069,0,387,273.5,NA
"PHYSICAL SECURITY SYSTEMS","Electronics, Comms, & Sensors",1308289.55969308,0,500,376.5,NA
"PHYSICAL SECURITY SYSTEMS","Facilities and Construction",266010.347085434,0,96,78,NA
"PHYSICAL SECURITY SYSTEMS","Ordnance and Missiles",118092.181402927,0,284,185,NA
"PHYSICAL SECURITY SYSTEMS","Other Products",73341.2361844316,0,46,31.5,NA
"PICKUP 1/2 TON 4X2","Electronics, Comms, & Sensors",487733.922632915,0,565,376.5,NA
"PIONEER UNMANNED AERIAL V","Aircraft",147519850.046605,0,199,273.5,NA
"PKI","Electronics, Comms, & Sensors",5362894.10908599,0,391,376.5,NA
"PKI","Facilities and Construction",1362501.0025975,0,72,78,NA
"PKI","Other Products",1029762.36708205,0,24,31.5,NA
"PKI","Other R&D and Knowledge Based",4255272.69621398,0,44,63,NA
"PKI","Other Services",13830.4624306104,0,29,23,NA
"PKI INC 2","Facilities and Construction",2619706.77960455,0,63,78,NA
"PLS (FHTV)","Land Vehicles",1917870.16495969,0,136,114,NA
"POSEIDON","Aircraft",6849441550.55064,20548324651.6519,47,44,NA
"PP-1451/G ELEC POWER SUPP","Electronics, Comms, & Sensors",61658.1438618252,0,646,376.5,NA
"PQM-56","Electronics, Comms, & Sensors",992617.476506954,0,518,376.5,NA
"PREDATOR","Aircraft",137526640.346498,0,200,273.5,NA
"PREDATOR B","Aircraft",6760555.65878267,13521111.3175653,307,79,NA
"PREDATOR UAV","Aircraft",1125635004.18945,0,118,273.5,NA
"PROPHET SYSTEM","Electronics, Comms, & Sensors",37711506.8010724,0,229,376.5,NA
"PRP BRTNG & MESSNG BRG YR","Ships & Submarines",89798440.5158637,0,80,131,NA
"PRV","Aircraft",5231203147.57307,26156015737.8653,55,42,NA
"PRV","Electronics, Comms, & Sensors",57671633.3788033,0,199,376.5,NA
"PRV","Facilities and Construction",50855.2268089989,0,123,78,NA
"PRV","Other Services",219.947602322594,0,34,23,NA
"PRV","Ships & Submarines",0,0,229.5,131,NA
"PUMP, ASSY LIQ GAS WHL 35","Facilities and Construction",7962205.64967748,0,48,78,NA
"PWN-11 PROBE","Ordnance and Missiles",7576069.61130838,0,172,185,NA
"QCK RESP MULTI-CLR PTR QR","Electronics, Comms, & Sensors",70517818.5739858,0,183,376.5,NA
"QH-50","Aircraft",100678274.784169,0,211,273.5,NA
"QH-50 DASH","Aircraft",281817136.244154,0,171,273.5,NA
"QM-107 GD MSL TGT SYS","Aircraft",126840224.414112,0,204,273.5,NA
"QM-107 GD MSL TGT SYS","Electronics, Comms, & Sensors",5775068.09373352,0,381,376.5,NA
"QM-107 GD MSL TGT SYS","Facilities and Construction",477348.614235119,0,88,78,NA
"QM-107 GD MSL TGT SYS","Land Vehicles",51815.1478633234,0,195,114,NA
"QM-107 GD MSL TGT SYS","Ordnance and Missiles",108097085.494801,0,102,185,NA
"QM-107 GD MSL TGT SYS","Other Products",8357664.95837265,0,14,31.5,NA
"QM-107 GD MSL TGT SYS","Other R&D and Knowledge Based",10132881.1947317,0,33,63,NA
"QM-107 GD MSL TGT SYS","Space Systems",-5927874.95788996,0,60,36.5,NA
"QUICK ERECT ANTENNA MAST","Electronics, Comms, & Sensors",22129.7632259605,0,657,376.5,NA
"R-1820","Aircraft",141114.741224891,0,422,273.5,NA
"R-1830","Aircraft",-51815.1478633234,0,453.5,273.5,NA
"R-4360","Aircraft",14032.6632911306,0,444,273.5,NA
"RA-5 VIGILANTE","Electronics, Comms, & Sensors",10658032.8094533,0,336,376.5,NA
"RADIATION MONITORING SYST","Ordnance and Missiles",4536315.59250397,0,188,185,NA
"RAH 66 COMMANCHE","Aircraft",3078802155.35078,0,73,273.5,NA
"RAIL GARRISON","Facilities and Construction",3947.05969986182,0,135,78,NA
"RCAS","Electronics, Comms, & Sensors",-60787.0787698376,0,671,376.5,NA
"RCAS","Facilities and Construction",3995.90508982143,0,134,78,NA
"RCAS","Other R&D and Knowledge Based",92478388.9476837,0,17,63,NA
"RDB","Electronics, Comms, & Sensors",249985635.249072,0,92,376.5,NA
"RECOVERY VEHICLE (FT) M57","Land Vehicles",10359213.7825867,0,91,114,NA
"RECOVERY VEHICLE M88 IMPR","Land Vehicles",648351184.103168,0,27,114,NA
"RECOVERY VEHICLE M88 MED","Land Vehicles",191261215.650663,0,45,114,NA
"REFRIGERATION EQUIPMENT","Facilities and Construction",1659892.99812579,0,68,78,NA
"REMOTE SENSING CHEM AGENT","Electronics, Comms, & Sensors",119136.728759665,0,626,376.5,NA
"REMOTE SENSING CHEM AGENT","Facilities and Construction",20579.9033172231,0,126,78,NA
"REMOTE SENSING CHEM AGENT","Other Products",489945.901641755,0,31,31.5,NA
"REMOTE SENSING CHEM AGENT","Other R&D and Knowledge Based",2893594.99091395,0,57,63,NA
