Fiscal.Year,Unique.Identifier,Deal.Number,Decision,Decision.Date,Effective.Date,Expiration.Date,Brokered,Deal.Cancelled,Country,Program,Policy.Type,Decision.Authority,Primary.Export.Product.NAICS.SIC.code,Product.Description,Term,Primary.Applicant,Primary.Lender,Primary.Exporter,Primary.Exporter.City,Primary.Exporter.State.Code,Primary.Exporter.State.Name,Primary.Borrower,Primary.Source.of.Repayment.(PSOR),Working.Capital.Delegated.Authority,Approved.Declined.Amount,Disbursed.Shipped.Amount,Undisbursed.Exposure.Amount,Outstanding.Exposure.Amount,Small.Business.Authorized.Amount,Woman.Owned.Authorized.Amount,Minority.Owned.Authorized.Amount,Loan.Interest.Rate,Multiyear.Working.Capital.Extension,Primary.Export.Product.NAICS,Primary.Export.Product.SIC,Primary.Export.Product.SIC.code,principalnaicscodeText,SIC.Titles.and.Part.Descriptions,AnyTag,DeepTech,HighTech,Biotechnology,Quantum,FutureG,AdvMaterials,TrustedAI,SysOfSys,Microelectronics,Space,Renewable,Computing,HMI,DirectedEnergy,Hypersonics,SensorCyber,ComponentTech,CriticalTech
2010,08463623XX0001,463623,Approved,05/07/2010 12:00:00 AM,5/24/2010,02/28/2011 12:00:00 AM,No,No,Mexico,Guarantee,,Loan/Credit Committee,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Medium Term,"Cofine, S.A. De C.V. Sofom Enr","Cofine, S.A. De C.V. Sofom Enr","Jps Communications, Inc.",Raleigh,NC,North Carolina,"Sogams, S.A.De C.V.","Sogams, S.A.De C.V.",,1423379,1423306.95,0,0,26503.31698,0,0,,,334220,,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2010,08465547XX0001,465547,Approved,04/20/2010 12:00:00 AM,8/4/2011,08/25/2012 12:00:00 AM,No,No,Ghana,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,"GE Capital EFS Financing, Inc.","GE Capital EFS Financing, Inc.","General Electric International Operations Company, Inc.",Waukesha,WI,Wisconsin,Lister Medical Services Limited,Ecobank Ghana Ltd.,,3421015.02,3421014.66,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08465547XX0002,465547,Approved,04/20/2010 12:00:00 AM,8/4/2011,08/25/2012 12:00:00 AM,No,No,Ghana,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,"GE Capital EFS Financing, Inc.","GE Capital EFS Financing, Inc.","General Electric International Operations Company, Inc.",Waukesha,WI,Wisconsin,Lister Medical Services Limited,Ecobank Ghana Ltd.,,1193689.98,520355.95,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08468662XX0001,468662,Approved,04/01/2010 12:00:00 AM,5/5/2010,09/01/2010 12:00:00 AM,No,No,Mexico,Guarantee,,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Medium Term,"Banco Monex, S.a., Institución De Banca Múltiple Monex Grupo Financiero","Banco Monex, S.a., Institución De Banca Múltiple Monex Grupo Financiero",Vacuum Instrument Corporation,Ronkonkoma,NY,New York,Air Temp De Mexico S.A. De C.V.,"Air Temp North America, Inc.",,365281,365281,0,0,362059.2216,0,0,,,334513,,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08469645XX0001,469645,Approved,02/25/2010 12:00:00 AM,5/26/2010,09/30/2010 12:00:00 AM,No,No,Brazil,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,General Electric Capital Corporation,General Electric Capital Corporation,"General Electric International Operations Company, Inc.",Waukesha,WI,Wisconsin,Ecoclinica Sc Ltda,Ecoclinica Sc Ltda,,630544,630543.6,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08472151XX0001,472151,Approved,03/31/2010 12:00:00 AM,4/16/2010,01/30/2011 12:00:00 AM,No,No,Brazil,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,General Electric Capital Corporation,General Electric Capital Corporation,"General Electric International Operations Company, Inc.",Waukesha,WI,Wisconsin,Clinica De Imagenologia De Boa Vista Ltda,Clinica De Imagenologia De Manaus Ltda.,,350302,350302,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08473111XX0001,473111,Approved,05/18/2010 12:00:00 AM,6/25/2010,05/30/2011 12:00:00 AM,No,No,Brazil,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,General Electric Capital Corporation,General Electric Capital Corporation,General Electric Capital Corporation,Washington,DC,District of Columbia,Centro De Imagem Diagnosticos S/C Ltda,Centro De Imagem Diagnosticos S/C Ltda,,1008812,504406,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08473837XX0001,473837,Approved,04/23/2010 12:00:00 AM,5/12/2010,02/25/2011 12:00:00 AM,No,No,Argentina,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,General Electric Capital Corporation,General Electric Capital Corporation,"General Electric International Operations Company, Inc.",Waukesha,WI,Wisconsin,Fundacion Dr. Jaime Roca Para El Progreso Y Desarrollo Del Diagnostico Por Imagenes,Fundacion Dr. Jaime Roca Para El Progreso Y Desarrollo Del Diagnostico Por Imagenes,,817721,817721,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08475040XX0001,475040,Approved,04/15/2010 12:00:00 AM,5/11/2010,01/01/2011 12:00:00 AM,No,No,Brazil,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,General Electric Capital Corporation,General Electric Capital Corporation,"General Electric International Operations Company, Inc.",Waukesha,WI,Wisconsin,Gebramed Comercio E Representacoes Ltda.,Gebramed Comercio E Representacoes Ltda.,,394052,394051.5,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08475040XX0002,475040,Approved,04/15/2010 12:00:00 AM,5/11/2010,01/01/2011 12:00:00 AM,No,No,Brazil,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,General Electric Capital Corporation,General Electric Capital Corporation,"General Electric International Operations Company, Inc.",Waukesha,WI,Wisconsin,Gebramed Comercio E Representacoes Ltda.,Gebramed Comercio E Representacoes Ltda.,,139077,139077,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08480027XX0001,480027,Approved,08/17/2010 12:00:00 AM,9/27/2010,06/15/2011 12:00:00 AM,No,No,Mexico,Guarantee,,Individual Delegated Authority,334517,Irradiation Apparatus Manufacturing,Medium Term,Ups Capital Business Credit,Ups Capital Business Credit,"Reveal Imaging Technologies, Inc.",Bedford,MA,Massachusetts,"Aeropuerto De Ciudad Juarez, S.A. De C.V","Grupo Aeroportuario Del Centro-Norte, S.A.B. De C.V.",,597281.2,554565,0,0,589026.7738,0,0,,,334517,,,Irradiation Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08480027XX0002,480027,Approved,08/17/2010 12:00:00 AM,9/27/2010,06/15/2011 12:00:00 AM,No,No,Mexico,Guarantee,,Individual Delegated Authority,334517,Irradiation Apparatus Manufacturing,Medium Term,Ups Capital Business Credit,Ups Capital Business Credit,"Reveal Imaging Technologies, Inc.",Bedford,MA,Massachusetts,"Aeropuerto De Ciudad Juarez, S.A. De C.V","Grupo Aeroportuario Del Centro-Norte, S.A.B. De C.V.",,327660.8,327660,0,0,323132.5277,0,0,,,334517,,,Irradiation Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08480049XX0001,480049,Approved,08/17/2010 12:00:00 AM,9/27/2010,06/15/2011 12:00:00 AM,No,No,Mexico,Guarantee,,Individual Delegated Authority,334517,Irradiation Apparatus Manufacturing,Medium Term,Ups Capital Business Credit,Ups Capital Business Credit,"Reveal Imaging Technologies, Inc.",Bedford,MA,Massachusetts,"Aeropuerto De Culiacan, S.A. De C.V.","Grupo Aeroportuario Del Centro-Norte, S.A.B. De C.V.",,2159152.33,2014925,0,0,2128276.452,0,0,,,334517,,,Irradiation Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08480049XX0002,480049,Approved,08/17/2010 12:00:00 AM,9/27/2010,06/15/2011 12:00:00 AM,No,No,Mexico,Guarantee,,Individual Delegated Authority,334517,Irradiation Apparatus Manufacturing,Medium Term,Ups Capital Business Credit,Ups Capital Business Credit,"Reveal Imaging Technologies, Inc.",Bedford,MA,Massachusetts,"Aeropuerto De Culiacan, S.A. De C.V.","Grupo Aeroportuario Del Centro-Norte, S.A.B. De C.V.",,342312.67,326573,0,0,337417.5988,0,0,,,334517,,,Irradiation Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08480070XX0001,480070,Approved,08/17/2010 12:00:00 AM,9/27/2010,06/15/2011 12:00:00 AM,No,No,Mexico,Guarantee,,Individual Delegated Authority,334517,Irradiation Apparatus Manufacturing,Medium Term,Ups Capital Business Credit,Ups Capital Business Credit,"Reveal Imaging Technologies, Inc.",Bedford,MA,Massachusetts,"Aeropuerto De Chihuahua, S.a. De C.v.","Grupo Aeroportuario Del Centro-Norte, S.A.B. De C.V.",,2139689.89,2066655,0,0,2108578.799,0,0,,,334517,,,Irradiation Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08480070XX0002,480070,Approved,08/17/2010 12:00:00 AM,9/27/2010,06/15/2011 12:00:00 AM,No,No,Mexico,Guarantee,,Individual Delegated Authority,334517,Irradiation Apparatus Manufacturing,Medium Term,Ups Capital Business Credit,Ups Capital Business Credit,"Reveal Imaging Technologies, Inc.",Bedford,MA,Massachusetts,"Aeropuerto De Chihuahua, S.a. De C.v.","Grupo Aeroportuario Del Centro-Norte, S.A.B. De C.V.",,320850.11,315652,0,0,316184.9494,0,0,,,334517,,,Irradiation Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08480324XX0001,480324,Approved,04/26/2010 12:00:00 AM,9/23/2010,12/25/2010 12:00:00 AM,No,No,Colombia,Guarantee,,Loan/Credit Committee,334111,Electronic Computer Manufacturing,Medium Term,Ups Capital Business Credit,Ups Capital Business Credit,Global Export Machinery Inc,Cutler Bay,FL,Florida,Clientric S.A,Clientric S.A,,1924716,1924419.1,0,0,0,0,0,,,334111,,,Electronic Computer Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Computing
2010,08481627XX0001,481627,Approved,08/16/2010 12:00:00 AM,10/21/2010,06/30/2011 12:00:00 AM,No,No,Brazil,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,General Electric Capital Corporation,General Electric Capital Corporation,"General Electric International Operations Company, Inc.",Waukesha,WI,Wisconsin,Clinica Da Mama Diagnostico Por Imagem S/S Ltda,Clinica Da Mama Diagnostico Por Imagem S/S Ltda,,699992,699992,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08482713XX0001,482713,Approved,08/06/2010 12:00:00 AM,9/30/2010,10/25/2010 12:00:00 AM,No,No,Brazil,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,Ups Capital Business Credit,Ups Capital Business Credit,"Hologic, Inc.",Marlborough,MA,Massachusetts,Pyramid Medical Systems Comercio Ltda.,Pyramid Medical Systems Comercio Ltda.,,780009,769562.67,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08482883XX0001,482883,Approved,08/20/2010 12:00:00 AM,,04/25/2011 12:00:00 AM,No,No,India,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,General Electric Capital Corporation,General Electric Capital Corporation,"General Electric International Operations Company, Inc.",Waukesha,WI,Wisconsin,"Krishna Institute of Medical Sciences, Ltd.","Krishna Institute of Medical Sciences, Ltd.",,4026471,0,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08482883XX0002,482883,Approved,08/20/2010 12:00:00 AM,,04/25/2011 12:00:00 AM,No,No,India,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,General Electric Capital Corporation,General Electric Capital Corporation,"General Electric International Operations Company, Inc.",Waukesha,WI,Wisconsin,"Krishna Institute of Medical Sciences, Ltd.","Krishna Institute of Medical Sciences, Ltd.",,704565,0,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08483521XX0001,483521,Approved,08/20/2010 12:00:00 AM,11/18/2010,12/25/2010 12:00:00 AM,No,Yes,Brazil,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,General Electric Capital Corporation,General Electric Capital Corporation,"General Electric International Operations Company, Inc.",Waukesha,WI,Wisconsin,Centro de Pesquisa da Mulher S/S Ltda,Centro de Pesquisa da Mulher S/S Ltda,,644886,0,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08483754XX0001,483754,Approved,09/14/2010 12:00:00 AM,10/12/2010,12/30/2010 12:00:00 AM,No,No,Brazil,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,"GE Capital EFS Financing, Inc.","GE Capital EFS Financing, Inc.","GE Capital EFS Financing, Inc.",Miami,FL,Florida,Radiologistas Associados Ltda,Radiologistas Associados Ltda,,1077754.2,1077754.1,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08483754XX0002,483754,Approved,09/14/2010 12:00:00 AM,10/12/2010,12/30/2010 12:00:00 AM,No,No,Brazil,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,"GE Capital EFS Financing, Inc.","GE Capital EFS Financing, Inc.","GE Capital EFS Financing, Inc.",Miami,FL,Florida,Radiologistas Associados Ltda,Radiologistas Associados Ltda,,380383.8,298279.1,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08483799XX0001,483799,Approved,09/02/2010 12:00:00 AM,10/12/2010,04/25/2011 12:00:00 AM,No,Yes,Brazil,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,General Electric Capital Corporation,General Electric Capital Corporation,"General Electric International Operations Company, Inc.",Waukesha,WI,Wisconsin,"Hospital Sao Francisco, Division of Beneficencia Camiliana do Sul","Hospital Sao Francisco, Division of Beneficencia Camiliana do Sul",,724392,0,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08485536DA0001,485536,Approved,09/03/2010 12:00:00 AM,9/7/2010,12/15/2010 12:00:00 AM,No,No,Turkey,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,Northstar Trade Finance Inc.,Northstar Trade Finance Inc.,"General Electric International Operations Company, Inc.",Waukesha,WI,Wisconsin,Istanbul Memorial Saglik Yatirimlari A.S.,Aydin Orme Sanayi Ve Ticaret Anonim Sirketi,,620098.71,620098.7,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2010,08485536DA0002,485536,Approved,09/03/2010 12:00:00 AM,9/7/2010,12/15/2010 12:00:00 AM,No,No,Turkey,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,Northstar Trade Finance Inc.,Northstar Trade Finance Inc.,"General Electric International Operations Company, Inc.",Waukesha,WI,Wisconsin,Istanbul Memorial Saglik Yatirimlari A.S.,Aydin Orme Sanayi Ve Ticaret Anonim Sirketi,,53126.29,53126.29,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2011,07085410XX0001,AP085410XX,Approved,09/30/2011 12:00:00 AM,,05/25/2012 12:00:00 AM,No,No,India,Loan,,Board,334413,Semiconductor and Related Device Manufacturing,Long Term,Tatith Energies Gujarat Private Limited,Ex-Im Bank,American Capital Energy Inc,North Chelmsford,MA,Massachusetts,Tatith Energies Gujarat Private Limited,American Capital Energy Inc,,17611193,0,0,0,340248.2488,0,0,2.63,,334413,,,Semiconductor and Related Device Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2011,07085410XX0002,AP085410XX,Approved,09/30/2011 12:00:00 AM,,05/25/2012 12:00:00 AM,No,No,India,Loan,,Board,334413,Semiconductor and Related Device Manufacturing,Long Term,Tatith Energies Gujarat Private Limited,Ex-Im Bank,American Capital Energy Inc,North Chelmsford,MA,Massachusetts,Tatith Energies Gujarat Private Limited,American Capital Energy Inc,,1305000,0,0,0,25212.6,0,0,2.63,,334413,,,Semiconductor and Related Device Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2011,08078093XF0001,AP078093XF,Approved,06/24/2011 12:00:00 AM,6/24/2011,06/01/2012 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334210,Telephone Apparatus Manufacturing,Short Term,Comerica Bank,Comerica Bank,Airway Technologies Inc,Hebron,KY,Kentucky,Airway Technologies Inc,Airway Technologies Inc,Yes,3150000,3150000,0,0,3150000,0,0,,,334210,,,Telephone Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2011,08080295XF0001,AP080295XF,Approved,01/18/2011 12:00:00 AM,1/18/2011,11/15/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,Bank Of America N.A.,Bank Of America Na,"Membrane Technology & Research, Inc.",Menlo Park,CA,California,"Membrane Technology & Research, Inc.","Membrane Technology & Research, Inc.",Yes,4500000,4500000,0,0,4500000,0,0,,,334513,,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,TRUE,,,,,,,,,,,,,,,,,,High Technology
2011,08082127XD0001,AP082127XD,Approved,09/13/2011 12:00:00 AM,9/13/2011,02/29/2012 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541512,Computer Systems Design Services,Short Term,"Bridge Bank, N.A.","Bridge Bank, N.A.","E2open, Inc.",Foster City,CA,California,"E2open, Inc.","E2open, Inc.",Yes,6750000,6750000,0,0,0,0,0,,,541512,,,Computer Systems Design Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2011,08082327XD0001,AP082327XD,Approved,05/16/2011 12:00:00 AM,5/16/2011,02/20/2012 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electric,Short Term,Silicon Valley Bancshares,Silicon Valley Bancshares,Microwave Instrumentation Tech,Suwanee,GA,Georgia,Microwave Instrumentation Tech,Microwave Instrumentation Tech,Yes,450000,450000,0,0,450000,0,0,,,334515,,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2011,08083055XD0001,AP083055XD,Approved,02/14/2011 12:00:00 AM,2/14/2011,12/27/2011 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,Silicon Valley Bancshares,Silicon Valley Bancshares,Datacore Software Corporation,Fort Lauderdale,FL,Florida,Datacore Software Corporation,Datacore Software Corporation,Yes,1800000,1800000,0,0,0,0,0,,,511210,,,Software Publishers,,TRUE,,,,,,,,,,,,,,,,,,Computing
2011,08083225XC0001,AP083225XC,Approved,03/28/2011 12:00:00 AM,3/28/2011,02/25/2012 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Short Term,Regions Bank,Regions Bank,Xante Corporation,Mobile,AL,Alabama,Xante Corporation,Xante Corporation,Yes,2250000,2250000,0,0,2250000,0,0,,,334118,,,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Computing
2011,08083244XD0001,AP083244XD,Approved,09/13/2011 12:00:00 AM,9/13/2011,08/11/2012 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334210,Telephone Apparatus Manufacturing,Short Term,Silicon Valley Bancshares,Silicon Valley Bank,"Crossbeam Systems, Inc.",Boxborough,MA,Massachusetts,"Crossbeam Systems, Inc.","Crossbeam Systems, Inc.",Yes,4500000,4500000,0,0,4500000,0,0,,,334210,,,Telephone Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
