Fiscal_Year,Customer,PlatformPortfolioRemote,EntitySizeCode,EntityCategory,AnyEntityUSplaceOfPerformance,AnyEntityForeignPlaceOfPerformance,IsEntityAbove2016constantOneMillionThreshold,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,IsEntityAbove2018constant10ThousandThreshold,EntityCount,AllContractorCount,NumberOfActions,Action_Obligation_Then_Year,dFYear,EntitySizeText,EntitySmall,EntitySizeText.sum,Action_Obligation_OMB24_GDP22
2008,Defense,Aircraft,M,PDuns-1,1,0,0,1,1,1,43,43,686,21541965.1674,2008-01-01,Medium Vendor,Other Than Small,Medium,28715779.32052403
2019,Defense,Other Services,S,PDuns-2+,1,1,1,1,1,1,7,7,19,65559062.8965,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,73424517.89397934
2014,Defense,"Electronics, Comms, & Sensors",S,PDuns-1,1,0,0,0,1,1,1475,1475,3327,30499409.1518,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,37001836.17805119
2010,Defense,Facilities and Construction,S,PDuns-1,1,0,1,1,1,1,4627,4627,63077,11343014519.0405,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,14839245977.786186
2016,Defense,Other Products,M,PDuns-2+,1,1,0,1,1,1,63,67,8231,21585078.3863,2016-01-01,Medium Vendor,Other Than Small,Medium,25677393.94179201
2021,Defense,Facilities and Construction,N,PID,1,1,1,1,1,1,104,104,42298,3079632050.3285,2021-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3293012348.347538
2004,Defense,Facilities and Construction,S,PDuns-2+,1,1,1,1,1,1,4,7,160,26911470,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,40030255.32954547
2008,Defense,Facilities and Construction,S,PDuns-2+,1,0,1,1,1,1,208,287,4775,962124989.0284,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1282527784.6754456
2011,Defense,Other Products,N,PDuns-2+,1,1,0,1,1,1,86,150,1309,17452608.6572,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,22380926.75351956
2016,Defense,Land Vehicles,S,PDuns-1,1,0,0,0,1,1,501,501,1564,9136037.3798,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,10868138.936986921
2015,Defense,"Electronics, Comms, & Sensors",M,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2015-01-01,Medium Vendor,Other Than Small,Medium,0
2002,Defense,Space Systems,M,PDuns-1,1,0,0,1,1,1,4,4,7,662902,2002-01-01,Medium Vendor,Other Than Small,Medium,1029464.1615449607
2007,Defense,Other R&D and Knowledge Based,M,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,2,2,0,0,2007-01-01,Medium Vendor,Other Than Small,Medium,0
2009,Defense,Other R&D and Knowledge Based,S,PID,1,0,0,0,1,0,2,2,2,19095.0391,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,25197.92806604182
2014,Defense,Missile Defense,M,PID,1,1,1,1,1,1,1,1,2,-52420.16,2014-01-01,Medium Vendor,Other Than Small,Medium,-63596.05732338454
2019,Defense,Aircraft,M,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,1,1,NA,0,2019-01-01,Medium Vendor,Other Than Small,Medium,0
2002,Defense,Unlabeled,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,5,5,5,3770,2002-01-01,Medium Vendor,Other Than Small,Medium,5854.681218376927
2008,Defense,Land Vehicles,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,8,8,0,0,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2014,Defense,Ordnance and Missiles,S,PDuns-2+,1,0,0,0,1,0,3,3,4,13760,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,16693.610793438464
2013,Defense,Aircraft,S,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,1,1,NA,0,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2004,Defense,Unlabeled,N,PDuns-2+,1,1,0,0,1,1,1,1,2,7420.8699,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,11038.390577115948
2000,Defense,Ordnance and Missiles,S,PDuns-1,1,0,0,0,0,0,1,1,2,-225000,2000-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-363539.2611980635
2017,Defense,Other Services,N,PID,1,1,0,1,1,1,1,1,10,-340449.9814,2017-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,-397892.0295042665
2015,Defense,Ships & Submarines,N,PDuns-2+,1,1,0,0,1,1,6,8,111,163040.4506,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,195558.4718070761
2007,Defense,Ships & Submarines,N,PDuns-1,1,0,0,0,1,0,41,41,90,192172.83,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,261512.04322451036
2010,Defense,Aircraft,N,PDuns-2+,1,0,0,0,1,0,4,4,6,19297.19,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,25245.118800597153
2016,Defense,Land Vehicles,M,PDuns-2+,1,1,0,0,1,1,4,4,13,103819.9106,2016-01-01,Medium Vendor,Other Than Small,Medium,123503.13006830779
2003,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,2,2,2,26429,2003-01-01,Medium Vendor,Other Than Small,Medium,40273.52337352841
2016,Defense,Aircraft,S,PID,1,0,0,0,1,1,2,2,6,11256.6001,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,13390.739196776252
2005,Defense,Other R&D and Knowledge Based,S,PID,1,1,0,1,1,1,1,1,1,15960,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,23040.72910984036
2006,Defense,Space Systems,S,PID,1,1,1,1,1,1,2,2,3,351798,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,491861.0205090644
2014,Defense,Aircraft,S,PID,1,1,1,1,1,1,1,1,687,352715332.49,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,427913697.7809812
2005,Defense,Ships & Submarines,M,PDuns-2+,1,1,1,1,1,1,7,9,104,11684233,2005-01-01,Medium Vendor,Other Than Small,Medium,16867997.957973517
2011,Defense,Missile Defense,S,PDuns-1,1,0,1,1,1,1,196,196,698,144879845.9849,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,185791435.80988643
2007,Defense,Other Services,S,PDuns-2+,1,1,1,1,1,1,3,5,130,35106650.125,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,47773724.3342712
2016,Defense,Facilities and Construction,S,PDuns-2+,1,0,0,0,1,1,108,112,430,4101958.7661,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,4879649.23198926
2020,Defense,Other Products,S,PDuns-1,1,1,0,0,1,1,19,19,358,1560912.3385,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1725168.4298277688
2021,Defense,Aircraft,N,PDuns-2+,1,0,0,1,1,1,100,124,3143,17258085.7693,2021-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,18453857.025252003
2021,Defense,Facilities and Construction,M,PDuns-1,1,0,0,0,0,0,25,25,50,20801.36,2021-01-01,Medium Vendor,Other Than Small,Medium,22242.63620555444
2000,Defense,Missile Defense,N,PDuns-1,1,1,1,1,1,1,1,1,9,4803123,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,7760550.163837451
2015,Defense,Missile Defense,L,PID,1,1,1,1,1,1,23,23,600,440674919.0481,2015-01-01,Large Vendor,Other Than Small,Large,528566459.5234712
2017,Defense,Facilities and Construction,N,PID,1,1,1,1,1,1,151,151,56850,2339143016.6955,2017-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2733812345.6090894
2006,Defense,Facilities and Construction,N,PDuns-2+,1,1,1,1,1,1,274,965,15967,1340265234.1574,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1873871442.7753394
2002,Defense,Other R&D and Knowledge Based,S,PDuns-1,1,0,0,0,1,0,403,403,815,2243466,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,3484026.062139844
2002,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,1,0,1,1,1,1,124,124,987,364764976.4546,2002-01-01,Medium Vendor,Other Than Small,Medium,566467548.2149731
2010,Defense,Ships & Submarines,N,PID,1,0,0,0,1,1,1,1,1,7977.21,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,10436.007219046483
2015,Defense,Ordnance and Missiles,M,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,1,1,0,0,2015-01-01,Medium Vendor,Other Than Small,Medium,0
2016,Defense,Land Vehicles,M,PDuns-2+,1,1,0,0,0,0,1,1,2,-300.67,2016-01-01,Medium Vendor,Other Than Small,Medium,-357.67403288091543
2003,Defense,Other R&D and Knowledge Based,L,PID,1,1,0,1,1,1,1,1,1,65430,2003-01-01,Large Vendor,Other Than Small,Large,99704.74230315047
2015,Defense,Facilities and Construction,M,PDuns-2+,Unlabeled,Unlabeled,1,1,1,1,2,2,0,0,2015-01-01,Medium Vendor,Other Than Small,Medium,0
2003,Defense,Other Services,M,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,4,4,19,74382.6701,2003-01-01,Medium Vendor,Other Than Small,Medium,113347.16420817295
2015,Defense,Other Services,N,PID,1,0,0,0,1,1,2,2,5,42803.7109,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,51340.80690081143
2005,Defense,Ships & Submarines,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,2,2,0,0,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2002,Defense,Aircraft,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,2,2,0,0,2002-01-01,Medium Vendor,Other Than Small,Medium,0
2003,Defense,Ships & Submarines,M,PDuns-2+,1,0,0,0,1,1,4,4,5,80454,2003-01-01,Medium Vendor,Other Than Small,Medium,122598.8894583168
2016,Defense,Other R&D and Knowledge Based,J,PID,1,0,1,1,1,1,3,3,109,164597246.6699,2016-01-01,Large: Big 5 JV,Other Than Small,Large,195803242.8161039
2021,Defense,Remotely Operated,M,PDuns-1,1,1,0,0,1,1,1,1,1,19638.5801,2021-01-01,Medium Vendor,Other Than Small,Medium,20999.290082857126
2012,Defense,Facilities and Construction,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,22,22,0,0,2012-01-01,Medium Vendor,Other Than Small,Medium,0
2003,Defense,Unlabeled,M,PDuns-1,1,0,0,0,0,0,2,2,2,0,2003-01-01,Medium Vendor,Other Than Small,Medium,0
2015,Defense,Facilities and Construction,S,Duns,1,0,0,0,0,0,2,2,2,1909.56,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2290.417096184842
2010,Defense,Other Services,S,PDuns-1,1,1,0,0,1,0,12,12,18,57895.0302,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,75739.88313133467
2002,Defense,Other R&D and Knowledge Based,M,PDuns-2+,1,0,0,0,1,0,4,4,6,20743,2002-01-01,Medium Vendor,Other Than Small,Medium,32213.170427796445
2014,Defense,Aircraft,N,PDuns-2+,1,0,0,0,1,0,3,3,4,19724.45,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,23929.672341180038
2007,Defense,Other Services,S,PDuns-2+,1,1,0,1,1,1,1,1,2,14609,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,19880.174733685675
2021,Defense,Remotely Operated,S,PDuns-1,1,1,1,1,1,1,1,1,1,0,2021-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2017,Defense,"Electronics, Comms, & Sensors",N,PDuns-2+,1,0,0,0,1,1,56,64,176,1129854.0001,2017-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1320487.3717267378
2016,Defense,Facilities and Construction,N,PDuns-1,1,0,0,0,0,0,7,7,38,12568.9001,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,14951.83818686381
2003,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,1,1,0,0,0,0,11,11,23,12077,2003-01-01,Medium Vendor,Other Than Small,Medium,18403.39557993502
2016,Defense,"Electronics, Comms, & Sensors",M,PID,1,0,0,1,1,1,10,10,33,186876.6867,2016-01-01,Medium Vendor,Other Than Small,Medium,222306.64244325116
2021,Defense,Other Services,M,PDuns-2+,1,1,0,0,1,1,12,12,492,694320.7485,2021-01-01,Medium Vendor,Other Than Small,Medium,742428.5632696016
2015,Defense,Other Services,M,PID,1,1,1,1,1,1,29,29,66715,594807872.5693,2015-01-01,Medium Vendor,Other Than Small,Medium,713440855.6306479
2015,Defense,"Electronics, Comms, & Sensors",S,PDuns-1,1,1,0,1,1,1,71,71,374,10165722.8164,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,12193251.499695683
2005,Defense,Land Vehicles,S,PDuns-1,1,1,1,1,1,1,8,8,74,6359679,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,9181180.517828347
2006,Defense,Missile Defense,N,PDuns-2+,1,1,1,1,1,1,20,20,78,84196191,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,117717623.26174708
2011,Defense,Other Products,S,PID,1,1,1,1,1,1,3,3,55,212161196.8757,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,272071889.1072577
2000,Defense,Land Vehicles,N,PDuns-2+,1,0,1,1,1,1,30,39,150,146432416,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,236595254.79149997
2007,Defense,Ordnance and Missiles,N,PDuns-1,1,0,1,1,1,1,218,218,1681,247208744.8749,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,336405848.71025634
2011,Defense,Other R&D and Knowledge Based,N,PDuns-1,1,0,1,1,1,1,937,937,13038,2935037184.9299,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3763841471.7832274
2016,Defense,Facilities and Construction,S,PDuns-1,1,0,0,1,1,1,5051,5051,33005,566755169.1609,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,674206295.9719445
2007,Defense,Facilities and Construction,S,PID,1,1,1,1,1,1,7,7,214,111445718.0938,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,151657221.50905737
2003,Defense,Land Vehicles,N,PDuns-1,1,0,1,1,1,1,97,97,1570,230395561,2003-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,351085588.22091985
2006,Defense,Facilities and Construction,B,PID,1,1,1,1,1,1,5,5,1255,553917989.1523,2006-01-01,Big Five,Other Than Small,Large,774452007.7509795
2013,Defense,Facilities and Construction,M,PID,1,1,1,1,1,1,60,60,2042,1035250866.2058,2013-01-01,Medium Vendor,Other Than Small,Medium,1280262609.4799068
2013,Defense,Land Vehicles,N,PDuns-1,1,0,1,1,1,1,231,231,2854,177149061.1798,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,219074744.8144427
2005,Defense,Facilities and Construction,M,PID,1,1,0,1,1,1,5,5,481,3335596,2005-01-01,Medium Vendor,Other Than Small,Medium,4815448.863149565
2017,Defense,Land Vehicles,M,PID,1,0,1,1,1,1,11,11,1215,956313442.7582,2017-01-01,Medium Vendor,Other Than Small,Medium,1117666375.0032809
2002,Defense,Land Vehicles,M,PDuns-1,1,1,0,0,1,1,19,19,135,570758,2002-01-01,Medium Vendor,Other Than Small,Medium,886367.6771454584
2005,Defense,Land Vehicles,N,PDuns-1,1,0,0,0,1,1,131,131,425,2440395,2005-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3523087.7265669713
2008,Defense,Other Services,N,PID,1,0,0,0,1,1,1,1,1,18750,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,24994.045718476576
2017,Defense,Other Services,S,PID,1,0,0,0,1,1,1,1,8,77911,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,91056.44765562295
2019,Defense,"Electronics, Comms, & Sensors",N,PDuns-2+,1,0,0,0,0,0,2,3,7,-3562.5002,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,-3989.9115107115063
2015,Defense,Facilities and Construction,N,Duns,1,1,0,1,1,1,1,1,4,5160.8301,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,6190.145107535416
2005,Defense,Aircraft,N,PDuns-1,1,1,0,0,1,0,2,2,3,13263,2005-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,19147.19236740681
2006,Defense,Other Services,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,0,3,3,0,0,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2015,Defense,Other Products,S,PID,1,0,0,0,1,0,2,2,2,11974.53,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,14362.820875373533
2019,Defense,Other R&D and Knowledge Based,S,PDuns-2+,1,1,0,1,1,1,1,1,3,55490,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,62147.41818944501
2007,Defense,Missile Defense,L,PID,1,0,1,1,1,1,5,5,118,89890860.1992,2007-01-01,Large Vendor,Other Than Small,Large,122325005.66235931
2005,Defense,Aircraft,N,Duns,1,1,1,1,1,1,1,1,100,3304575,2005-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4770665.250510695
2019,Defense,Ordnance and Missiles,J,PID,1,0,1,1,1,1,3,3,54,219547154.178,2019-01-01,Large: Big 5 JV,Other Than Small,Large,245887345.52176476
2003,Defense,Ordnance and Missiles,N,Duns,1,1,1,1,1,1,1,1,2,29105,2003-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,44351.31475979206
2017,Defense,Aircraft,M,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,1,1,0,0,2017-01-01,Medium Vendor,Other Than Small,Medium,0
2009,Defense,Other Services,S,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2021,Defense,Other Services,N,PDuns-2+,1,1,0,1,1,1,12,12,15,119265.8805,2021-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,127529.52651637341
2002,Defense,Missile Defense,N,PDuns-2+,1,0,1,1,1,1,38,46,210,63907874,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,99246745.25575574
2018,Defense,Other Services,M,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,3,3,NA,0,2018-01-01,Medium Vendor,Other Than Small,Medium,0
2015,Defense,Land Vehicles,M,PDuns-1,1,1,0,0,1,0,18,18,40,99648.4802,2015-01-01,Medium Vendor,Other Than Small,Medium,119523.127138669
2004,Defense,"Electronics, Comms, & Sensors",S,PDuns-1,1,1,0,0,1,0,3,3,24,68038.2603,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,101205.5057559872
2012,Defense,Other R&D and Knowledge Based,M,PDuns-2+,1,1,1,1,1,1,51,70,445,95349451.439,2012-01-01,Medium Vendor,Other Than Small,Medium,120073564.17422265
2011,Defense,Other Services,N,PDuns-1,1,0,0,0,1,1,172,172,533,3687679.5552,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4729017.17081325
2012,Defense,Facilities and Construction,S,PID,1,1,1,1,1,1,4,4,100,41501202.2106,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,52262463.93383691
2021,Defense,Land Vehicles,N,PDuns-1,1,0,0,0,1,1,41,41,225,560617.6385,2021-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,599461.486343803
2015,Defense,Other R&D and Knowledge Based,N,PDuns-1,1,1,0,0,1,1,9,9,19,189726.7783,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,227567.32264102274
2008,Defense,Space Systems,N,PID,1,1,1,1,1,1,20,20,135,281229070.1724,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,374882785.9868599
2010,Defense,Land Vehicles,N,PID,1,0,1,1,1,1,62,62,1968,732925051.1581,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,958832865.7395186
2020,Defense,Facilities and Construction,S,PID,1,1,1,1,1,1,5,5,123,31157264.2458,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,34435968.83109376
2021,Defense,Other Services,N,PID,1,1,1,1,1,1,69,69,150100,2055820730.8683,2021-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2198263604.9056716
2006,Defense,Facilities and Construction,N,PDuns-2+,1,1,0,1,1,1,134,277,2567,47712807.3003,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,66708935.497296445
2004,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,1,0,0,0,1,1,147,147,222,2530877.1196,2004-01-01,Medium Vendor,Other Than Small,Medium,3764627.3988486165
2017,Defense,Other R&D and Knowledge Based,S,PDuns-2+,1,1,1,1,1,1,12,16,197,72105149.24,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,84271011.12131715
2007,Defense,Other R&D and Knowledge Based,N,PID,1,1,1,1,1,1,223,223,9690,2410398355.2027,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3280110923.3498683
2007,Defense,Ships & Submarines,M,PDuns-2+,1,1,0,1,1,1,13,15,217,1998327.4115,2007-01-01,Medium Vendor,Other Than Small,Medium,2719357.801063303
2010,Defense,Other R&D and Knowledge Based,L,PID,1,0,1,1,1,1,40,40,2883,1389018434.8124,2010-01-01,Large Vendor,Other Than Small,Large,1817152414.5773842
2006,Defense,Ships & Submarines,N,PDuns-1,1,0,1,1,1,1,198,198,3589,221869403.3834,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,310203330.2289848
2017,Defense,Other Services,M,PDuns-1,1,0,0,0,1,1,104,104,230,1307455.4794,2017-01-01,Medium Vendor,Other Than Small,Medium,1528054.464992665
2000,Defense,Facilities and Construction,L,PID,1,0,1,1,1,1,50,50,3230,849721904,2000-01-01,Large Vendor,Other Than Small,Large,1372921214.2398748
2007,Defense,Ships & Submarines,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,2,2,0,0,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2014,Defense,Facilities and Construction,S,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2000,Defense,Space Systems,S,PID,1,0,0,1,1,1,1,1,2,337885,2000-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,545930.9478662563
2015,Defense,Other Services,S,PID,1,1,0,1,1,1,1,1,3,37907.0195,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,45467.48231436153
2002,Defense,Missile Defense,M,PID,1,0,0,1,1,1,2,2,2,89740,2002-01-01,Medium Vendor,Other Than Small,Medium,139363.15451913673
2013,Defense,Land Vehicles,M,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,5,5,0,0,2013-01-01,Medium Vendor,Other Than Small,Medium,0
2007,Defense,Aircraft,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,3,3,0,0,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2002,Defense,Facilities and Construction,N,PID,1,0,0,0,1,1,5,5,8,67308,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,104527.0247868738
2000,Defense,Ships & Submarines,M,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2000-01-01,Medium Vendor,Other Than Small,Medium,0
2007,Defense,"Electronics, Comms, & Sensors",S,PID,1,0,0,0,0,0,5,5,10,8013,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,10904.22617160814
2015,Defense,Other R&D and Knowledge Based,S,PDuns-2+,1,1,0,1,1,1,2,2,4,107163.8515,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,128537.42096012362
2000,Defense,Missile Defense,N,PDuns-1,1,1,0,1,1,1,1,1,1,35985,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,58142.045840943625
