Fiscal_Year,Customer,PlatformPortfolio,EntitySizeCode,EntityCategory,AnyEntityUSplaceOfPerformance,AnyEntityForeignPlaceOfPerformance,IsEntityAbove2016constantOneMillionThreshold,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,IsEntityAbove2018constant10ThousandThreshold,EntityCount,AllContractorCount,NumberOfActions,Action_Obligation_Then_Year,dFYear,EntitySizeText,EntitySmall,EntitySizeText.sum,Action_Obligation_OMB24_GDP22
2003,Defense,Unlabeled,S,PDuns-1,1,0,0,0,1,1,2,2,2,6000,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,9143.03001404406
2020,Defense,Space Systems,M,PDuns-1,1,0,0,1,1,1,1,1,1,0,2020-01-01,Medium Vendor,Other Than Small,Medium,0
2013,Defense,Other Services,M,PDuns-2+,Unlabeled,Unlabeled,0,0,1,0,1,1,0,0,2013-01-01,Medium Vendor,Other Than Small,Medium,0
2003,Defense,Unlabeled,S,PID,1,0,1,1,1,1,2,2,3,618547,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,942565.6310161519
2013,Defense,Space Systems,N,PDuns-1,1,0,0,1,1,1,5,5,15,425101.28,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,525709.5567769924
2005,Defense,Facilities and Construction,S,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,3,3,0,0,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2014,Defense,"Electronics, Comms, & Sensors",N,PID,1,0,0,0,1,1,4,4,12,69616.44,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,84458.55771691579
2017,Defense,Other Services,L,PID,1,0,0,1,1,1,2,2,6,129610,2017-01-01,Large Vendor,Other Than Small,Large,151478.30448390203
2020,Defense,Facilities and Construction,S,PDuns-1,1,1,0,0,0,0,6,6,11,7693.2901,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,8502.861355289695
2018,Defense,Aircraft,N,PDuns-2+,1,1,0,0,1,1,3,4,41,531095.6302,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,606464.2066031058
2018,Defense,Aircraft,N,Duns,1,1,1,1,1,1,2,2,25,747839.6429,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,853966.6868034765
2006,Defense,Other Products,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,9,9,0,0,2006-01-01,Medium Vendor,Other Than Small,Medium,0
2000,Defense,Other Products,S,PDuns-1,1,0,0,0,1,0,6,6,8,63527.09,2000-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,102642.6282873906
2012,Defense,Ships & Submarines,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,4,4,0,0,2012-01-01,Medium Vendor,Other Than Small,Medium,0
2004,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,1,0,0,0,1,0,95,95,117,484051.0704,2004-01-01,Medium Vendor,Other Than Small,Medium,720015.9612481886
2010,Defense,Facilities and Construction,S,PID,1,0,0,0,0,0,2,2,2,-2476.6799,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-3240.0612890556126
2010,Defense,Aircraft,M,PDuns-1,1,0,0,0,1,1,24,24,103,1097492.1411,2010-01-01,Medium Vendor,Other Than Small,Medium,1435769.637174699
2000,Defense,Land Vehicles,M,PDuns-2+,1,0,0,0,1,1,5,6,8,166323,2000-01-01,Medium Vendor,Other Than Small,Medium,268733.06906775787
2015,Defense,Aircraft,N,PDuns-1,1,1,0,0,1,1,15,15,294,763129.5209,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,915333.847207057
2009,Defense,Other Products,S,PID,1,0,0,0,1,1,3,3,13,15374.25,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,20287.95246454056
2007,Defense,Land Vehicles,M,PDuns-2+,1,1,0,1,1,1,36,42,103,5396997.5118,2007-01-01,Medium Vendor,Other Than Small,Medium,7344325.66033615
2020,Defense,Other R&D and Knowledge Based,S,PDuns-1,1,1,0,0,1,1,11,11,35,334950.4488,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,370197.56047395896
2002,Defense,Other R&D and Knowledge Based,N,PID,1,0,0,1,1,1,26,26,70,3328727,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,5169399.32307803
2019,Defense,Ordnance and Missiles,S,PDuns-1,1,0,0,0,1,0,64,64,124,131843.1394,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,147661.03297352843
2018,Defense,Other Products,M,PID,1,1,0,1,1,1,3,3,12123,39018887.8643,2018-01-01,Medium Vendor,Other Than Small,Medium,44556116.68702117
2000,Defense,Other Products,M,PDuns-1,1,0,0,0,0,0,3,3,3,-67040,2000-01-01,Medium Vendor,Other Than Small,Medium,-108318.54253652523
2017,Defense,Aircraft,M,PDuns-1,1,1,0,1,1,1,23,23,169,3564685.3602,2017-01-01,Medium Vendor,Other Than Small,Medium,4166132.971080037
2020,Defense,Missile Defense,N,PDuns-1,1,1,1,1,1,1,26,26,114,18115526.2411,2020-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,20021837.991808675
2014,Defense,Land Vehicles,M,PDuns-1,1,0,1,1,1,1,23,23,117,9862226.0303,2014-01-01,Medium Vendor,Other Than Small,Medium,11964837.420548392
2005,Defense,Land Vehicles,N,PDuns-1,1,0,0,0,1,0,23,23,45,137890,2005-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,199065.5474283137
2004,Defense,Facilities and Construction,M,PDuns-2+,1,1,0,1,1,1,86,93,433,22857621.8311,2004-01-01,Medium Vendor,Other Than Small,Medium,34000239.97667632
2005,Defense,Ordnance and Missiles,S,PID,1,0,1,1,1,1,13,13,40,5900738,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,8518628.18334218
2018,Defense,Ships & Submarines,S,PDuns-1,1,0,1,1,1,1,282,282,3526,609339990.1214,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,695812340.8421881
2018,Defense,Aircraft,B,PID,1,1,1,1,1,1,5,5,50646,50454373798.8573,2018-01-01,Big Five,Other Than Small,Large,57614429559.62118
2013,Defense,Other Services,N,PDuns-2+,1,1,1,1,1,1,150,335,4049,251912050.8293,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,311531813.2851881
2013,Defense,"Electronics, Comms, & Sensors",N,PID,1,0,1,1,1,1,196,196,7151,1588355535.1656,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1964269983.8405333
2012,Defense,Other R&D and Knowledge Based,S,PDuns-1,1,0,0,1,1,1,2293,2293,5392,234203099.0728,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,294931962.606104
2018,Defense,Other Products,S,PDuns-2+,1,0,0,1,1,1,164,180,38822,69242854.6246,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,79069211.84237269
2016,Defense,Other Products,N,Duns,1,0,1,1,1,1,1,1,53,4418401.4668,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,5256086.312293571
2019,Defense,Ordnance and Missiles,N,PDuns-1,1,0,0,0,1,0,3,3,4,11906.37,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,13334.837907880023
2011,Defense,Other Services,J,PID,1,0,1,1,1,1,1,1,16,7478851,2011-01-01,Large: Big 5 JV,Other Than Small,Large,9590750.570255473
2015,Defense,Other R&D and Knowledge Based,S,Duns,1,0,0,0,1,1,1,1,1,16880.8809,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,20247.73152559761
2017,Defense,Facilities and Construction,S,PDuns-2+,1,1,0,0,0,0,1,1,1,2892.1001,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,3380.0665037090002
2016,Defense,Other R&D and Knowledge Based,M,Duns,Unlabeled,Unlabeled,1,1,1,1,10,10,0,0,2016-01-01,Medium Vendor,Other Than Small,Medium,0
2002,Defense,Other Services,S,PID,1,0,0,0,1,0,2,2,2,7659,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,11894.16537176363
2006,Defense,Ordnance and Missiles,S,PDuns-2+,1,1,0,1,1,1,2,2,4,834086,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1166164.648896024
2013,Defense,Other Products,N,PDuns-2+,Unlabeled,Unlabeled,1,1,1,1,1,1,0,0,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2020,Defense,Ships & Submarines,M,PDuns-2+,1,1,0,0,1,0,2,2,2,3505.12,2020-01-01,Medium Vendor,Other Than Small,Medium,3873.9666652701703
2012,Defense,Aircraft,N,PDuns-2+,1,0,0,0,0,0,1,1,2,2710.95,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3413.8993343486277
2004,Defense,"Electronics, Comms, & Sensors",S,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,38,38,0,0,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2016,Defense,"Electronics, Comms, & Sensors",S,PDuns-2+,1,0,0,0,0,0,14,14,34,-103048.9087,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-122585.95389864719
2010,Defense,Facilities and Construction,S,PID,1,0,0,0,1,1,6,6,13,79411.6001,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,103888.45622963824
2020,Defense,Other R&D and Knowledge Based,N,PDuns-1,1,1,0,0,1,1,10,10,58,274355.0598,2020-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,303225.6687683743
2018,Defense,Other Products,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,3,3,0,0,2018-01-01,Medium Vendor,Other Than Small,Medium,0
2005,Defense,Missile Defense,M,PDuns-1,1,0,0,0,1,1,2,2,2,21262,2005-01-01,Medium Vendor,Other Than Small,Medium,30694.986361743464
2020,Defense,"Electronics, Comms, & Sensors",M,PID,1,1,0,0,1,1,1,1,3,47636.5,2020-01-01,Medium Vendor,Other Than Small,Medium,52649.32814001874
2000,Defense,Ordnance and Missiles,M,PID,1,1,0,1,1,1,1,1,6,368598,2000-01-01,Medium Vendor,Other Than Small,Medium,595554.8648848169
2019,Defense,Other R&D and Knowledge Based,S,PID,Unlabeled,Unlabeled,1,1,1,1,3,3,NA,0,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2013,Defense,Land Vehicles,M,PDuns-1,1,0,0,1,1,1,39,39,112,3508194.38,2013-01-01,Medium Vendor,Other Than Small,Medium,4338475.086683661
2013,Defense,Ships & Submarines,L,PID,1,0,1,1,1,1,11,11,180,1126442874.93,2013-01-01,Large Vendor,Other Than Small,Large,1393036935.842798
2000,Defense,Other R&D and Knowledge Based,M,PDuns-1,1,1,0,0,0,0,2,2,4,-227703,2000-01-01,Medium Vendor,Other Than Small,Medium,-367906.57952258957
2009,Defense,Missile Defense,N,PDuns-1,1,1,1,1,1,1,9,9,12,628907.5625,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,829910.1896086035
2013,Defense,Other Products,M,PDuns-1,1,0,0,0,1,0,60,60,83,236688.77,2013-01-01,Medium Vendor,Other Than Small,Medium,292705.6544520202
2003,Defense,Unlabeled,B,PID,1,1,1,1,1,1,3,3,20,3968703.75,2003-01-01,Big Five,Other Than Small,Large,6047662.917183203
2002,Defense,Other R&D and Knowledge Based,N,Duns,1,1,1,1,1,1,2,2,64,10533655,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,16358406.38975125
2007,Defense,Facilities and Construction,S,PDuns-1,1,1,0,0,1,0,69,69,120,482687.1596,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,656848.8653949227
2016,Defense,Other R&D and Knowledge Based,N,Duns,1,1,1,1,1,1,2,2,279,8730351.3892,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,10385538.929200342
2014,Defense,Other Products,M,PDuns-1,1,1,0,1,1,1,202,202,1334,21636916.0294,2014-01-01,Medium Vendor,Other Than Small,Medium,26249873.180604182
2000,Defense,"Electronics, Comms, & Sensors",L,PID,1,0,1,1,1,1,37,37,1773,555340652.9766,2000-01-01,Large Vendor,Other Than Small,Large,897280580.872726
2010,Defense,Ordnance and Missiles,L,PID,1,1,1,1,1,1,59,59,2898,2723506679.3393,2010-01-01,Large Vendor,Other Than Small,Large,3562966922.8597784
2009,Defense,Other Products,N,PDuns-2+,1,0,0,1,1,1,295,413,7481,81189848.1079,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,107138610.27473493
2009,Defense,Ordnance and Missiles,S,PDuns-1,1,0,0,0,1,0,111,111,158,540771.9896,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,713605.9592604402
2008,Defense,Land Vehicles,S,PDuns-1,1,0,0,1,1,1,1249,1249,7259,193309558.2555,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,257684689.96567884
2012,Defense,Other Services,N,PID,1,0,1,1,1,1,91,91,1817,396529719.7529,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,499349875.989551
2020,Defense,Missile Defense,N,PDuns-2+,1,1,1,1,1,1,21,23,94,22086242.663,2020-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,24410396.17403395
2002,Defense,Other R&D and Knowledge Based,L,PID,1,0,1,1,1,1,34,34,1167,454806454,2002-01-01,Large Vendor,Other Than Small,Large,706298887.0637692
2001,Defense,Ordnance and Missiles,S,PDuns-1,1,1,1,1,1,1,1,1,1,59397,2001-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,93697.40967274403
2002,Defense,Other R&D and Knowledge Based,M,PDuns-1,1,0,0,1,1,1,311,311,825,54139351,2002-01-01,Medium Vendor,Other Than Small,Medium,84076562.72541541
2003,Defense,Other R&D and Knowledge Based,S,PDuns-2+,1,0,1,1,1,1,67,77,685,170013740,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,259073454.60331386
2015,Defense,Land Vehicles,N,PDuns-2+,1,0,0,0,0,0,1,1,1,637,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,764.0481002271438
2011,Defense,Ordnance and Missiles,N,PDuns-2+,1,0,0,0,1,0,1,1,1,-745.35,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,-955.8240881573811
2013,Defense,Other Services,S,Duns,1,0,0,1,1,1,1,1,1,20000,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,24733.37915035176
2009,Defense,Aircraft,M,PDuns-2+,1,0,0,0,1,1,3,3,3,30138,2009-01-01,Medium Vendor,Other Than Small,Medium,39770.28546929596
2009,Defense,Other Products,L,PID,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2009-01-01,Large Vendor,Other Than Small,Large,0
2018,Defense,Other R&D and Knowledge Based,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2018-01-01,Medium Vendor,Other Than Small,Medium,0
2017,Defense,"Electronics, Comms, & Sensors",M,Duns,Unlabeled,Unlabeled,0,0,1,1,1,1,1,14490.8203,2017-01-01,Medium Vendor,Other Than Small,Medium,16935.76799340258
2013,Defense,Ships & Submarines,N,PDuns-2+,1,0,0,0,0,0,1,1,4,13.9,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,17.189698509494473
2007,Defense,Ships & Submarines,M,PDuns-2+,1,1,0,0,1,1,7,7,14,145209.8394,2007-01-01,Medium Vendor,Other Than Small,Medium,197604.00987900846
2002,Defense,Missile Defense,N,PDuns-2+,1,1,1,1,1,1,7,7,12,4244599,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,6591717.253273604
2006,Defense,Ships & Submarines,N,PDuns-1,1,1,0,0,1,0,3,3,5,19975.2002,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,27928.02220377849
2009,Defense,Other Products,N,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,2,2,0,0,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2005,Defense,Unlabeled,S,PDuns-1,1,0,0,0,1,0,5,5,5,12471.99,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,18005.24705831064
2005,Defense,Other Services,M,PID,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2005-01-01,Medium Vendor,Other Than Small,Medium,0
2004,Defense,Space Systems,S,PDuns-2+,1,0,1,1,1,1,13,13,41,14497128,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,21564178.225310728
2009,Defense,"Electronics, Comms, & Sensors",M,PDuns-2+,1,1,0,1,1,1,52,55,212,5518272.9797,2009-01-01,Medium Vendor,Other Than Small,Medium,7281946.104591262
2018,Defense,Aircraft,M,PDuns-2+,1,1,0,1,1,1,18,19,142,6773782.1972,2018-01-01,Medium Vendor,Other Than Small,Medium,7735059.775167286
2010,Defense,Other Services,N,PDuns-1,1,0,0,0,0,0,11,11,43,34037.1401,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,44528.33005515669
2001,Defense,Ships & Submarines,N,PID,1,0,0,1,1,1,15,15,99,7583091,2001-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,11962152.701528667
2019,Defense,Land Vehicles,N,PDuns-1,1,1,0,0,1,1,8,8,69,234750.3306,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,262914.5245252959
2004,Defense,Facilities and Construction,S,PDuns-2+,1,0,0,0,0,0,11,11,14,-15380,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-22877.43207518613
2008,Defense,Ships & Submarines,N,PDuns-2+,1,1,0,1,1,1,82,104,552,8544206.9301,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,11389562.594082337
2016,Defense,Other Products,M,PDuns-1,1,0,0,1,1,1,107,107,4689,17019593.6935,2016-01-01,Medium Vendor,Other Than Small,Medium,20246338.89097263
2003,Defense,Facilities and Construction,N,PDuns-1,1,0,0,0,1,0,66,66,153,629511,2003-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,959272.9945284817
2019,Defense,Ships & Submarines,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,4,4,NA,0,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2018,Defense,Land Vehicles,S,PID,1,0,1,1,1,1,1,1,2,652763.9297,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,745398.6367305568
2006,Defense,Other Services,N,PDuns-1,1,0,1,1,1,1,257,257,2306,376774844.9378,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,526782016.1946651
2009,Defense,Land Vehicles,N,Duns,1,1,1,1,1,1,3,2,2095,117466118.819,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,155008994.57169914
2011,Defense,Aircraft,N,PDuns-2+,1,0,0,1,1,1,108,132,805,19642219.6596,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,25188846.441972435
2009,Defense,Land Vehicles,M,PID,1,0,1,1,1,1,8,8,59,92043518.2109,2009-01-01,Medium Vendor,Other Than Small,Medium,121461178.40751988
2000,Defense,Ships & Submarines,S,PDuns-1,1,0,0,0,1,1,69,69,94,1820039,2000-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2940691.704051832
2019,Defense,Facilities and Construction,S,PDuns-1,1,1,0,0,1,1,35,35,211,1190890.9888,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1333768.2519191795
2005,Defense,Facilities and Construction,S,PDuns-1,1,0,1,1,1,1,2695,2695,39418,5809960920.834,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,8387577425.795415
2020,Defense,"Electronics, Comms, & Sensors",N,PID,1,1,1,1,1,1,91,91,15743,4435339797.4502,2020-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4902074258.361547
2000,Defense,Other R&D and Knowledge Based,N,PDuns-1,1,0,1,1,1,1,258,258,2946,657276424.54,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1061981270.134117
2012,Defense,Facilities and Construction,M,PDuns-1,1,1,0,0,1,1,412,412,944,7174984.197,2012-01-01,Medium Vendor,Other Than Small,Medium,9035457.597558133
2004,Defense,"Electronics, Comms, & Sensors",N,PDuns-1,1,0,1,1,1,1,504,504,5866,952290283.1855,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1416512111.1466868
2018,Defense,Ships & Submarines,M,PDuns-2+,1,1,0,1,1,1,22,21,524,13284359.7714,2018-01-01,Medium Vendor,Other Than Small,Medium,15169563.165033769
2016,Defense,Space Systems,N,PDuns-2+,1,0,0,1,1,1,1,1,1,80000,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,95167.20201707265
2016,Defense,Ordnance and Missiles,M,PDuns-1,1,1,0,0,1,1,4,4,4,57159.4805,2016-01-01,Medium Vendor,Other Than Small,Medium,67996.34784918031
2001,Defense,Ordnance and Missiles,M,PDuns-1,1,0,0,0,1,1,2,2,2,59200,2001-01-01,Medium Vendor,Other Than Small,Medium,93386.6466762033
2014,Defense,Land Vehicles,S,Duns,1,0,0,0,0,0,1,1,1,2991.17,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,3628.8828340849805
2008,Defense,Ships & Submarines,N,PDuns-2+,1,0,0,0,0,0,3,3,3,2729.4,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3638.3332471471986
2008,Defense,Ships & Submarines,M,PDuns-2+,1,0,0,0,1,1,5,5,19,120267.7205,2008-01-01,Medium Vendor,Other Than Small,Medium,160318.76824714468
2008,Defense,Other Services,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,17,17,0,0,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2019,Defense,Other R&D and Knowledge Based,N,PDuns-1,1,1,0,0,1,0,3,3,19,50048.65,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,56053.24168980298
2020,Defense,Aircraft,M,PDuns-1,1,1,0,0,1,0,3,3,4,9247.3203,2020-01-01,Medium Vendor,Other Than Small,Medium,10220.423433513304
2011,Defense,Other R&D and Knowledge Based,M,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2011-01-01,Medium Vendor,Other Than Small,Medium,0
2012,Defense,Land Vehicles,S,PDuns-1,1,0,0,0,1,1,574,574,1066,10633575.5334,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,13390861.666655641
2004,Defense,Ordnance and Missiles,S,PDuns-1,1,0,0,0,1,1,168,168,274,3176944,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,4725638.528392076
2016,Defense,Ordnance and Missiles,S,PID,1,0,1,1,1,1,7,7,17,8819994.0394,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,10492176.931711955
2017,Defense,"Electronics, Comms, & Sensors",S,PDuns-1,1,0,0,0,0,0,256,256,631,-409300.9612,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-478359.8150313045
2006,Defense,Ships & Submarines,M,PDuns-2+,1,1,0,1,1,1,19,19,140,2750753,2006-01-01,Medium Vendor,Other Than Small,Medium,3845923.449673876
2019,Defense,Ships & Submarines,N,PID,1,1,0,1,1,1,5,5,15,41017.4801,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,45938.5562957639
2004,Defense,Missile Defense,S,PDuns-1,1,0,0,1,1,1,155,155,277,41936919,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,62380300.12126675
2013,Defense,Other Services,B,PID,1,1,1,1,1,1,5,5,3366,2059857401.6819,2013-01-01,Big Five,Other Than Small,Large,2547361705.572843
2005,Defense,Ordnance and Missiles,B,PID,1,1,1,1,1,1,5,5,2704,7968004379.3565,2005-01-01,Big Five,Other Than Small,Large,11503047020.725235
