Fiscal_Year,Customer,SubCustomer,EntitySizeCode,EntityCategory,AnyEntityUSplaceOfPerformance,AnyEntityForeignPlaceOfPerformance,IsEntityAbove2016constantOneMillionThreshold,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,NumberOfActions,Action_Obligation_Then_Year,dFYear,SubCustomer.sum,SubCustomer.platform,EntitySizeText,EntitySmall,EntitySizeText.sum,Action_Obligation_OMB24_GDP22
2012,Defense,Army,M,PDuns-2,Unlabeled,Unlabeled,0,0,1,2,2,0,0,2012-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,0
2012,Defense,Army,M,PDuns-2,1,0,0,0,1,161,164,297,1946449.4234,2012-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,2451163.758419938
2012,Defense,Army,M,PDuns-3+,1,1,1,1,1,64,135,1437,397623996.492,2012-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,500727898.68683666
2012,Defense,Army,N,PDuns-1,Unlabeled,Unlabeled,1,1,1,3,3,0,0,2012-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2012,Defense,Army,N,PDuns-1,1,0,1,1,1,1756,1756,24161,4304794221.0468,2012-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,5421027361.529902
2012,Defense,Army,N,PDuns-1,1,1,1,1,1,619,619,13613,1402674095.9182,2012-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1766387488.6527624
2012,Defense,Army,N,PDuns-3+,Unlabeled,Unlabeled,1,1,1,1,2,0,0,2012-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2012,Defense,Army,N,PDuns-3+,1,0,1,1,1,477,1158,7318,1293780896.233,2012-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1629258282.3153543
2012,Defense,Army,N,PID,1,0,0,0,1,11,11,28,211146.2007,2012-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,265896.41049077694
2012,Defense,Army,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,35,35,0,0,2012-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2012,Defense,Army,S,PDuns-1,1,0,0,0,1,8154,8154,15594,108113508.5096,2012-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,136147341.24016237
2012,Defense,Army,S,PDuns-1,1,1,0,0,0,5,5,6,-14281.16,2012-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,-17984.2647845686
2012,Defense,Army,S,PDuns-2,Unlabeled,Unlabeled,1,1,1,3,3,0,0,2012-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2012,Defense,Army,S,PDuns-3+,1,0,0,0,1,27,34,57,427379.4793,2012-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,538198.9781798016
2012,Defense,Army,S,PID,1,0,0,0,0,1,1,1,3123.8501,2012-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,3933.8644301794184
2012,Defense,DLA,M,Duns,1,1,1,1,1,8,8,44,12856259.4108,2012-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,16189887.47293141
2012,Defense,DLA,M,PDuns-1,1,0,1,1,1,95,95,2398,685723538.741,2012-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,863531652.1717795
2012,Defense,DLA,M,PDuns-2,1,1,0,1,1,34,33,278,8571380.1247,2012-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,10793938.988975227
2012,Defense,DLA,M,PDuns-3+,1,0,1,1,1,39,55,321,151789040.5575,2012-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,191147938.73758873
2012,Defense,DLA,M,PDuns-3+,1,1,1,1,1,30,33,570,198930730.044,2012-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,250513468.29661122
2012,Defense,DLA,M,PID,1,0,1,1,1,28,28,882,524359742.5148,2012-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,660326223.6228974
2012,Defense,DLA,M,PID,1,1,1,1,1,28,28,46354,5027604084.324,2012-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,6331261822.181209
2012,Defense,DLA,N,Duns,1,1,0,0,1,1,1,1,6712,2012-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,8452.421598387278
2012,Defense,DLA,N,PDuns-1,1,0,0,0,1,255,255,2380,16301884.8289,2012-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,20528963.561116844
2012,Defense,DLA,N,PDuns-1,1,0,1,1,1,536,536,36210,1048633883.6444,2012-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1320544649.421433
2012,Defense,DLA,N,PDuns-1,1,1,0,0,1,40,40,224,1445233.5289,2012-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1819982.5825965172
2012,Defense,DLA,N,PDuns-1,1,1,1,1,1,267,267,12962,576355810.3961,2012-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,725804871.8933252
2012,Defense,DLA,N,PDuns-2,1,0,0,0,1,32,34,159,1079894.5374,2012-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1359911.1906883488
2012,Defense,DLA,N,PDuns-2,1,1,1,1,1,50,60,3125,151447363.14,2012-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,190717664.36581305
2012,Defense,DLA,N,PDuns-3+,1,0,0,0,1,29,37,153,916887.7622,2012-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1154636.7587181553
2012,Defense,DLA,N,PID,1,0,0,0,1,3,3,18,76185,2012-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,95939.7704816947
2012,Defense,DLA,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,4,4,0,0,2012-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2012,Defense,DLA,S,PDuns-1,1,0,0,0,0,241,241,405,527958.0805,2012-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,664857.6106467951
2012,Defense,DLA,S,PDuns-1,1,0,0,1,1,2142,2142,31085,605456510.0717,2012-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,762451382.987816
2012,Defense,DLA,S,PDuns-2,Unlabeled,Unlabeled,0,1,1,1,1,0,0,2012-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2012,Defense,DLA,S,PDuns-3+,1,0,0,0,1,12,16,61,330209.3086,2012-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,415832.5822406391
2012,Defense,DLA,S,PID,1,0,1,1,1,13,13,235,512775711.4055,2012-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,645738453.2497392
2012,Defense,DLA,S,PID,1,1,1,1,1,2,2,26,1208293569.9831,2012-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,1521604092.3893957
2012,Defense,MDA,M,PDuns-1,1,0,1,1,1,6,6,23,5329998.3169,2012-01-01,Other DoD,MDA,Medium Vendor,Other Than Small,Medium,6712066.879191508
2012,Defense,MDA,M,PDuns-1,1,1,1,1,1,2,2,3,2325339,2012-01-01,Other DoD,MDA,Medium Vendor,Other Than Small,Medium,2928299.4021412805
2012,Defense,MDA,M,PID,1,1,1,1,1,1,1,2,359640,2012-01-01,Other DoD,MDA,Medium Vendor,Other Than Small,Medium,452894.6519135877
2012,Defense,MDA,N,PDuns-1,1,1,0,1,1,2,2,2,191260,2012-01-01,Other DoD,MDA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,240853.7179540451
2012,Defense,MDA,N,PDuns-2,1,0,0,1,1,1,1,1,0,2012-01-01,Other DoD,MDA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2012,Defense,MDA,N,PDuns-3+,1,1,1,1,1,7,7,60,40295948.7234,2012-01-01,Other DoD,MDA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,50744688.21769553
2012,Defense,MDA,N,PID,1,0,1,1,1,18,18,617,376580985.6473,2012-01-01,Other DoD,MDA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,474228435.13516206
2012,Defense,MDA,N,PID,1,1,1,1,1,12,12,157,76767992.7878,2012-01-01,Other DoD,MDA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,96673933.29923114
2012,Defense,MDA,S,Duns,1,0,1,1,1,1,1,2,6328.0801,2012-01-01,Other DoD,MDA,Always Small Vendor,Always Small Vendor,Always Small Vendor,7968.951268409523
2012,Defense,MDA,S,PDuns-1,1,0,0,0,1,4,4,8,15849.6602,2012-01-01,Other DoD,MDA,Always Small Vendor,Always Small Vendor,Always Small Vendor,19959.47708605173
2012,Defense,MilitaryHealth,L,PID,1,0,1,1,1,9,9,855,8962992466.6505,2012-01-01,Other DoD,Other DoD,Large Vendor,Other Than Small,Large,11287096411.099396
2012,Defense,MilitaryHealth,L,PID,1,1,1,1,1,32,32,159,329453712.3695,2012-01-01,Other DoD,Other DoD,Large Vendor,Other Than Small,Large,414881059.907752
2012,Defense,MilitaryHealth,M,PDuns-1,1,0,0,0,0,11,11,17,21310.1201,2012-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,26835.834236809722
2012,Defense,MilitaryHealth,M,PDuns-1,1,0,0,1,1,19,19,26,852826.1406,2012-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,1073963.9586526677
2012,Defense,MilitaryHealth,N,PDuns-1,1,0,0,0,0,1,1,6,5489,2012-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,6912.297698681134
2012,Defense,MilitaryHealth,N,PDuns-1,1,0,0,1,1,35,35,77,701740.63,2012-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,883701.9751903897
2012,Defense,MilitaryHealth,N,PDuns-1,1,1,0,1,1,12,12,22,111197.5709,2012-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,140031.10100765206
2012,Defense,MilitaryHealth,N,PDuns-2,1,0,0,0,1,5,5,13,125350.0297,2012-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,157853.29237109158
2012,Defense,MilitaryHealth,S,PDuns-1,1,0,1,1,1,48,48,332,28852985.8232,2012-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,36334565.04022312
2012,Defense,MilitaryHealth,S,PDuns-1,1,1,1,1,1,1,1,2,653610,2012-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,823091.0728429542
2012,Defense,MilitaryHealth,S,PDuns-2,1,0,1,1,1,2,2,1,249000,2012-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,313565.6999401717
2012,Defense,Navy,B,PID,1,1,1,1,1,5,5,18186,34783558119.8281,2012-01-01,Navy,Navy,Big Five,Other Than Small,Large,43802934731.941925
2012,Defense,Navy,J,PID,1,0,1,1,1,2,2,817,3128176855.0372,2012-01-01,Navy,Navy,Large: Big 5 JV,Other Than Small,Large,3939313112.796725
2012,Defense,Navy,J,PID,1,1,1,1,1,2,2,8,12166.75,2012-01-01,Navy,Navy,Large: Big 5 JV,Other Than Small,Large,15321.58827207664
2012,Defense,Navy,L,PID,1,1,1,1,1,110,110,63599,28935476312.0085,2012-01-01,Navy,Navy,Large Vendor,Other Than Small,Large,36438445312.75984
2012,Defense,Navy,M,PDuns-1,Unlabeled,Unlabeled,0,0,1,6,6,0,0,2012-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,0
2012,Defense,Navy,M,PDuns-1,1,1,0,0,0,126,126,334,588338.4229,2012-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,740894.5758166073
2012,Defense,Navy,M,PDuns-1,1,1,0,1,1,583,583,4409,85059459.9937,2012-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,107115377.94962879
2012,Defense,Navy,M,PDuns-3+,1,0,0,0,1,11,16,45,287036.6893,2012-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,361465.30276652245
2012,Defense,Navy,M,PDuns-3+,1,0,1,1,1,121,215,1807,167058903.3063,2012-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,210377276.8934836
2012,Defense,Navy,M,PDuns-3+,1,1,1,1,1,64,99,1209,251591736.7328,2012-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,316829474.00716394
2012,Defense,Navy,M,PID,1,0,0,0,0,1,1,2,0,2012-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,0
2012,Defense,Navy,M,PID,1,0,0,1,1,27,27,94,1971376.8781,2012-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,2482554.9021176584
2012,Defense,Navy,M,PID,1,1,0,1,1,2,2,3,283590,2012-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,357124.8869318605
2012,Defense,Navy,N,Duns,1,0,0,1,1,3,3,4,19942.73,2012-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,25113.87988420827
2012,Defense,Navy,N,Duns,1,1,0,1,1,5,5,23,395320.1996,2012-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,497826.7272612946
2012,Defense,Navy,N,PDuns-1,1,0,1,1,1,1352,1352,19375,2908687344.6357,2012-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3662909972.4008536
2012,Defense,Navy,N,PDuns-1,1,1,0,1,1,377,377,3492,56857300.2832,2012-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,71600398.2329724
2012,Defense,Navy,N,PDuns-2,1,0,0,0,1,90,94,378,2071840.9728,2012-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2609069.3365492295
2012,Defense,Navy,N,PDuns-2,1,1,0,0,1,13,13,32,251891.942,2012-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,317207.5225000768
2012,Defense,Navy,N,PDuns-3+,1,0,0,0,0,1,1,1,2000,2012-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2518.599999519451
2012,Defense,Navy,N,PDuns-3+,1,0,0,1,1,181,320,1401,23751585.5438,2012-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,29910371.66960044
2012,Defense,Navy,N,PDuns-3+,1,1,0,1,1,58,121,805,10127485.953400001,2012-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,12753543.058683245
2012,Defense,Navy,S,Duns,Unlabeled,Unlabeled,0,0,1,1,1,0,0,2012-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2012,Defense,Navy,S,Duns,1,0,0,0,1,13,13,43,64569.4979,2012-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,81312.3686899556
2012,Defense,Navy,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,60,60,0,0,2012-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2012,Defense,Navy,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,57,57,0,0,2012-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2012,Defense,Navy,S,PDuns-1,1,0,0,1,1,4133,4133,15800,443192593.8945,2012-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,558112433.384856
2012,Defense,Navy,S,PDuns-1,1,1,0,0,0,1,1,2,0,2012-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2012,Defense,Navy,S,PDuns-1,1,1,0,1,1,173,173,761,18562129.2568,2012-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,23375289.368628234
2012,Defense,Navy,S,PDuns-2,1,0,0,0,0,29,28,100,87224.17,2012-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,109841.39726004226
2012,Defense,Navy,S,PDuns-2,1,0,0,1,1,169,192,924,19839769.4928,2012-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,24984221.71751605
2012,Defense,Navy,S,PDuns-2,1,1,0,1,1,8,8,27,810882.88,2012-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,1021144.8105891655
2012,Defense,Navy,S,PID,1,1,0,0,1,1,1,1,3012.1201,2012-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,3793.1628412062646
2012,Defense,Navy,U,Duns,1,1,1,1,1,1,1,8,8442367,2012-01-01,Navy,Navy,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,10631472.761071514
2012,Defense,Other DoD,B,PID,1,1,1,1,1,5,5,9678,2894055781.3567,2012-01-01,Other DoD,Other DoD,Big Five,Other Than Small,Large,3644484444.767124
2012,Defense,Other DoD,J,PID,1,0,1,1,1,2,2,37,-25242245.65,2012-01-01,Other DoD,Other DoD,Large: Big 5 JV,Other Than Small,Large,-31787559.94097993
2012,Defense,Other DoD,M,PDuns-1,1,0,1,1,1,137,137,756,192600389.8245,2012-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,242541670.85971588
2012,Defense,Other DoD,M,PDuns-2,Unlabeled,Unlabeled,0,1,1,3,3,0,0,2012-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,0
2012,Defense,Other DoD,M,PDuns-3+,1,0,1,1,1,34,36,172,22661848.7834,2012-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,28538066.167490553
2012,Defense,Other DoD,N,Duns,1,0,0,1,1,1,1,1,0,2012-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2012,Defense,Other DoD,N,PDuns-1,1,0,0,0,0,2,2,3,8708.5,2012-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,10966.61404790757
2012,Defense,Other DoD,N,PDuns-1,1,0,0,1,1,244,244,645,17898050.85,2012-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,22539015.431104556
2012,Defense,Other DoD,N,PDuns-1,1,1,0,1,1,127,127,397,11130688.1609,2012-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,14016875.59834695
2012,Defense,Other DoD,N,PDuns-2,1,1,0,1,1,10,10,17,478399.6914,2012-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,602448.7312650727
2012,Defense,Other DoD,N,PID,1,0,0,1,1,15,15,44,1191723.5767,2012-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1500737.4998519693
2012,Defense,Other DoD,N,PID,1,1,0,1,1,2,2,2,38117.3999,2012-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,48001.24168491136
2012,Defense,Other DoD,S,PDuns-1,1,0,0,0,1,501,501,783,5805249.0551,2012-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,7310550.1336925775
2012,Defense,Other DoD,S,PDuns-2,1,1,0,0,1,1,1,1,2520,2012-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,3173.435999394508
2012,Defense,Other DoD,S,PDuns-3+,1,0,0,1,1,3,3,3,-2034,2012-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,-2561.416199511282
2013,Defense,Air Force,J,PID,1,0,1,1,1,2,2,99,1809749972.05,2013-01-01,Air Force,Air Force,Large: Big 5 JV,Other Than Small,Large,2238061611.3025575
2013,Defense,Air Force,L,PID,1,0,1,1,1,31,31,1444,1423859136.5899,2013-01-01,Air Force,Air Force,Large Vendor,Other Than Small,Large,1760842394.0985248
2013,Defense,Air Force,M,Duns,Unlabeled,Unlabeled,0,0,0,4,4,0,0,2013-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,0
2013,Defense,Air Force,M,Duns,Unlabeled,Unlabeled,0,1,1,1,1,0,0,2013-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,0
2013,Defense,Air Force,M,Duns,1,0,0,0,1,4,4,4,38050.8496,2013-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,47056.30450749054
2013,Defense,Air Force,M,Duns,1,1,1,1,1,18,18,88,11081676.2815,2013-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,13704365.054589987
2013,Defense,Air Force,M,PDuns-1,Unlabeled,Unlabeled,0,0,1,5,5,0,0,2013-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,0
2013,Defense,Air Force,M,PDuns-2,1,0,0,0,0,5,5,10,-45608.87,2013-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,-56403.0737164552
2013,Defense,Air Force,M,PDuns-2,1,0,0,1,1,40,40,100,1749215.27,2013-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,2163200.2244247464
2013,Defense,Air Force,M,PDuns-2,1,1,0,0,0,5,5,8,-2263.29,2013-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,-2798.940484859982
2013,Defense,Air Force,M,PDuns-2,1,1,0,1,1,63,65,204,4318529.19,2013-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,5340590.991406575
2013,Defense,Air Force,M,PDuns-3+,1,0,0,0,0,1,2,3,706,2013-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,873.0882840074172
2013,Defense,Air Force,M,PDuns-3+,1,0,0,1,1,12,16,33,648402.83,2013-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,801859.6518275539
2013,Defense,Air Force,M,PDuns-3+,1,1,0,1,1,23,30,79,1332828.96,2013-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,1648268.2005124511
2013,Defense,Air Force,M,PID,1,0,0,0,1,1,1,1,-570.69,2013-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,-705.7546073657124
2013,Defense,Air Force,M,PID,1,1,0,0,1,1,1,1,-3000,2013-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,-3710.0068725527644
2013,Defense,Air Force,N,Duns,1,0,0,0,1,3,3,2,0,2013-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2013,Defense,Air Force,N,Duns,1,1,0,1,1,2,2,12,468153.1846,2013-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,578950.5107578209
2013,Defense,Air Force,N,PDuns-2,1,0,0,0,0,2,2,4,0.06,2013-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0.07420013745105528
2013,Defense,Air Force,N,PDuns-2,1,0,0,1,1,109,115,381,7069566.98,2013-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,8742714.027257364
2013,Defense,Air Force,N,PDuns-2,1,1,0,1,1,22,27,99,3317135.22,2013-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4102198.1544622756
2013,Defense,Air Force,N,PID,1,0,0,0,1,4,4,4,38590,2013-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,47723.055070603725
2013,Defense,Air Force,N,PID,1,0,1,1,1,179,179,3992,2127916129.8772,2013-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2631527822.0200973
2013,Defense,Air Force,N,PID,1,1,0,1,1,8,8,21,419886.64,2013-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,519260.77336436283
2013,Defense,Air Force,S,Duns,1,0,0,1,1,24,24,28,791217.6827,2013-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,978474.3468340908
2013,Defense,Air Force,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,37,37,0,0,2013-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2013,Defense,Air Force,S,PDuns-1,1,0,0,0,0,174,174,248,-343512.86,2013-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,-424811.6904700852
2013,Defense,Air Force,S,PDuns-1,1,0,0,1,1,2527,2527,6504,220168236.03,2013-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,272275222.9297064
2013,Defense,Air Force,S,PDuns-1,1,1,0,0,0,3,3,6,-2178,2013-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,-2693.464989473307
2013,Defense,Air Force,S,PDuns-2,1,0,0,0,1,45,47,56,495619.06,2013-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,612916.7062560469
2013,Defense,Air Force,S,PDuns-2,1,1,0,0,1,3,3,3,22868.77,2013-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,28281.097955609494
2013,Defense,Air Force,S,PDuns-3+,1,0,0,0,1,7,7,7,92794.16,2013-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,114755.65711092028
