Fiscal_Year,Customer,EntitySizeCode,EntityCategory,AnyEntityUSplaceOfPerformance,AnyEntityForeignPlaceOfPerformance,IsEntityAbove2016constantOneMillionThreshold,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,IsEntityAbove2018constant10ThousandThreshold,EntityCount,AllContractorCount,NumberOfActions,Action_Obligation_Then_Year,dFYear,EntitySizeText,EntitySmall,EntitySizeText.sum,Action_Obligation_OMB24_GDP22
2019,Other Agencies,N,PDuns-1,1,0,0,0,1,1,780,780,4383,27901715.5845,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,31249226.646835044
2014,HHS,S,PDuns-2+,1,0,0,0,0,0,6,6,7,19171.15,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,23258.409633911906
2015,Other Agencies,N,PID,1,0,0,0,1,0,2,2,5,10985,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,13175.931524325233
2016,NASA,N,PDuns-1,1,1,1,1,1,1,103,103,488,43362268.4556,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,51583322.025407776
2008,VA,M,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,12,13,0,0,2008-01-01,Medium Vendor,Other Than Small,Medium,0
2015,DHS,N,PDuns-2+,1,1,0,0,1,0,1,1,1,4613,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,5533.051626919645
2017,Defense,N,PDuns-1,1,1,0,0,1,0,15,15,38,210908.6002,2017-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,246493.92145181049
2008,Other Agencies,S,PDuns-2+,1,1,0,1,1,1,11,12,38,1162759.3174,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1549976.5087296118
2010,HHS,S,PDuns-2+,1,0,1,1,1,1,40,46,304,93784463.5985,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,122691434.6179113
2009,DHS,M,PDuns-1,1,1,0,1,1,1,21,21,109,2360610.2344,2009-01-01,Medium Vendor,Other Than Small,Medium,3115075.416544882
2008,State and IAP,N,PID,1,1,1,1,1,1,168,168,5166,2386423998.2069,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3181140827.4588227
2015,Defense,M,PDuns-2+,1,1,0,0,1,0,53,52,144,262188.6494,2015-01-01,Medium Vendor,Other Than Small,Medium,314481.5376376619
2012,Other Agencies,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,0,61,61,0,690351.4855,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,869359.625524276
2000,VA,S,PID,1,0,0,0,1,0,1,1,4,21000,2000-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,33930.33104515259
2020,HHS,NA,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,NA,0,38,1847,5033094494.4509,2020-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,5562731174.583925
2012,State and IAP,N,PDuns-1,1,0,0,1,1,1,239,239,624,12915607.3798,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,16264624.370278848
2004,Defense,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,13,13,3,54194.75,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,80613.57034828958
2004,NASA,N,PDuns-2+,1,0,0,1,1,1,122,159,564,10319379.655,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,15349863.921672313
2000,NASA,M,PDuns-1,1,0,0,0,1,1,27,27,35,437000,2000-01-01,Medium Vendor,Other Than Small,Medium,706074.0317491278
2016,GSA,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,158,158,0,-1900,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-2260.2210479054756
2009,Energy,S,PDuns-2+,1,1,1,1,1,1,1,2,25,38897699.625,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,51329637.60651591
2018,DHS,NA,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,NA,0,33,1794,410897628.0475,2018-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,469208725.9220781
2000,Other Agencies,M,PDuns-1,1,0,0,1,1,1,1853,1853,7747,430012068.4273,2000-01-01,Medium Vendor,Other Than Small,Medium,694783420.7213856
2018,VA,N,PDuns-1,1,1,1,1,1,1,135,135,3623,268944449.2201,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,307110758.8574115
2010,GSA,N,PDuns-2+,1,0,0,0,0,0,1,1,6,1530.74,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2002.5564941230348
2017,HHS,S,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,8,8,0,0,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2001,GSA,M,PDuns-1,1,0,0,1,1,1,909,909,3977,429468821.2571,2001-01-01,Medium Vendor,Other Than Small,Medium,677477247.7902416
2011,Defense,M,PDuns-1,1,1,0,1,1,1,2178,2178,22172,404987599.4176,2011-01-01,Medium Vendor,Other Than Small,Medium,519349168.75075364
2009,Defense,U,Name,1,1,0,0,1,0,3,1,4,8653.1101,2009-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,11418.695961054089
2006,GSA,S,PDuns-2+,Unlabeled,Unlabeled,0,0,1,0,1,1,1,0,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2011,VA,S,PDuns-2+,Unlabeled,Unlabeled,1,1,1,1,10,10,0,0,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2005,HHS,M,PDuns-1,1,0,0,1,1,1,374,374,835,28838053.6753,2005-01-01,Medium Vendor,Other Than Small,Medium,41632191.903986424
2006,HHS,M,PDuns-2+,1,0,1,1,1,1,96,133,658,169148917.5611,2006-01-01,Medium Vendor,Other Than Small,Medium,236492985.2063009
2019,VA,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,14,14,NA,0,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2002,DHS,S,PID,1,0,1,1,1,1,6,6,12,7218542.5,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,11210149.920107594
2019,NASA,L,PID,1,1,0,1,1,1,2,2,2,-7048,2019-01-01,Large Vendor,Other Than Small,Large,-7893.584490884997
2015,VA,M,PDuns-1,1,0,0,0,1,1,395,395,2093,8312998.9475,2015-01-01,Medium Vendor,Other Than Small,Medium,9971006.362680722
2009,NASA,S,PDuns-1,1,0,0,0,0,0,29,29,42,87837.35,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,115910.6936215563
2019,Defense,N,PDuns-2+,1,1,1,1,1,1,450,2206,215724,12278597135.2003,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,13751723030.113796
2010,VA,M,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,11,11,0,0,2010-01-01,Medium Vendor,Other Than Small,Medium,0
2018,Defense,U,Duns,1,1,1,1,1,1,1,1,7644,27577665.1335,2018-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,31491252.900830604
2004,HHS,S,PID,1,0,1,1,1,1,27,27,238,107763404.2532,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,160295836.2154361
2010,Energy,N,PDuns-2+,1,0,1,1,1,1,97,114,588,237574454.3806,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,310801485.8549507
2010,Energy,N,Duns,1,1,1,1,1,1,1,1,12,4185854.6399,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,5476051.055428605
2005,Other Agencies,N,PDuns-2+,1,1,1,1,1,1,242,991,114704,1055986701.2601,2005-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1524480170.8852055
2005,State and IAP,M,PDuns-1,1,1,0,0,0,0,206,206,260,279931.76,2005-01-01,Medium Vendor,Other Than Small,Medium,404124.8027193512
2010,Defense,M,PDuns-2+,Unlabeled,Unlabeled,0,0,1,0,1,1,0,0,2010-01-01,Medium Vendor,Other Than Small,Medium,0
2008,VA,N,Duns,1,1,1,1,1,1,2,2,54930,72931360.3084,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,97218653.53913802
2008,NASA,S,PDuns-1,1,0,0,0,1,1,658,658,1095,11362130.2146,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,15145898.77562648
2014,State and IAP,S,PDuns-2+,Unlabeled,Unlabeled,1,1,1,1,1,1,0,0,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2019,DHS,S,Duns,1,0,0,1,1,1,3,3,8,-2501.7188,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-2801.8627582626877
2009,State and IAP,S,Name,1,0,0,0,1,1,1,1,1,9456,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,12478.194286205542
2020,State and IAP,M,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,2,2,4,753551.8775,2020-01-01,Medium Vendor,Other Than Small,Medium,832848.7623781072
2012,VA,M,PDuns-2+,Unlabeled,Unlabeled,1,1,1,1,12,14,0,0,2012-01-01,Medium Vendor,Other Than Small,Medium,0
2012,State and IAP,S,PID,Unlabeled,Unlabeled,0,0,0,0,4,4,0,0,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2006,Defense,M,PDuns-2+,1,0,0,0,0,0,32,32,49,29775,2006-01-01,Medium Vendor,Other Than Small,Medium,41629.46317391626
2016,Defense,M,PDuns-2+,1,1,0,0,1,1,116,118,2005,3688283.8973,2016-01-01,Medium Vendor,Other Than Small,Medium,4387545.734383314
2008,DHS,S,PDuns-2+,1,1,0,0,1,1,3,3,8,51169.4204,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,68209.6444194959
2014,NASA,S,PID,1,0,1,1,1,1,15,15,218,29143658.9024,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,35357042.06492686
2018,State and IAP,NA,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,NA,0,23,1151,103426399.0411,2018-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,118103794.25011681
2020,NASA,N,PDuns-1,1,0,0,1,1,1,119,119,312,17126223.6522,2020-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,18928430.27644827
2015,HHS,L,Duns,1,1,1,1,1,1,1,1,1,6500,2015-01-01,Large Vendor,Other Than Small,Large,7796.409185991262
2016,HHS,S,PDuns-2+,1,0,0,0,1,0,23,23,29,158010.2098,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,187967.36945995793
2005,GSA,S,Name,1,0,0,0,1,1,2,1,14,155068.9349,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,223865.9976430056
2019,GSA,N,PDuns-2+,1,1,0,1,1,1,24,26,80,356578.5571,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,399359.1044419282
2006,Defense,S,PID,1,0,1,1,1,1,169,169,4267,1975367268.7765,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2761829688.34562
2010,Other Agencies,M,Duns,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2010-01-01,Medium Vendor,Other Than Small,Medium,0
2014,State and IAP,S,PDuns-1,1,0,0,1,1,1,350,350,986,35521609.7405,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,43094762.1921744
2004,Other Agencies,N,PDuns-1,1,1,0,0,1,0,16,16,54,143060.5799,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,212799.65535103958
2016,Defense,M,Duns,1,1,0,1,1,1,81,81,258,10211890.9358,2016-01-01,Medium Vendor,Other Than Small,Medium,12147963.595794896
2008,State and IAP,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,48,48,0,1780802.7096,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2373838.098097566
2010,Defense,N,PDuns-2+,1,0,0,0,1,1,283,398,1663,10482628.736,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,13713665.449885376
2006,HHS,M,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,13,13,13,9052582.5017,2006-01-01,Medium Vendor,Other Than Small,Medium,12656730.474672003
2005,State and IAP,S,PID,1,0,1,1,1,1,12,12,239,38683440.0804,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,55845530.321380794
2012,DHS,S,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2013,State and IAP,M,PID,1,0,0,0,0,0,2,2,5,0,2013-01-01,Medium Vendor,Other Than Small,Medium,0
2006,DHS,S,PDuns-1,1,1,0,0,1,1,18,18,35,-71216.1299,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-99569.74834797268
2002,Other Agencies,S,PID,1,0,1,1,1,1,127,127,1695,1406117003.3063,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2183651673.766006
2008,VA,M,PID,Unlabeled,Unlabeled,1,1,1,1,3,3,0,0,2008-01-01,Medium Vendor,Other Than Small,Medium,0
2007,Energy,M,PDuns-2+,1,1,0,1,1,1,1,1,1,5000,2007-01-01,Medium Vendor,Other Than Small,Medium,6804.0847195857605
2013,NASA,N,PDuns-1,1,0,0,0,1,1,61,61,176,1232477.19,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1524166.2817215063
2003,Other Agencies,S,PDuns-1,1,0,1,1,1,1,2217,2217,15375,3206567288.7802,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,4886290160.5615425
2004,DHS,S,PID,1,0,0,0,1,1,4,4,6,75065.8799,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,111658.9446408537
2004,Energy,S,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,1,1,0,0,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2008,DHS,S,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,1,1,0,0,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2015,Energy,N,PDuns-2+,1,0,1,1,1,1,87,105,445,162827696.3877,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,195303284.28474778
2003,GSA,M,PDuns-2+,1,0,0,0,1,0,20,20,163,240276,2003-01-01,Medium Vendor,Other Than Small,Medium,366141.77994240844
2005,State and IAP,S,PDuns-1,1,0,0,1,1,1,402,402,996,31793464.1985,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,45898784.21435127
2009,DHS,M,PDuns-1,1,0,0,1,1,1,229,229,518,12499266.4462,2009-01-01,Medium Vendor,Other Than Small,Medium,16494106.932184167
2013,HHS,L,PID,1,0,1,1,1,1,40,40,2326,4148800725.1325,2013-01-01,Large Vendor,Other Than Small,Large,5130693067.697823
2017,DHS,M,PDuns-1,1,0,0,0,0,0,311,311,494,136838.6697,2017-01-01,Medium Vendor,Other Than Small,Medium,159926.62351661676
2004,Energy,M,PID,1,1,1,1,1,1,8,8,78,338114831.0962,2004-01-01,Medium Vendor,Other Than Small,Medium,502938821.9776558
2013,Energy,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,9,9,0,0,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2012,HHS,M,Duns,1,0,0,1,1,1,9,9,10,876173.1728,2012-01-01,Medium Vendor,Other Than Small,Medium,1103364.876296518
2011,VA,M,PDuns-2+,1,0,0,0,0,0,21,22,34,48181.8498,2011-01-01,Medium Vendor,Other Than Small,Medium,61787.57986291125
2013,State and IAP,M,PID,1,1,0,0,0,0,5,5,6,5628.76,2013-01-01,Medium Vendor,Other Than Small,Medium,6960.912761316699
2009,Defense,L,PID,1,1,1,1,1,1,146,146,308537,103695806211.6657,2009-01-01,Large Vendor,Other Than Small,Large,136837607505.69879
2020,Defense,M,Duns,1,0,0,1,1,1,1,1,2,37728,2020-01-01,Medium Vendor,Other Than Small,Medium,41698.148521965864
2011,Other Agencies,S,Duns,1,0,0,0,1,1,4,4,5,2493.48,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,3197.5960922233403
2012,Defense,S,PDuns-2+,1,1,0,1,1,1,16,21,798,7568080.3186,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,9530483.543394564
2014,Other Agencies,M,PDuns-2+,1,1,1,1,1,1,71,123,3444,182583134.1633,2014-01-01,Medium Vendor,Other Than Small,Medium,221509576.97443956
2000,Defense,S,PDuns-2+,1,1,1,1,1,1,5,6,198,37563276,2000-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,60692113.80097311
2015,NASA,N,PID,1,1,1,1,1,1,94,94,1929,354708881.8277,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,425454705.3283338
2013,Defense,M,PDuns-2+,1,0,0,0,1,0,94,94,183,507547.03,2013-01-01,Medium Vendor,Other Than Small,Medium,627667.6564812481
2006,VA,N,PDuns-1,1,0,0,0,0,0,318,318,6383,2007035.34,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2806105.9202444497
2013,Energy,J,PID,1,0,1,1,1,1,3,3,136,729522943.66,2013-01-01,Large: Big 5 JV,Other Than Small,Large,902178378.2211744
2017,HHS,M,Duns,1,0,0,1,1,1,1,1,1,0,2017-01-01,Medium Vendor,Other Than Small,Medium,0
2000,Other Agencies,M,PID,1,0,0,0,1,0,3,3,4,13000,2000-01-01,Medium Vendor,Other Than Small,Medium,21004.490646999224
2002,GSA,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,30,30,0,0,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2008,State and IAP,N,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,2,2,0,189800.1499,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,253006.59327862973
2008,Other Agencies,M,PDuns-2+,1,0,1,1,1,1,340,525,336498,1929710190.7979,2008-01-01,Medium Vendor,Other Than Small,Medium,2572334119.051353
2014,VA,M,PDuns-2+,1,1,0,1,1,1,10,10,37,697298.0163,2014-01-01,Medium Vendor,Other Than Small,Medium,845960.8787172174
2014,State and IAP,M,PID,1,0,1,1,1,1,42,42,176,64155444.97,2014-01-01,Medium Vendor,Other Than Small,Medium,77833286.96286623
2017,Other Agencies,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,55,55,0,2552,2017-01-01,Medium Vendor,Other Than Small,Medium,2982.5833889585524
2015,Energy,M,Duns,1,0,0,0,1,0,1,1,1,0,2015-01-01,Medium Vendor,Other Than Small,Medium,0
2008,DHS,M,PDuns-2+,1,0,0,0,1,0,24,24,50,114252.4002,2008-01-01,Medium Vendor,Other Than Small,Medium,152300.25141570574
2019,VA,M,PDuns-2+,1,0,0,0,1,1,76,84,1716,1475586.294,2019-01-01,Medium Vendor,Other Than Small,Medium,1652619.9042680007
2018,VA,S,Duns,1,0,0,0,0,0,1,1,1,1080,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1233.264417718333
2014,NASA,N,PID,1,1,1,1,1,1,87,87,2133,414864434.3626,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,503312892.39020663
2006,DHS,S,Name,1,0,0,1,1,1,14,2,25,693967.4376,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,970260.0130131394
2012,State and IAP,N,PDuns-1,1,1,0,1,1,1,353,353,2632,43997258.5582,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,55405747.691769846
2016,VA,N,PDuns-2+,Unlabeled,Unlabeled,1,1,1,1,3,5,0,0,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2020,HHS,M,PDuns-2+,1,0,0,1,1,1,125,146,405,16443499.572,2020-01-01,Medium Vendor,Other Than Small,Medium,18173862.578831058
2006,Defense,M,PDuns-1,1,0,0,0,0,0,384,384,637,-299797.1801,2006-01-01,Medium Vendor,Other Than Small,Medium,-419156.8654447318
2000,VA,M,PDuns-2+,1,0,0,0,0,0,5,5,5,9000,2000-01-01,Medium Vendor,Other Than Small,Medium,14541.57044792254
2018,NASA,M,PDuns-2+,1,0,0,0,1,1,11,11,25,175854.5989,2018-01-01,Medium Vendor,Other Than Small,Medium,200810.38844027734
2004,DHS,S,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,8,8,0,3262411.5,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,4852769.667916521
2018,Other Agencies,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,8,8,0,0,2018-01-01,Medium Vendor,Other Than Small,Medium,0
2009,HHS,S,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,8,8,0,0,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2015,Energy,M,PDuns-1,1,1,0,1,1,1,11,11,16,152513.0011,2015-01-01,Medium Vendor,Other Than Small,Medium,182931.3481167901
2003,Energy,M,PDuns-1,1,0,0,0,0,0,7,7,9,-1252895,2003-01-01,Medium Vendor,Other Than Small,Medium,-1909209.4315742888
2010,DHS,M,PDuns-1,1,0,0,0,0,0,203,203,297,73643.4518,2010-01-01,Medium Vendor,Other Than Small,Medium,96342.40475307805
2019,State and IAP,N,PDuns-2+,1,0,0,0,1,0,5,5,12,1163.1799,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1302.7325225240013
2006,DHS,U,Name,1,0,0,1,1,1,10,3,16,518137.4023,2006-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,724425.9247044999
2008,Defense,S,PDuns-1,1,0,0,0,1,0,7780,7780,13409,48156373.1816,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,64193204.95663625
2018,DHS,S,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2012,GSA,N,PDuns-2+,1,0,0,0,0,0,1,1,1,-17600,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,-22163.67999577117
2001,NASA,S,PID,1,1,1,1,1,1,1,1,2,174000,2001-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,274481.0223253272
2006,DHS,M,PDuns-1,1,0,0,1,1,1,479,479,979,38997114.6694,2006-01-01,Medium Vendor,Other Than Small,Medium,54523222.46914447
2001,NASA,M,PDuns-1,1,0,0,1,1,1,179,179,332,19114060.5188,2001-01-01,Medium Vendor,Other Than Small,Medium,30151993.51717471
2019,State and IAP,M,PDuns-1,Unlabeled,Unlabeled,0,0,1,0,4,4,3,-68586.24,2019-01-01,Medium Vendor,Other Than Small,Medium,-76814.88086721285
2014,VA,N,PDuns-1,1,1,1,1,1,1,308,308,5693,281411014.6714,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,341407409.29585415
2006,Other Agencies,S,Duns,1,0,0,0,0,0,3,3,5,3410,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,4767.6396111857075
2000,HHS,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,64,64,2,0,2000-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2004,Defense,M,PID,1,0,1,1,1,1,189,189,6252,6240409091.3799,2004-01-01,Medium Vendor,Other Than Small,Medium,9282479525.969938
2006,Energy,S,PID,1,0,0,1,1,1,7,7,21,1208698.8003,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1689923.8352794496
2006,NASA,S,PDuns-1,1,0,0,0,1,0,320,320,417,1391843.3091,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1945984.5434102498
2005,Defense,N,PDuns-2+,1,1,0,0,1,1,24,48,195,1068387.4901,2005-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1542382.6280536558
2008,State and IAP,N,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,4,4,0,2540,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3385.860059996294
2001,Other Agencies,M,PDuns-2+,Unlabeled,Unlabeled,0,0,1,0,1,1,0,5000,2001-01-01,Medium Vendor,Other Than Small,Medium,7887.385699003657
2017,Defense,M,PID,1,0,1,1,1,1,197,197,11794,11692001039.3648,2017-01-01,Medium Vendor,Other Than Small,Medium,13664721035.93087
2011,VA,N,PID,1,0,0,1,1,1,35,35,319,6268714.0937,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,8038891.705279568
2004,NASA,M,Duns,1,0,1,1,1,1,1,1,1,2524368,2004-01-01,Medium Vendor,Other Than Small,Medium,3754945.217995674
2016,Defense,N,PDuns-1,1,0,0,0,1,1,831,831,28578,56207742.1014,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,66864169.34359317
2007,State and IAP,N,PDuns-2+,1,0,0,0,1,0,4,4,5,25187.8198,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,34276.011964171936
2011,Other Agencies,S,PDuns-2+,1,0,0,0,1,0,153,158,408,1019854.8485,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1307844.409499425
2015,GSA,M,PDuns-2+,Unlabeled,Unlabeled,1,1,1,1,26,27,0,0,2015-01-01,Medium Vendor,Other Than Small,Medium,0
2013,Defense,S,Duns,1,0,1,1,1,1,1,1,1,-1566143,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-1936800.431133468
2000,GSA,M,PID,1,1,0,1,1,1,2,2,6,68000,2000-01-01,Medium Vendor,Other Than Small,Medium,109869.64338430364
2000,GSA,M,PID,1,0,1,1,1,1,54,54,749,368635115.172,2000-01-01,Medium Vendor,Other Than Small,Medium,595614832.9835197
2018,Other Agencies,N,PDuns-1,1,0,0,1,1,1,2278,2278,29081,587068255.5597,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,670379991.068288
2002,GSA,M,PDuns-1,1,1,1,1,1,1,4,4,3,1152000,2002-01-01,Medium Vendor,Other Than Small,Medium,1789016.648161862
2012,State and IAP,M,PDuns-2+,1,1,0,1,1,1,23,24,118,2703431.4191,2012-01-01,Medium Vendor,Other Than Small,Medium,3404431.1854230645
