"Fiscal_Year","Contracting_Agency_ID","ProductOrServiceCode","PlatformPortfolio","ProjectID","majorprogramcode...6","Vehicle","CompetitionClassification","ClassifyNumberOfOffers","informationtechnologycommercialitemcategory","commercialitemacquisitionprocedures","commercialitemtestprogram","PricingUCA","VendorSize","fundedbyforeignentity","PlaceISOalpha3","pop_state_code","placeofperformancezipcode","VendorISOalpha3","VendorStateCode","OriginISOalpha3","PlaceOfManufacture","IsSiliconValley","majorprogramcode...24","IsZipTraditionalSiliconValley","EntityText","EntityID","Action_Obligation_Then_Year","NumberOfActions","ContractingAgencyName","PricingUCA.sum","Action_Obligation_OMB23_GDP21","dFYear","ContractingAgencyName.1","ContractingAgencyName.2","Customer","SubCustomer","SubCustomer.sum","SubCustomer.platform","Competition.detail","Competition.sum","Competition.Graph","Competition.effective.only","Competition.multisum","No.Competition.sum","No.Competition.Offer","CompOffr","Vehicle.sum","Vehicle.sum7","Vehicle.AwardTask","informationtechnologycommercialitemcategoryText","Commercial","ITcategory","ProductOrServiceCodeText","SimpleArea","ProductOrServiceArea","ProductServiceOrRnDarea","CrisisProductOrServiceArea","ProjectName","IsUnknown","SubCustomer.JPO","Shiny.VendorSize","PlaceOfManufactureText","PlaceOfManufacture_Sum","PlaceIsForeign","VendorIsForeign"
2015,"1700","3590","Electronics, Comms, & Sensors",1843,"","DCA","Full Competition (Multiple Offers)","Two Offers","Z: NOT IT PRODUCTS OR SERVICES","D","0","FFP","Large","X","USA","PA","159047424","USA","PA","USA","D",,"",,"FINMECCANICA SPA",687152,13297939.89,7,"DEPT OF THE NAVY","FFP",14831971.9481595,2015-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","MISC SERVICE & TRADE EQ","Products","Other","Other","Other","CEC",0,"Navy","Large","MFG IN U.S.","Manufactured in U.S.",0,0
2015,"1700","3590","Electronics, Comms, & Sensors",1843,"","DCA","No Competition (Only One Source Exception)","No competition","Z","D","0","FFP","Large: Big 6","X","USA","FL","337771230","USA","FL","USA","D",0,"",,"RAYTHEON",668856,35970624,5,"DEPT OF THE NAVY","FFP",40120145.7172321,2015-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","MISC SERVICE & TRADE EQ","Products","Other","Other","Other","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2015,"1700","AD24","Electronics, Comms, & Sensors",1843,"","DCA","No Competition (Only One Source Exception)","No competition","Z","D","0","Other CB","Large: Big 6","X","USA","VA","220333865","USA","VA","USA","C",0,"",,"GENERAL DYNAMICS",649342,3e+05,2,"DEPT OF THE NAVY","Other CB",334607.587434948,2015-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT)","R&D","R&D","Advanced Component Development & Prototypes (6.4)","R&D","CEC",0,"Navy","Big Five","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2015,"1700","AD24","Electronics, Comms, & Sensors",1843,"","DCA","No Competition (Only One Source Exception)","No competition","Z: NOT IT PRODUCTS OR SERVICES","D","0","Other CB","Large: Big 6","","USA","VA","220333865","USA","VA","USA","C",0,"",,"GENERAL DYNAMICS",649342,399016,1,"DEPT OF THE NAVY","Other CB",445045.937026477,2015-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT)","R&D","R&D","Advanced Component Development & Prototypes (6.4)","R&D","CEC",0,"Navy","Big Five","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2015,"1700","AD24","Electronics, Comms, & Sensors",1843,"","DCA","No Competition (Only One Source Exception)","No competition","Z: NOT IT PRODUCTS OR SERVICES","D","0","Other CB","Large: Big 6","X","USA","VA","220333865","USA","VA","USA","C",0,"",,"GENERAL DYNAMICS",649342,1044030,3,"DEPT OF THE NAVY","Other CB",1164467.86503236,2015-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT)","R&D","R&D","Advanced Component Development & Prototypes (6.4)","R&D","CEC",0,"Navy","Big Five","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2015,"1700","AD24","Electronics, Comms, & Sensors",1843,"MIPS","DCA","No Competition (Only One Source Exception)","No competition","Z","D","0","Other CB","Large: Big 6","X","USA","VA","220333865","USA","VA","USA","C",0,"MIPS",,"GENERAL DYNAMICS",649342,1793901,2,"DEPT OF THE NAVY","Other CB",2000842.95235714,2015-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT)","R&D","R&D","Advanced Component Development & Prototypes (6.4)","R&D","CEC",0,"Navy","Big Five","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2015,"1700","AD24","Electronics, Comms, & Sensors",1843,"MIPS","DCA","No Competition (Only One Source Exception)","No competition","Z: NOT IT PRODUCTS OR SERVICES","D","0","Other CB","Large: Big 6","X","USA","VA","220333865","USA","VA","USA","C",0,"MIPS",,"GENERAL DYNAMICS",649342,0,2,"DEPT OF THE NAVY","Other CB",0,2015-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT)","R&D","R&D","Advanced Component Development & Prototypes (6.4)","R&D","CEC",0,"Navy","Big Five","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2015,"1700","R425","Electronics, Comms, & Sensors",1843,"","MULTIPLE AWARD IDC","Competition with single offer","One Offer","Z","D","0","FFP","Small","","USA","CA","930434307","USA","VA","USA","C",,"",,"969868082",674028,15000,2,"DEPT OF THE NAVY","FFP",16730.3793717474,2015-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","ENGINEERING AND TECHNICAL SERVICES","Services","PAMS","PAMS","PAMS","CEC",0,"Navy","Small","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2015,"1700","R425","Electronics, Comms, & Sensors",1843,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","5-9 Offers","Z","D","0","Other CB","Small","X","USA","CA","930434307","USA","CA","USA","C",,"",,"141934278",321322,-52000,4,"DEPT OF THE NAVY","Other CB",-57998.6484887243,2015-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","ENGINEERING AND TECHNICAL SERVICES","Services","PAMS","PAMS","PAMS","CEC",0,"Navy","Small","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2015,"1700","R425","Electronics, Comms, & Sensors",1843,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","Two Offers","Z","D","0","Other CB","Small","X","USA","CA","930434307","USA","CA","USA","C",,"",,"154692367",308297,1656000,12,"DEPT OF THE NAVY","Other CB",1847033.88264091,2015-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","ENGINEERING AND TECHNICAL SERVICES","Services","PAMS","PAMS","PAMS","CEC",0,"Navy","Small","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2016,"1700","1265","Electronics, Comms, & Sensors",1843,"","BOA","No Competition (Only One Source Exception)","No competition","Z: NOT IT PRODUCTS OR SERVICES","D",,"Other CB","Large: Big 6","X","USA","FL","337022455","USA","FL","USA","D",0,"",,"RAYTHEON",668856,2467054,1,"DEPT OF THE NAVY","Other CB",2734491.74131907,2016-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Other IDV","BOA or BPA","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2016,"1700","1265","Electronics, Comms, & Sensors",1843,"","DCA","Full Competition (Multiple Offers)","5-9 Offers","Z: NOT IT PRODUCTS OR SERVICES","D","0","Incentive","Large: Big 6","X","USA","FL","337774444","USA","FL","USA","D",0,"",,"RAYTHEON",668856,13708467,7,"DEPT OF THE NAVY","Incentive",15194515.3197478,2016-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2016,"1700","1265","Electronics, Comms, & Sensors",1843,"","DCA","No Competition (Only One Source Exception)","No competition","Z: NOT IT PRODUCTS OR SERVICES","D","0","Other CB","Large: Big 6","A","USA","FL","337104628","USA","FL","USA","D",0,"",,"RAYTHEON",668856,16966747,3,"DEPT OF THE NAVY","Other CB",18806004.8740522,2016-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2016,"1700","1265","Electronics, Comms, & Sensors",1843,"","DCA","No Competition (Only One Source Exception)","No competition","Z: NOT IT PRODUCTS OR SERVICES","D","0","Other CB","Large: Big 6","X","USA","FL","337104628","USA","FL","USA","D",0,"",,"RAYTHEON",668856,52620248,15,"DEPT OF THE NAVY","Other CB",58324476.7168295,2016-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2016,"1700","1265","Electronics, Comms, & Sensors",1843,"","SINGLE AWARD IDC","Competition with single offer","One Offer","Z: NOT IT PRODUCTS OR SERVICES","D","0","FFP","Small","A","USA","PA","175438902","USA","PA","USA","D",,"",,"121724546",246240,2317,1,"DEPT OF THE NAVY","FFP",2568.17133497535,2016-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","Single-Awd.","Single-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Small","MFG IN U.S.","Manufactured in U.S.",0,0
2016,"1700","1265","Electronics, Comms, & Sensors",1843,"","SINGLE AWARD IDC","Competition with single offer","One Offer","Z: NOT IT PRODUCTS OR SERVICES","D","0","FFP","Small","X","USA","PA","175438902","USA","PA","USA","D",,"",,"121724546",246240,1023559,9,"DEPT OF THE NAVY","FFP",1134516.56601469,2016-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","Single-Awd.","Single-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","FIRE CONT EQ EXCEPT AIRBORNE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Navy","Small","MFG IN U.S.","Manufactured in U.S.",0,0
2016,"1700","3590","Electronics, Comms, & Sensors",1843,"","BOA","No Competition (Only One Source Exception)","No competition","Z: NOT IT PRODUCTS OR SERVICES","D",,"Other CB","Large: Big 6","X","USA","FL","337022455","USA","FL","USA","D",0,"",,"RAYTHEON",668856,25000,1,"DEPT OF THE NAVY","Other CB",27710.0920908001,2016-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Other IDV","BOA or BPA","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","MISC SERVICE & TRADE EQ","Products","Other","Other","Other","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2016,"1700","3590","Electronics, Comms, & Sensors",1843,"","BOA","No Competition (Only One Source Exception)","No competition","Z: NOT IT PRODUCTS OR SERVICES","D",,"Other CB","Large: Big 6","X","USA","FL","337771444","USA","FL","USA","D",0,"",,"RAYTHEON",668856,57000,2,"DEPT OF THE NAVY","Other CB",63179.0099670242,2016-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Other IDV","BOA or BPA","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","MISC SERVICE & TRADE EQ","Products","Other","Other","Other","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2016,"1700","3590","Electronics, Comms, & Sensors",1843,"","DCA","Full Competition (Multiple Offers)","Two Offers","Z: NOT IT PRODUCTS OR SERVICES","D","0","FFP","Large","A","USA","PA","159047424","USA","PA","USA","D",,"",,"FINMECCANICA SPA",687152,13599124.75,2,"DEPT OF THE NAVY","FFP",15073319.9670711,2016-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","MISC SERVICE & TRADE EQ","Products","Other","Other","Other","CEC",0,"Navy","Large","MFG IN U.S.","Manufactured in U.S.",0,0
2016,"1700","3590","Electronics, Comms, & Sensors",1843,"","DCA","Full Competition (Multiple Offers)","Two Offers","Z: NOT IT PRODUCTS OR SERVICES","D","0","FFP","Large","X","USA","PA","159047424","USA","PA","USA","D",,"",,"FINMECCANICA SPA",687152,5904192.8125,11,"DEPT OF THE NAVY","FFP",6544229.0622486,2016-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","MISC SERVICE & TRADE EQ","Products","Other","Other","Other","CEC",0,"Navy","Large","MFG IN U.S.","Manufactured in U.S.",0,0
2016,"1700","3590","Electronics, Comms, & Sensors",1843,"","DCA","No Competition (Only One Source Exception)","No competition","Z: NOT IT PRODUCTS OR SERVICES","D","0","FFP","Large: Big 6","A","USA","FL","337771230","USA","FL","USA","D",0,"",,"RAYTHEON",668856,30309312,1,"DEPT OF THE NAVY","FFP",33594953.0691517,2016-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","MISC SERVICE & TRADE EQ","Products","Other","Other","Other","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2016,"1700","3590","Electronics, Comms, & Sensors",1843,"","DCA","No Competition (Only One Source Exception)","No competition","Z: NOT IT PRODUCTS OR SERVICES","D","0","FFP","Large: Big 6","X","USA","FL","337771230","USA","FL","USA","D",0,"",,"RAYTHEON",668856,0,3,"DEPT OF THE NAVY","FFP",0,2016-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","MISC SERVICE & TRADE EQ","Products","Other","Other","Other","CEC",0,"Navy","Big Five","MFG IN U.S.","Manufactured in U.S.",0,0
2016,"1700","3590","Electronics, Comms, & Sensors",1843,"","SINGLE AWARD IDC","Competition with single offer","One Offer","Z: NOT IT PRODUCTS OR SERVICES","D","0","FFP","Small","A","USA","PA","175438902","USA","PA","USA","D",,"",,"121724546",246240,14119736,1,"DEPT OF THE NAVY","FFP",15650367.3943114,2016-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","Single-Awd.","Single-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","MISC SERVICE & TRADE EQ","Products","Other","Other","Other","CEC",0,"Navy","Small","MFG IN U.S.","Manufactured in U.S.",0,0
2016,"1700","AD24","Electronics, Comms, & Sensors",1843,"","DCA","No Competition (Only One Source Exception)","No competition","Z: NOT IT PRODUCTS OR SERVICES","D","0","Other CB","Large: Big 6","X","USA","VA","220333865","USA","VA","USA","C",0,"",,"GENERAL DYNAMICS",649342,0,1,"DEPT OF THE NAVY","Other CB",0,2016-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT)","R&D","R&D","Advanced Component Development & Prototypes (6.4)","R&D","CEC",0,"Navy","Big Five","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2016,"1700","AD24","Electronics, Comms, & Sensors",1843,"MIPS","DCA","No Competition (Only One Source Exception)","No competition","Z: NOT IT PRODUCTS OR SERVICES","D","0","Other CB","Large: Big 6","X","USA","VA","220333865","USA","VA","USA","C",0,"MIPS",,"GENERAL DYNAMICS",649342,0,1,"DEPT OF THE NAVY","Other CB",0,2016-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","No Comp. (Only 1 Source)","No Comp.",TRUE,"Not Effective Comp.","No Comp.","No Comp. (Only 1 Source)","No Comp. (Only 1 Source)","No Comp.","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT)","R&D","R&D","Advanced Component Development & Prototypes (6.4)","R&D","CEC",0,"Navy","Big Five","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2016,"1700","R425","Electronics, Comms, & Sensors",1843,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","5-9 Offers","Z: NOT IT PRODUCTS OR SERVICES","D","0","Other CB","Small","X","USA","CA","930434307","USA","CA","USA","C",,"",,"141934278",321322,-59000,1,"DEPT OF THE NAVY","Other CB",-65395.8173342882,2016-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","ENGINEERING AND TECHNICAL SERVICES","Services","PAMS","PAMS","PAMS","CEC",0,"Navy","Small","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2016,"1700","R425","Electronics, Comms, & Sensors",1843,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","Two Offers","Z: NOT IT PRODUCTS OR SERVICES","D","0","Other CB","Small","X","USA","CA","930434307","USA","CA","USA","C",,"",,"154692367",308297,2031147.6172,11,"DEPT OF THE NAVY","Other CB",2251331.50090485,2016-01-01,"DEPT OF THE NAVY","DEPT OF THE NAVY","Defense","Navy","Navy","Navy","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","ENGINEERING AND TECHNICAL SERVICES","Services","PAMS","PAMS","PAMS","CEC",0,"Navy","Small","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2016,"9763","1230","Electronics, Comms, & Sensors",1843,"","DCA","Full Competition (Multiple Offers)","Two Offers","","D","0","Other CB","Large: Big 6","X","USA","VA","220333810","USA","VA",,"",0,"",,"GENERAL DYNAMICS",649342,0,1,"DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","Other CB",0,2016-01-01,"DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","Defense","Other DoD","Other DoD","Other DoD","2 Offers","2 Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","2-4 Offers","2-4 Offers","Definitive","Definitive","Award","Unlabeled","Unlabeled","Unlabeled","FIRE CONTROL SYSTEMS, COMPLETE","Products","Electronics & Communications","Electronics & Communications","Electronics & Communications","CEC",0,"Other DoD","Big Five",,,0,0
