Fiscal.Year,Unique.Identifier,Deal.Number,Decision,Decision.Date,Effective.Date,Expiration.Date,Brokered,Deal.Cancelled,Country,Program,Policy.Type,Decision.Authority,Primary.Export.Product.NAICS.SIC.code,Product.Description,Term,Primary.Applicant,Primary.Lender,Primary.Exporter,Primary.Exporter.City,Primary.Exporter.State.Code,Primary.Exporter.State.Name,Primary.Borrower,Primary.Source.of.Repayment.(PSOR),Working.Capital.Delegated.Authority,Approved.Declined.Amount,Disbursed.Shipped.Amount,Undisbursed.Exposure.Amount,Outstanding.Exposure.Amount,Small.Business.Authorized.Amount,Woman.Owned.Authorized.Amount,Minority.Owned.Authorized.Amount,Loan.Interest.Rate,Multiyear.Working.Capital.Extension,Primary.Export.Product.NAICS,Primary.Export.Product.SIC,principalnaicscodeText,AnyTag,DeepTech,HighTech,Biotechnology,Quantum,FutureG,AdvMaterials,TrustedAI,SysOfSys,Microelectronics,Space,Renewable,Computing,HMI,DirectedEnergy,Hypersonics,SensorCyber,ComponentTech,CriticalTech
2009,09437178ST0001,437178,Approved,12/10/2008 12:00:00 AM,12/1/2008,12/01/2009 12:00:00 AM,Yes,No,Germany,Insurance,ESS,Individual Delegated Authority,325412,Pharmaceutical Preparation Manufacturing,Short Term,"Capricorn Products, Inc./dba/Capricorn Products",,Capricorn Products Llc,Portland,ME,Maine,DiaSys Diagnostic Systems GmbH,DiaSys Diagnostic Systems GmbH,,315000,518606.31,0,0,315000,315000,0,,,325412,,Pharmaceutical Preparation Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2009,09437212ST0002,437212,Approved,09/15/2009 12:00:00 AM,9/1/2009,09/01/2010 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334514,Totalizing Fluid Meter and Counting Device Manufacturing,Short Term,Kessler-Ellis Products Co. Inc.,,Kessler-ellis Products Co. Inc.,Eatontown,NJ,New Jersey,Multiple - Borrowers,Multiple - PSORs,,750000,252310.46,0,0,750000,0,0,,,334514,,Totalizing Fluid Meter and Counting Device Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2009,09437886ST0002,437886,Approved,04/06/2009 12:00:00 AM,10/1/2008,10/01/2009 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,335911,Storage Battery Manufacturing,Short Term,Crown Battery Manufacturing Company,,Crown Battery Manufacturing Company,Fremont,OH,Ohio,Multiple - Borrowers,Multiple - PSORs,,2500000,2000289.27,0,0,2500000,0,0,,,335911,,Storage Battery Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Renewables
2009,09437886ST0003,437886,Approved,08/20/2009 12:00:00 AM,10/1/2009,10/01/2010 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,335911,Storage Battery Manufacturing,Short Term,Crown Battery Manufacturing Company,,Crown Battery Manufacturing Company,Fremont,OH,Ohio,Multiple - Borrowers,Multiple - PSORs,,4000000,7051882.54,0,0,4000000,0,0,,,335911,,Storage Battery Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Renewables
2009,09438156MT0001,438156,Approved,05/04/2009 12:00:00 AM,3/6/2009,03/31/2010 12:00:00 AM,Yes,No,Brazil,Insurance,MSM,Individual Delegated Authority,334517,Irradiation Apparatus Manufacturing,Medium Term,"Pnc Bank, N.a.","Pnc Bank, N.a.","Varian Medical Systems, Inc.",Palo Alto,CA,California,Associacao Congregacao De Santa Catarina.,Associacao Congregacao De Santa Catarina.,,1960196.56,1650116.26,0,0,537877.9361,0,0,,,334517,,Irradiation Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2009,09439025ST0001,439025,Approved,12/30/2008 12:00:00 AM,12/1/2008,12/01/2009 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,Solectek Corporation,,Solectek Corporation,San Diego,CA,California,Multiple - Borrowers,Multiple - PSORs,,300000,0,0,0,300000,0,0,,,334220,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2009,09440044ST0001,440044,Approved,11/20/2008 12:00:00 AM,11/1/2008,11/01/2009 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334112,Computer Storage Device Manufacturing,Short Term,Compunow Trading Corp,New Continent Finance Inc,Compunow Trading Corp,Doral,FL,Florida,Multiple - Borrowers,Multiple - PSORs,,1500000,2266251.28,0,0,1500000,1500000,0,,,334112,,Computer Storage Device Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Computing
2009,09440044ST0002,440044,Approved,09/22/2009 12:00:00 AM,11/1/2009,11/01/2010 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334112,Computer Storage Device Manufacturing,Short Term,Compunow Trading Corp,New Continent Finance Inc,Compunow Trading Corp,Doral,FL,Florida,Multiple - Borrowers,Multiple - PSORs,,1500000,690088,0,0,1500000,1500000,0,,,334112,,Computer Storage Device Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Computing
2009,09440435MT0001,440435,Approved,01/27/2009 12:00:00 AM,11/1/2008,06/25/2010 12:00:00 AM,Yes,No,Argentina,Insurance,MSM,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,Philips Medical Systems Export Inc.,Philips Medical Systems HSG,"Philips Medical Systems Export, Inc.",Andover,MA,Massachusetts,Radiologia Diagnostica Argentina S. A.,Radiologia Diagnostica Argentina S. A.,,112513,88600,0,0,0,0,0,,,334510,,Electromedical and Electrotherapeutic Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2009,09440584ST0001,440584,Approved,12/18/2008 12:00:00 AM,12/1/2008,12/01/2009 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,541512,Computer Systems Design Services,Short Term,"SightLogix, Inc.",,"Sightlogix, Inc.",Princeton,NJ,New Jersey,Multiple - Borrowers,Multiple - PSORs,,650000,815845.34,0,0,650000,0,0,,,541512,,Computer Systems Design Services,TRUE,,,,,,,,,,,,,,,,,,Computing
2009,09441154ST0001,441154,Approved,03/18/2009 12:00:00 AM,1/12/2009,04/12/2010 12:00:00 AM,Yes,No,Mexico,Insurance,FB,Individual Delegated Authority,334417,Electronic Connector Manufacturing,Short Term,Plus International Bank,Plus International Bank,Multiple - Exporters,,,,"Desarrollo e Investigacion, S.A. de C.V.","Desarrollo e Investigacion, S.A. de C.V.",,450000,804513.5,0,0,123480,0,0,,,334417,,Electronic Connector Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2009,09441214MT0001,441214,Approved,03/18/2009 12:00:00 AM,2/1/2009,02/01/2010 12:00:00 AM,Yes,No,Dominican Republic,Insurance,MSM,Loan/Credit Committee,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,Philips Medical Systems Export Inc,Philips Medical Systems HSG,"Philips Medical Systems Export, Inc.",Andover,MA,Massachusetts,Centros de Diagnostico y Medicina Avanzada y de Conferencias Medicas y T...,Centros de Diagnostico y Medicina Avanzada y de Conferencias Medicas y T...,,1414907,0,0,0,0,0,0,,,334510,,Electromedical and Electrotherapeutic Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2009,09441734MT0001,441734,Approved,02/25/2009 12:00:00 AM,12/1/2008,03/25/2010 12:00:00 AM,Yes,No,Dominican Republic,Insurance,MSM,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,Philips Medical Systems Hsg,"Banco Bilbao Vizcaya Argentaria, S.A.","Philips Medical Systems Export, Inc.",Andover,MA,Massachusetts,"Centro Medico Dominicano, S.A.","Centro Medico Dominicano, S.A.",,317550,306000,0,0,0,0,0,,,334510,,Electromedical and Electrotherapeutic Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2009,09442438ST0001,442438,Approved,12/17/2008 12:00:00 AM,12/1/2008,12/01/2009 12:00:00 AM,Yes,No,Australia,Insurance,ESS,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"Noshok, Inc.",,"Noshok, Inc.",Berea,OH,Ohio,AMS Instrumentation  & Calibration Pty Ltd,AMS Instrumentation  & Calibration Pty Ltd,,81000,301987.7,0,0,81000,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2009,09442528MT0001,442528,Approved,04/28/2009 12:00:00 AM,1/25/2009,11/25/2010 12:00:00 AM,Yes,No,Brazil,Insurance,MSM,Loan/Credit Committee,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,"Philips Medical Systems Export, Inc.","Banco Bilbao Vizcaya Argentaria, S.A.","Philips Medical Systems Export, Inc.",Andover,MA,Massachusetts,Clinica Villas Boas S.A.,Villas Boas Incorporadora Ltda,,1641514,1625000,0,0,0,0,0,,,334510,,Electromedical and Electrotherapeutic Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2009,09442820MT0001,442820,Approved,03/30/2009 12:00:00 AM,3/16/2009,06/30/2010 12:00:00 AM,Yes,No,Brazil,Insurance,MSM,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,"Philips Medical Systems Export, Inc.","Banco Bilbao Vizcaya Argentaria, S.A.","Philips Medical Systems Export, Inc.",Andover,MA,Massachusetts,Fundacao Instituto de Pesquisa E Estudo de Diagnostico Por Imagem,Fundacao Instituto de Pesquisa E Estudo de Diagnostico Por Imagem,,658174,653650,0,0,0,0,0,,,334510,,Electromedical and Electrotherapeutic Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2009,09443346ST0001,443346,Approved,01/26/2009 12:00:00 AM,1/1/2009,01/01/2010 12:00:00 AM,No,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Short Term,Optim Incorporated,,Optim Incorporated,Sturbridge,MA,Massachusetts,TBS G.B. Telematic & Biomedical Services Ltd.,TBS G.B. Telematic & Biomedical Services Ltd.,,200000,10672.19,0,0,200000,0,0,,,334510,,Electromedical and Electrotherapeutic Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2009,09443678ST0001,443678,Approved,03/19/2009 12:00:00 AM,1/19/2009,01/19/2010 12:00:00 AM,Yes,No,United Kingdom,Insurance,ESS,Individual Delegated Authority,334111,Electronic Computer Manufacturing,Short Term,Einstruction Corporation,,Einstruction Corporation,Denton,TX,Texas,"Art Systems, Ltd.","Art Systems, Ltd.",,225000,66811,0,0,225000,0,0,,,334111,,Electronic Computer Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Computing
2009,09443725ST0001,443725,Approved,06/09/2009 12:00:00 AM,6/1/2009,06/01/2010 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334419,Other Electronic Component Manufacturing,Short Term,Telescopic LLC,,Telescopic Llc,Palmdale,CA,California,Multiple - Borrowers,Multiple - PSORs,,150000,0,0,0,150000,0,0,,,334419,,Other Electronic Component Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2009,09445533MT0001,445533,Approved,03/30/2009 12:00:00 AM,3/1/2009,03/02/2011 12:00:00 AM,Yes,No,Brazil,Insurance,MSM,Loan/Credit Committee,334517,Irradiation Apparatus Manufacturing,Medium Term,"Pnc Bank, N.A.","Pnc Bank, N.A.","Philips Medical Systems Export, Inc.",Andover,MA,Massachusetts,Associacao Congregacao De Santa Catarina.,Associacao Congregacao De Santa Catarina.,,1990732.8,949917.99,0,0,546257.0803,0,0,,,334517,,Irradiation Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2009,09446002MT0001,446002,Approved,03/17/2009 12:00:00 AM,2/1/2009,03/25/2010 12:00:00 AM,Yes,No,Brazil,Insurance,MTR,Individual Delegated Authority,334517,Irradiation Apparatus Manufacturing,Medium Term,UPS Capital Business Credit,UPS Capital Business Credit,"Hologic, Inc.",Bedford,MA,Massachusetts,Pyramid Medical Systems Comercio Ltda.,Pyramid Medical Systems Comercio Ltda.,,867255,867255,0,0,237974.772,0,0,,,334517,,Irradiation Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2009,09446400ST0001,446400,Approved,07/09/2009 12:00:00 AM,7/1/2009,07/01/2010 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334119,Other Computer Peripheral Equipment Manufacturing,Short Term,"Bradshaw Group, Inc., The",,"Bradshaw Group, Inc., The",Richardson,TX,Texas,Multiple - Borrowers,Multiple - PSORs,,300000,212440.81,0,0,300000,0,0,,,334119,,Other Computer Peripheral Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Computing
2009,09446460ST0001,446460,Approved,04/07/2009 12:00:00 AM,4/1/2009,04/01/2010 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334210,Telephone Apparatus Manufacturing,Short Term,Ragula Systems Development Company,,Ragula Systems Development Co.,Salt Lake City,UT,Utah,Multiple - Borrowers,Multiple - PSORs,,500000,132103.11,0,0,500000,500000,0,,,334210,,Telephone Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2009,09446746ST0001,446746,Approved,06/08/2009 12:00:00 AM,6/1/2009,06/01/2010 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENV,Individual Delegated Authority,518210,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Relat",Short Term,"Fat Spaniel Technologies, Inc.",,"Fat Spaniel Technologies, Inc.",San Jose,CA,California,Multiple - Borrowers,Multiple - PSORs,,500000,0,0,0,500000,0,0,,,518210,,"Data Processing, Hosting, and Related Services",TRUE,,,,,,,,,,,,TRUE,,,,,,Computing
2009,09447188ST0001,447188,Approved,05/13/2009 12:00:00 AM,5/1/2009,05/01/2010 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,325413,In-Vitro Diagnostic Substance Manufacturing,Short Term,"Alfa Scientific Designs, Inc.",,"Alfa Scientific Designs, Inc.",Poway,CA,California,Multiple - Borrowers,Multiple - PSORs,,300000,227947.93,0,0,300000,0,300000,,,325413,,In-Vitro Diagnostic Substance Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2009,09447589ST0001,447589,Approved,04/13/2009 12:00:00 AM,4/1/2009,04/01/2010 12:00:00 AM,No,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334419,Other Electronic Component Manufacturing,Short Term,Orion Industries Incorporated,,Orion Industries Incorporated,Ayer,MA,Massachusetts,Multiple - Borrowers,Multiple - PSORs,,250000,112167.7,0,0,250000,0,0,,,334419,,Other Electronic Component Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2009,09447890ST0001,447890,Approved,03/26/2009 12:00:00 AM,4/1/2009,04/01/2010 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,511210,Software Publishers,Short Term,"Virtual Educational Resouces Network, Inc",,"Virtual Educational Resources Network, Inc",Caguas,PR,Puerto Rico,Multiple - Borrowers,Multiple - PSORs,,100000,0,0,0,100000,0,100000,,,511210,,Software Publishers,TRUE,,,,,,,,,,,,,,,,,,Computing
2009,09448057MT0001,448057,Approved,05/08/2009 12:00:00 AM,5/1/2009,11/30/2010 12:00:00 AM,Yes,No,Brazil,Insurance,MTR,Loan/Credit Committee,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,"Pnc Bank, N.a.","Pnc Bank, N.a.","Varian Medical Systems, Inc.",Palo Alto,CA,California,Sociedade Beneficente Sao Camilo,Sociedade Beneficente Sao Camilo,,5193500,1214251.86,0,0,1425096.4,0,0,,,334510,,Electromedical and Electrotherapeutic Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2009,09448109ST0001,448109,Approved,04/16/2009 12:00:00 AM,4/1/2009,04/01/2010 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENV,Individual Delegated Authority,325414,Biological Product (except Diagnostic) Manufacturing,Short Term,Bio-Green Planet Inc,,Bio-Green Planet Inc,Chandler,AZ,Arizona,Multiple - Borrowers,Multiple - PSORs,,200000,7348.75,0,0,200000,0,0,,,325414,,Biological Product (except Diagnostic) Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2009,09448851ST0001,448851,Approved,06/25/2009 12:00:00 AM,6/1/2009,06/01/2010 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334413,Semiconductor and Related Device Manufacturing,Short Term,"Evergreen Solar, Inc",,"Evergreen Solar, Inc",Marlborough,MA,Massachusetts,Multiple - Borrowers,Multiple - PSORs,,25000000,16467348.92,0,0,25000000,0,0,,,334413,,Semiconductor and Related Device Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2009,09448855ST0001,448855,Approved,05/14/2009 12:00:00 AM,5/1/2009,05/01/2010 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"Ruelco Companies, L.L.C.",,"Ruelco, Inc.",Harahan,LA,Louisiana,Multiple - Borrowers,Multiple - PSORs,,200000,257152.06,0,0,200000,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2009,09448884ST0001,448884,Approved,05/29/2009 12:00:00 AM,5/28/2009,05/28/2010 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,325412,Pharmaceutical Preparation Manufacturing,Short Term,Biologicalagents PC USA/dba/BAC Pharmaceutical,,Biologicalagents Pc Usa/Dba/Bac Pharmaceutical,Las Cruces,NM,New Mexico,Multiple - Borrowers,Multiple - PSORs,,100000,0,0,0,100000,0,100000,,,325412,,Pharmaceutical Preparation Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2009,09449081ST0001,449081,Approved,04/23/2009 12:00:00 AM,3/25/2009,03/25/2010 12:00:00 AM,Yes,No,United Kingdom,Insurance,ESS,Individual Delegated Authority,325412,Pharmaceutical Preparation Manufacturing,Short Term,"Capricorn Products, Inc./dba/Capricorn Products",,Capricorn Products Llc,Portland,ME,Maine,"Randox Laboratories, Ltd.","Randox Laboratories, Ltd.",,270000,1065535,0,0,270000,270000,0,,,325412,,Pharmaceutical Preparation Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2009,09449341ST0001,449341,Approved,04/21/2009 12:00:00 AM,4/12/2009,04/12/2010 12:00:00 AM,Yes,No,Japan,Insurance,ESS,Individual Delegated Authority,541380,Testing Laboratories and Services,Short Term,"Beta Analytic, Inc.",,"Beta Analytic, Inc.",Miami,FL,Florida,Chikyu Kagaku Kenkyusho Incorporated,Chikyu Kagaku Kenkyusho Incorporated,,243000,692560,0,0,243000,0,0,,,541380,,Testing Laboratories,TRUE,,,,,,,,,,,,,,,,,,High Technology
2009,09450098MT0001,450098,Approved,05/15/2009 12:00:00 AM,5/1/2009,05/01/2010 12:00:00 AM,Yes,No,Dominican Republic,Insurance,MSM,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,Philips Medical Systems Hsg,Philips Medical Systems Hsg,"Philips Medical Systems Export, Inc.",Andover,MA,Massachusetts,"Clinica Corominas, C. Por A.","Clinica Corominas, C. Por A.",,309500,297500,0,0,0,0,0,,,334510,,Electromedical and Electrotherapeutic Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2009,09450133ST0001,450133,Approved,05/22/2009 12:00:00 AM,5/1/2009,05/01/2010 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,517910,Other Telecommunications,Short Term,"AGS Enterprises, Inc.",,Ags Enterprises Inc.,Doral,FL,Florida,"CTV Redes & Telecomunicaciones, S.A.","CTV Redes & Telecomunicaciones, S.A.",,5000000,0,0,0,5000000,0,5000000,,,517910,,Other Telecommunications,TRUE,,,,,,,,,,,,,,,,,,FutureG
2009,09450466ST0001,450466,Approved,07/10/2009 12:00:00 AM,7/1/2009,07/01/2010 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,511210,Software Publishers,Short Term,"Priasoft, Inc.",Drake Finance Group,"Priasoft, Inc.",Mesa,AZ,Arizona,Multiple - Borrowers,Multiple - PSORs,,250000,96000,0,0,250000,250000,0,,,511210,,Software Publishers,TRUE,,,,,,,,,,,,,,,,,,Computing
2009,09450842ST0001,450842,Approved,06/04/2009 12:00:00 AM,6/1/2009,06/01/2010 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334413,Semiconductor and Related Device Manufacturing,Short Term,BinOptics Corp.,,Binoptics Corp.,Ithaca,NY,New York,Source Photonics Inc.,Source Photonics Inc.,,500000,125550.61,0,0,500000,0,0,,,334413,,Semiconductor and Related Device Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2009,09452342ST0001,452342,Approved,05/19/2009 12:00:00 AM,4/19/2009,04/19/2010 12:00:00 AM,No,No,Mexico,Insurance,ESS,Individual Delegated Authority,334119,Other Computer Peripheral Equipment Manufacturing,Short Term,"Astro-Med, Inc.",,"Astro-Med, Inc.",West Warwick,RI,Rhode Island,"Edymei, S.A. de C.V.","Edymei, S.A. de C.V.",,45000,163555.9,0,0,45000,0,0,,,334119,,Other Computer Peripheral Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Computing
2009,09452544ST0001,452544,Approved,08/18/2009 12:00:00 AM,8/1/2009,08/01/2010 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,511210,Software Publishers,Short Term,"Crescent Marketing, Inc.",,"Crescent Marketing, Inc.",Buena Park,CA,California,Multiple - Borrowers,Multiple - PSORs,,1000000,0,0,0,1000000,0,1000000,,,511210,,Software Publishers,TRUE,,,,,,,,,,,,,,,,,,Computing
2009,09453940ST0001,453940,Approved,08/06/2009 12:00:00 AM,7/1/2009,07/01/2010 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Short Term,BioElectronics Corporation,,Bioelectronics Corporation,Frederick,MD,Maryland,Multiple - Borrowers,Multiple - PSORs,,500000,554158.31,0,0,500000,0,0,,,334510,,Electromedical and Electrotherapeutic Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2009,09453962ST0001,453962,Approved,07/28/2009 12:00:00 AM,8/1/2009,08/01/2010 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",Short Term,"Carlson Wireless Technologies, Inc.",,"Carlson Wireless Technologies, Inc.",Arcata,CA,California,Multiple - Borrowers,Multiple - PSORs,,150000,4233.63,0,0,150000,0,0,,,334416,,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",TRUE,,,,,,,,,,,,,,,,,,Microelectronics
