"ProjectAbbreviation","ProjectName","ProjectPlatform","Fiscal.Year","Action_Obligation"
"1EDE","M198 155MM TOWED HOW","Ordnance and Missiles",1996,413968
"1EDE","M198 155MM TOWED HOW","Ordnance and Missiles",1997,930903
"1EDE","M198 155MM TOWED HOW","Ordnance and Missiles",1998,1442880
"1EDE","M198 155MM TOWED HOW","Ordnance and Missiles",1999,1084435
"1EDE","M198 155MM TOWED HOW","Ordnance and Missiles",2000,3494622
"1EDE","M198 155MM TOWED HOW","Ordnance and Missiles",2001,451510
"1EDE","M198 155MM TOWED HOW","Ordnance and Missiles",2002,2107393
"1EDE","M198 155MM TOWED HOW","Ordnance and Missiles",2003,3693992
"1EDG","M102 105MM LT TOWED HOW","Land Vehicles",1991,367000
"1EDG","M102 105MM LT TOWED HOW","Land Vehicles",1992,-981579
"1EDG","M102 105MM LT TOWED HOW","Land Vehicles",1993,-354678
"1EDG","M102 105MM LT TOWED HOW","Land Vehicles",2001,70000
"1EDG","M102 105MM LT TOWED HOW","Land Vehicles",2003,-251136
"1EDH","M109 155MM SP HOWITZER","Land Vehicles",1991,2851000
"1EDH","M109 155MM SP HOWITZER","Land Vehicles",1992,1675997
"1EDH","M109 155MM SP HOWITZER","Land Vehicles",1993,56458
"1EDK","M109 155MM MED SP HOW","Land Vehicles",1991,1923000
"1EDK","M109 155MM MED SP HOW","Land Vehicles",1992,1043552
"1EDK","M109 155MM MED SP HOW","Land Vehicles",1993,-86954
"1EDK","M109 155MM MED SP HOW","Land Vehicles",1994,247102
"1EDK","M109 155MM MED SP HOW","Land Vehicles",1995,465136
"1EDK","M109 155MM MED SP HOW","Land Vehicles",1996,1269691
"1EDK","M109 155MM MED SP HOW","Land Vehicles",1997,729876
"1EDK","M109 155MM MED SP HOW","Land Vehicles",1998,194492
"1EDK","M109 155MM MED SP HOW","Land Vehicles",1999,436252
"1EDK","M109 155MM MED SP HOW","Land Vehicles",2000,1040273
"1EDK","M109 155MM MED SP HOW","Land Vehicles",2001,735369
"1EDK","M109 155MM MED SP HOW","Land Vehicles",2002,666928
"1EDK","M109 155MM MED SP HOW","Land Vehicles",2003,2003057
"1EFA","60MM","Ordnance and Missiles",1997,104659
"1EFA","60MM","Ordnance and Missiles",1998,28650
"1EFA","60MM","Ordnance and Missiles",1999,89602
"1EFA","60MM","Ordnance and Missiles",2000,30396
"1EFA","60MM","Ordnance and Missiles",2003,7125
"1EFB","81MM M29 ON MOUNT M23","Ordnance and Missiles",1991,9147000
"1EFB","81MM M29 ON MOUNT M23","Ordnance and Missiles",1992,7151430
"1EFB","81MM M29 ON MOUNT M23","Ordnance and Missiles",1993,320377
"1EFB","81MM M29 ON MOUNT M23","Ordnance and Missiles",1996,154936
"1EFB","81MM M29 ON MOUNT M23","Ordnance and Missiles",1999,441267
"1EFB","81MM M29 ON MOUNT M23","Ordnance and Missiles",2001,352894
"1EFB","81MM M29 ON MOUNT M23","Ordnance and Missiles",2002,246365
"1EFB","81MM M29 ON MOUNT M23","Ordnance and Missiles",2003,311112
"1EFC","81MM SP MORTAR M125","Ordnance and Missiles",1991,27000
"1EFC","81MM SP MORTAR M125","Ordnance and Missiles",1993,112689
"1EFC","81MM SP MORTAR M125","Ordnance and Missiles",1995,73910
"1EFC","81MM SP MORTAR M125","Ordnance and Missiles",1996,143022
"1EFC","81MM SP MORTAR M125","Ordnance and Missiles",1997,-35090
"1EFC","81MM SP MORTAR M125","Ordnance and Missiles",1998,28707
"1EFC","81MM SP MORTAR M125","Ordnance and Missiles",1999,111383
"1EFC","81MM SP MORTAR M125","Ordnance and Missiles",2001,226649
"1EFC","81MM SP MORTAR M125","Ordnance and Missiles",2003,192228
"1EFD","120MM","Ordnance and Missiles",1996,453022
"1EFD","120MM","Ordnance and Missiles",1997,1129509
"1EFD","120MM","Ordnance and Missiles",1998,766911
"1EFD","120MM","Ordnance and Missiles",1999,316700
"1EFD","120MM","Ordnance and Missiles",2000,674964
"1EFD","120MM","Ordnance and Missiles",2002,817991
"1EFD","120MM","Ordnance and Missiles",2003,70937
"1EFE","ARMORED MORTAR SYSTEM","Electronics, Comms, & Sensors",2003,8268
"1EFF","IMPROVED MORTAR BALLISTIC","Ordnance and Missiles",2003,26579
"1EFH","MORTAR FIRE CTRL SYSTEM","Ordnance and Missiles",1996,61328
"1EFH","MORTAR FIRE CTRL SYSTEM","Ordnance and Missiles",1997,377948
"1EFH","MORTAR FIRE CTRL SYSTEM","Ordnance and Missiles",1998,889911
"1EFH","MORTAR FIRE CTRL SYSTEM","Ordnance and Missiles",1999,202055
"1EFH","MORTAR FIRE CTRL SYSTEM","Ordnance and Missiles",2002,52135
"1EFH","MORTAR FIRE CTRL SYSTEM","Ordnance and Missiles",2003,35150
"1EFI","1EFI","Ordnance and Missiles",1996,187920
"1EHC","M16 5.56 MM RIFLE","Ordnance and Missiles",1991,34832000
"1EHC","M16 5.56 MM RIFLE","Ordnance and Missiles",1992,45227102
"1EHC","M16 5.56 MM RIFLE","Ordnance and Missiles",1993,6200908
"1EHC","M16 5.56 MM RIFLE","Ordnance and Missiles",1994,8055486
"1EHC","M16 5.56 MM RIFLE","Ordnance and Missiles",1995,15906327
"1EHC","M16 5.56 MM RIFLE","Ordnance and Missiles",1996,21433618
"1EHC","M16 5.56 MM RIFLE","Ordnance and Missiles",1997,16729253
"1EHC","M16 5.56 MM RIFLE","Ordnance and Missiles",1998,49539495
"1EHC","M16 5.56 MM RIFLE","Ordnance and Missiles",1999,15938651
"1EHC","M16 5.56 MM RIFLE","Ordnance and Missiles",2000,2052462
"1EHC","M16 5.56 MM RIFLE","Ordnance and Missiles",2001,7041777
"1EHC","M16 5.56 MM RIFLE","Ordnance and Missiles",2002,6602751
"1EHC","M16 5.56 MM RIFLE","Ordnance and Missiles",2003,25459833
"1EHG","M14 7.62 MM RIFLE","Ordnance and Missiles",1991,2913000
"1EHG","M14 7.62 MM RIFLE","Ordnance and Missiles",1992,2087632
"1EHG","M14 7.62 MM RIFLE","Ordnance and Missiles",1993,480255
"1FAF","ROCKEYE","Ordnance and Missiles",1991,-50000
"1FAF","ROCKEYE","Ordnance and Missiles",1992,1528293
"1FAF","ROCKEYE","Ordnance and Missiles",1993,350000
"1FAS","MK-84 GENERAL PURPOSE","Ordnance and Missiles",1991,31898000
"1FAS","MK-84 GENERAL PURPOSE","Ordnance and Missiles",1993,55264231
"1FBB","30 CAL BALL","Ordnance and Missiles",1992,-31400
"1FBC","30 CAL M1909 BLANK","Ordnance and Missiles",1993,13738893
"1FBC","30 CAL M1909 BLANK","Ordnance and Missiles",1994,7400928
"1FBD","45 CAL M1911 BALL","Ordnance and Missiles",1991,195000
"1FBD","45 CAL M1911 BALL","Ordnance and Missiles",1992,-133125
"1FBM","7.62MM ALL TY EXCEPT BLAN","Ordnance and Missiles",1991,3019000
"1FBM","7.62MM ALL TY EXCEPT BLAN","Ordnance and Missiles",1992,6850501
"1FBM","7.62MM ALL TY EXCEPT BLAN","Ordnance and Missiles",1993,3099721
"1FBM","7.62MM ALL TY EXCEPT BLAN","Ordnance and Missiles",1994,3667279
"1FBM","7.62MM ALL TY EXCEPT BLAN","Ordnance and Missiles",1995,2014103
"1FBM","7.62MM ALL TY EXCEPT BLAN","Ordnance and Missiles",1996,1967094
"1FBM","7.62MM ALL TY EXCEPT BLAN","Ordnance and Missiles",1998,94120
"1FBM","7.62MM ALL TY EXCEPT BLAN","Ordnance and Missiles",2001,334365
"1FBT","20MM AMMUNITION ALL TYPES","Ordnance and Missiles",1994,3430374
"1FBT","20MM AMMUNITION ALL TYPES","Ordnance and Missiles",1995,6676557
"1FBT","20MM AMMUNITION ALL TYPES","Ordnance and Missiles",2001,2446496
"1FBT","20MM AMMUNITION ALL TYPES","Ordnance and Missiles",2002,18041426
"1FBT","20MM AMMUNITION ALL TYPES","Ordnance and Missiles",2003,8588669
"1FCJ","81MM M374 HE CARTRIDGE","Ordnance and Missiles",1991,1775000
"1FCJ","81MM M374 HE CARTRIDGE","Ordnance and Missiles",1993,298674
"1FCN","40MM AMMUNITION ALL TYPES","Ordnance and Missiles",1996,560942
"1FCN","40MM AMMUNITION ALL TYPES","Ordnance and Missiles",1999,49000
"1FCN","40MM AMMUNITION ALL TYPES","Ordnance and Missiles",2001,17494037
"1FCN","40MM AMMUNITION ALL TYPES","Ordnance and Missiles",2002,1564423
"1FCN","40MM AMMUNITION ALL TYPES","Ordnance and Missiles",2003,46474553.2002
"1FCN","40MM AMMUNITION ALL TYPES","Ordnance and Missiles",2004,2868
"1FCN","40MM AMMUNITION ALL TYPES","Ordnance and Missiles",2005,91071
"1FCN","40MM AMMUNITION ALL TYPES","Ordnance and Missiles",2007,2190520.375
"1FCN","40MM AMMUNITION ALL TYPES","Ordnance and Missiles",2008,-0.28
"1FCN","40MM AMMUNITION ALL TYPES","Ordnance and Missiles",2009,311.83
"1FCN","40MM AMMUNITION ALL TYPES","Ordnance and Missiles",2011,10439
"1FCN","40MM AMMUNITION ALL TYPES","Ordnance and Missiles",2014,113880.74
"1FDV","1FDV","Ordnance and Missiles",1993,197005
"1FEG","38 CAL ALL TYPES","Ordnance and Missiles",1991,81000
"1FET","60MM HE XM720","Ordnance and Missiles",1991,830000
"1FEV","60MM SMK, WP, LWCMS XM722","Ordnance and Missiles",1992,165000
"1FEX","81MM SMOKE XM819","Ordnance and Missiles",1991,1470000
"1FFA","120MM TANK AMMUNITION","Ordnance and Missiles",1991,274500000
"1FFA","120MM TANK AMMUNITION","Ordnance and Missiles",1992,234329133
"1FFA","120MM TANK AMMUNITION","Ordnance and Missiles",1993,114490246
"1FFA","120MM TANK AMMUNITION","Ordnance and Missiles",1994,156116255
"1FFA","120MM TANK AMMUNITION","Ordnance and Missiles",1995,129117255
"1FFA","120MM TANK AMMUNITION","Ordnance and Missiles",1996,10611327
"1FFA","120MM TANK AMMUNITION","Ordnance and Missiles",1997,178244927
"1FFA","120MM TANK AMMUNITION","Ordnance and Missiles",1998,113252815
"1FFA","120MM TANK AMMUNITION","Ordnance and Missiles",1999,213529561
"1FFA","120MM TANK AMMUNITION","Ordnance and Missiles",2000,64106506
"1FFA","120MM TANK AMMUNITION","Ordnance and Missiles",2001,4468653
"1FFA","120MM TANK AMMUNITION","Ordnance and Missiles",2002,196667348
"1FFA","120MM TANK AMMUNITION","Ordnance and Missiles",2003,207290274
"1FFA","120MM TANK AMMUNITION","Ordnance and Missiles",2004,-37411
"1FFB","5.56MM AMMUNITION ALL TYP","Ordnance and Missiles",1999,1279049
"1FFB","5.56MM AMMUNITION ALL TYP","Ordnance and Missiles",2002,1941408
"1FFE","9MM AMMUNITION ALL TYPES","Ordnance and Missiles",1996,371978
"1FFE","9MM AMMUNITION ALL TYPES","Ordnance and Missiles",1997,267519
"1FFE","9MM AMMUNITION ALL TYPES","Ordnance and Missiles",1998,106282
"1FFE","9MM AMMUNITION ALL TYPES","Ordnance and Missiles",2000,429904
"1FFE","9MM AMMUNITION ALL TYPES","Ordnance and Missiles",2001,329760
"1FFE","9MM AMMUNITION ALL TYPES","Ordnance and Missiles",2002,353760
"1FFE","9MM AMMUNITION ALL TYPES","Ordnance and Missiles",2003,205125
"1FFG","25MM AMMUNITION ALL TYPES","Ordnance and Missiles",2002,57596
"1FFI","CALIBER .50 AMMO ALL TYPE","Ordnance and Missiles",2000,4350000
"1FFJ","60MM AMMUNITION ALL TYPES","Ordnance and Missiles",1996,49600
"1FFJ","60MM AMMUNITION ALL TYPES","Ordnance and Missiles",1997,425715
"1FFJ","60MM AMMUNITION ALL TYPES","Ordnance and Missiles",1998,556428
"1FFJ","60MM AMMUNITION ALL TYPES","Ordnance and Missiles",2000,2323474
"1FFJ","60MM AMMUNITION ALL TYPES","Ordnance and Missiles",2001,2185804
"1FFJ","60MM AMMUNITION ALL TYPES","Ordnance and Missiles",2002,5235430
"1FFJ","60MM AMMUNITION ALL TYPES","Ordnance and Missiles",2003,5833590
"1FFJ","60MM AMMUNITION ALL TYPES","Ordnance and Missiles",2010,-28.22
"1FFL","81MM AMMUNITION ALL TYPES","Ordnance and Missiles",1994,-137768
"1FFL","81MM AMMUNITION ALL TYPES","Ordnance and Missiles",1996,121470
"1FFL","81MM AMMUNITION ALL TYPES","Ordnance and Missiles",1997,978948
"1FFL","81MM AMMUNITION ALL TYPES","Ordnance and Missiles",1998,159374
"1FFL","81MM AMMUNITION ALL TYPES","Ordnance and Missiles",1999,569366
"1FFL","81MM AMMUNITION ALL TYPES","Ordnance and Missiles",2000,58900
"1FFL","81MM AMMUNITION ALL TYPES","Ordnance and Missiles",2002,3743
"1FFN","105MM TANK AMMO ALL TYPES","Ordnance and Missiles",1994,1066012
"1FFN","105MM TANK AMMO ALL TYPES","Ordnance and Missiles",1996,2012568
"1FFN","105MM TANK AMMO ALL TYPES","Ordnance and Missiles",1997,3186448
"1FFN","105MM TANK AMMO ALL TYPES","Ordnance and Missiles",1998,81880
"1FFN","105MM TANK AMMO ALL TYPES","Ordnance and Missiles",2001,167875
"1FFN","105MM TANK AMMO ALL TYPES","Ordnance and Missiles",2003,1580
"1FFO","120MM AMMUNITION ALL TYPE","Ordnance and Missiles",1995,45770
"1FFO","120MM AMMUNITION ALL TYPE","Ordnance and Missiles",1996,248120
"1FFO","120MM AMMUNITION ALL TYPE","Ordnance and Missiles",1997,1222118
"1FFO","120MM AMMUNITION ALL TYPE","Ordnance and Missiles",1998,1440679
"1FFO","120MM AMMUNITION ALL TYPE","Ordnance and Missiles",1999,37037903
"1FFO","120MM AMMUNITION ALL TYPE","Ordnance and Missiles",2000,299110
"1FFO","120MM AMMUNITION ALL TYPE","Ordnance and Missiles",2001,209112
"1FFO","120MM AMMUNITION ALL TYPE","Ordnance and Missiles",2002,143124319
"1FFP","120MM CTG TANK","Ordnance and Missiles",1994,46450
"1FFQ","30MM AMMUNITION ALL TYPES","Ordnance and Missiles",1998,2e+05
"1FFQ","30MM AMMUNITION ALL TYPES","Ordnance and Missiles",1999,4256886
"1FFQ","30MM AMMUNITION ALL TYPES","Ordnance and Missiles",2000,300638
"1FFQ","30MM AMMUNITION ALL TYPES","Ordnance and Missiles",2001,17455293
"1FFQ","30MM AMMUNITION ALL TYPES","Ordnance and Missiles",2002,32183219
"1FFQ","30MM AMMUNITION ALL TYPES","Ordnance and Missiles",2003,18807377
"1FFS","105MM ART AMMUNITION ALL ","Ordnance and Missiles",1997,952153
"1FFS","105MM ART AMMUNITION ALL ","Ordnance and Missiles",2000,37759
"1FFS","105MM ART AMMUNITION ALL ","Ordnance and Missiles",2003,1955864
"1FFS","105MM ART AMMUNITION ALL ","Ordnance and Missiles",2009,3150.1699
"1FGD","155MM M4 WHITE BAG","Ordnance and Missiles",1991,67000
"1FGD","155MM M4 WHITE BAG","Ordnance and Missiles",1992,860801
"1FKE","M739","Ordnance and Missiles",1992,1164715
"1FLA","HAND FRAG ALL TYPES","Ordnance and Missiles",1992,303301
"1FLE","HAND GRENADES ALL TYPES","Ordnance and Missiles",1996,330375
"1FLE","HAND GRENADES ALL TYPES","Ordnance and Missiles",1997,1559055
"1FLE","HAND GRENADES ALL TYPES","Ordnance and Missiles",1998,5947007
"1FLE","HAND GRENADES ALL TYPES","Ordnance and Missiles",1999,1814068
"1FLE","HAND GRENADES ALL TYPES","Ordnance and Missiles",2001,65640
"1FLE","HAND GRENADES ALL TYPES","Ordnance and Missiles",2002,2279830
"1FLE","HAND GRENADES ALL TYPES","Ordnance and Missiles",2003,2951739
"1FLI","VOLCANO MINES","Ordnance and Missiles",1995,263485
"1FLI","VOLCANO MINES","Ordnance and Missiles",1996,1096436
"1FLI","VOLCANO MINES","Ordnance and Missiles",1997,109840
"1FLI","VOLCANO MINES","Ordnance and Missiles",1999,741020
"1FLI","VOLCANO MINES","Ordnance and Missiles",2001,1017560
"1FLI","VOLCANO MINES","Ordnance and Missiles",2002,235027
"1FLI","VOLCANO MINES","Ordnance and Missiles",2003,146868
"1FLI","VOLCANO MINES","Ordnance and Missiles",2011,-600
"1FMO","DEMOLITION MUNITIONS ALL ","Facilities and Construction",1996,340091
"1FMO","DEMOLITION MUNITIONS ALL ","Facilities and Construction",1997,400107
"1FMO","DEMOLITION MUNITIONS ALL ","Facilities and Construction",1998,126240
"1FMO","DEMOLITION MUNITIONS ALL ","Facilities and Construction",1999,522784
"1FMO","DEMOLITION MUNITIONS ALL ","Facilities and Construction",2000,36300
"1FMO","DEMOLITION MUNITIONS ALL ","Facilities and Construction",2002,44521
"1FMR","M128 MINE DISPENSER","Ordnance and Missiles",1991,55000
"1FMR","M128 MINE DISPENSER","Ordnance and Missiles",1992,55970
"1FMR","M128 MINE DISPENSER","Ordnance and Missiles",1993,-27728
"1FMX","WIDE AREA MUNITION (WAM)","Ordnance and Missiles",1995,13869797
"1FMX","WIDE AREA MUNITION (WAM)","Ordnance and Missiles",1996,39421569
"1FMX","WIDE AREA MUNITION (WAM)","Ordnance and Missiles",1997,19015098
"1FMX","WIDE AREA MUNITION (WAM)","Ordnance and Missiles",1998,23508803
"1FMX","WIDE AREA MUNITION (WAM)","Ordnance and Missiles",1999,24434992
"1FMX","WIDE AREA MUNITION (WAM)","Ordnance and Missiles",2000,25061336
"1FMX","WIDE AREA MUNITION (WAM)","Ordnance and Missiles",2001,25004133
"1FMX","WIDE AREA MUNITION (WAM)","Ordnance and Missiles",2002,22005792
"1FMX","WIDE AREA MUNITION (WAM)","Ordnance and Missiles",2003,301801
"1FMX","WIDE AREA MUNITION (WAM)","Ordnance and Missiles",2011,36881.3711
"1FNC","1FNC","Ordnance and Missiles",1993,1986000
"1FPA","M650 E5 8""","Ordnance and Missiles",1991,79000
"1FPC","M731/M692 155MM","Ordnance and Missiles",1991,1079000
"1FPC","M731/M692 155MM","Ordnance and Missiles",1992,1118538
"1FPC","M731/M692 155MM","Ordnance and Missiles",1993,628139
"1FPH","155MM HE","Ordnance and Missiles",1993,-1015582
"1FPU","XM454 PROJ","Ordnance and Missiles",1991,-536000
"1FPV","M735 PROJECTILE","Ordnance and Missiles",1991,-26000
"1FPX","M718/M741 ISS MM AT","Ordnance and Missiles",1991,4581000
"1FPX","M718/M741 ISS MM AT","Ordnance and Missiles",1992,4653423
"1FPX","M718/M741 ISS MM AT","Ordnance and Missiles",1993,2966338
"1FPY","M712 155MM","Ordnance and Missiles",1991,-350000
"1FPY","M712 155MM","Ordnance and Missiles",1992,-7e+05
"1FQA","M483 155MM PROJECTILE","Ordnance and Missiles",1991,11954000
"1FQA","M483 155MM PROJECTILE","Ordnance and Missiles",1992,7702084
"1FQA","M483 155MM PROJECTILE","Ordnance and Missiles",1993,-3551082
"1FQB","M509 8"" DPICM","Ordnance and Missiles",1991,4783000
"1FQB","M509 8"" DPICM","Ordnance and Missiles",1992,4359124
"1FQB","M509 8"" DPICM","Ordnance and Missiles",1996,47054
"1FQD","M825 155MM SMOKE SCREENIN","Ordnance and Missiles",1991,2125000
"1FQD","M825 155MM SMOKE SCREENIN","Ordnance and Missiles",1992,168500
"1FQD","M825 155MM SMOKE SCREENIN","Ordnance and Missiles",1993,-416787
"1FQG","155MM ARTY ALL (EXCLG SAD","Ordnance and Missiles",1994,7305229
"1FQG","155MM ARTY ALL (EXCLG SAD","Ordnance and Missiles",1995,375222
"1FQG","155MM ARTY ALL (EXCLG SAD","Ordnance and Missiles",1996,24302385
"1FQG","155MM ARTY ALL (EXCLG SAD","Ordnance and Missiles",1997,18421811
"1FQG","155MM ARTY ALL (EXCLG SAD","Ordnance and Missiles",1998,27362251
"1FQG","155MM ARTY ALL (EXCLG SAD","Ordnance and Missiles",1999,3130144
"1FQG","155MM ARTY ALL (EXCLG SAD","Ordnance and Missiles",2000,122400
"1FQG","155MM ARTY ALL (EXCLG SAD","Ordnance and Missiles",2002,152064
"1FQG","155MM ARTY ALL (EXCLG SAD","Ordnance and Missiles",2003,2420326
"1FQG","155MM ARTY ALL (EXCLG SAD","Ordnance and Missiles",2011,-3856.26
"1FVA","AMMO COMPONENTS ALL TYPES","Ordnance and Missiles",1995,1261941
"1FVA","AMMO COMPONENTS ALL TYPES","Ordnance and Missiles",1996,2098274
"1FVA","AMMO COMPONENTS ALL TYPES","Ordnance and Missiles",1997,3879956
"1FVA","AMMO COMPONENTS ALL TYPES","Ordnance and Missiles",1998,15725235
"1FVA","AMMO COMPONENTS ALL TYPES","Ordnance and Missiles",1999,21006585
"1FVA","AMMO COMPONENTS ALL TYPES","Ordnance and Missiles",2000,-17113398
"1FVA","AMMO COMPONENTS ALL TYPES","Ordnance and Missiles",2001,133596711
"1FVA","AMMO COMPONENTS ALL TYPES","Ordnance and Missiles",2002,16082368
"1FVA","AMMO COMPONENTS ALL TYPES","Ordnance and Missiles",2003,29147068
"1FVA","AMMO COMPONENTS ALL TYPES","Ordnance and Missiles",2008,0
"1FVA","AMMO COMPONENTS ALL TYPES","Ordnance and Missiles",2009,-260051.5938
"1FVA","AMMO COMPONENTS ALL TYPES","Ordnance and Missiles",2010,61788.9996
"1FVC","1FVC","Ordnance and Missiles",1996,5238587
"1FVC","1FVC","Ordnance and Missiles",1997,1146222
"1FVD","1FVD","Ordnance and Missiles",2001,661935
"1FVE","BUNKER DEFEATING MUNITION","Ordnance and Missiles",1997,4851000
"1FVE","BUNKER DEFEATING MUNITION","Ordnance and Missiles",2003,-4837390
"1FVG","SIGNALS ALL TYPES","Ordnance and Missiles",1997,2927007
"1FVG","SIGNALS ALL TYPES","Ordnance and Missiles",1998,241147
"1FVG","SIGNALS ALL TYPES","Ordnance and Missiles",2002,301026
"1FVG","SIGNALS ALL TYPES","Ordnance and Missiles",2003,3564
"1FVH","SIMULATORS, ALL TYPES","Ordnance and Missiles",1994,898002
"1FVH","SIMULATORS, ALL TYPES","Ordnance and Missiles",1995,1142307
"1FVH","SIMULATORS, ALL TYPES","Ordnance and Missiles",1996,-923899
"1FVH","SIMULATORS, ALL TYPES","Ordnance and Missiles",1997,4648338
"1FVH","SIMULATORS, ALL TYPES","Ordnance and Missiles",1998,35735284
"1FVH","SIMULATORS, ALL TYPES","Ordnance and Missiles",1999,3562681
"1FVH","SIMULATORS, ALL TYPES","Ordnance and Missiles",2000,5111835
"1FVH","SIMULATORS, ALL TYPES","Ordnance and Missiles",2001,60000
"1FVH","SIMULATORS, ALL TYPES","Ordnance and Missiles",2002,11096798
"1FVH","SIMULATORS, ALL TYPES","Ordnance and Missiles",2003,8402430
"1FVI","MISCELLANEOUS AMMUNITION ","Ordnance and Missiles",1996,31686903
"1FVI","MISCELLANEOUS AMMUNITION ","Ordnance and Missiles",1997,4828008
"1FVI","MISCELLANEOUS AMMUNITION ","Ordnance and Missiles",1998,3866748
"1FVI","MISCELLANEOUS AMMUNITION ","Ordnance and Missiles",1999,63449228
"1FVI","MISCELLANEOUS AMMUNITION ","Ordnance and Missiles",2000,22330452
"1FVI","MISCELLANEOUS AMMUNITION ","Ordnance and Missiles",2001,112992736
"1FVI","MISCELLANEOUS AMMUNITION ","Ordnance and Missiles",2002,27440870
"1FVI","MISCELLANEOUS AMMUNITION ","Ordnance and Missiles",2003,43128330
"1FVI","MISCELLANEOUS AMMUNITION ","Ordnance and Missiles",2009,-5782.3901
"1FVI","MISCELLANEOUS AMMUNITION ","Ordnance and Missiles",2010,-0.18
"1FVI","MISCELLANEOUS AMMUNITION ","Ordnance and Missiles",2011,-0.8
"1GAL","MULTI SYS TEST EQUIP (MTE",NA,2001,106830
"1GAL","MULTI SYS TEST EQUIP (MTE",NA,2002,0
"1GAL","MULTI SYS TEST EQUIP (MTE",NA,2003,257346
"1GAM","LAND COMBAT SUPT SYS (LCS","Facilities and Construction",1990,45000
"1GAM","LAND COMBAT SUPT SYS (LCS","Facilities and Construction",1991,529000
"1GAM","LAND COMBAT SUPT SYS (LCS","Facilities and Construction",1992,41440
"1GAM","LAND COMBAT SUPT SYS (LCS","Facilities and Construction",1993,123246
"1GAN","AN/USM-207 FREQ MEASUR SE","Facilities and Construction",1991,-53000
"1GAZ","AN/PAQ-1 TGT DESIGNATE LA","Ordnance and Missiles",1990,9244000
"1GAZ","AN/PAQ-1 TGT DESIGNATE LA","Ordnance and Missiles",1991,476000
"1GAZ","AN/PAQ-1 TGT DESIGNATE LA","Ordnance and Missiles",1992,1790521
"1GAZ","AN/PAQ-1 TGT DESIGNATE LA","Ordnance and Missiles",1993,579686
"1GAZ","AN/PAQ-1 TGT DESIGNATE LA","Ordnance and Missiles",1994,-142675
"1GAZ","AN/PAQ-1 TGT DESIGNATE LA","Ordnance and Missiles",1995,59560
"1GAZ","AN/PAQ-1 TGT DESIGNATE LA","Ordnance and Missiles",1996,98142
"1GBN","AN/TSQ-73 AIR DEF MSL SYS","Missile Defense",1990,2705000
"1GBN","AN/TSQ-73 AIR DEF MSL SYS","Missile Defense",1991,1387000
"1GBN","AN/TSQ-73 AIR DEF MSL SYS","Missile Defense",1992,561811
"1GBN","AN/TSQ-73 AIR DEF MSL SYS","Missile Defense",1993,28431
"1GBN","AN/TSQ-73 AIR DEF MSL SYS","Missile Defense",1995,149262
"1GBN","AN/TSQ-73 AIR DEF MSL SYS","Missile Defense",1996,-53461
"1GBN","AN/TSQ-73 AIR DEF MSL SYS","Missile Defense",1997,-77963
"1GBN","AN/TSQ-73 AIR DEF MSL SYS","Missile Defense",1998,59669232
"1GBN","AN/TSQ-73 AIR DEF MSL SYS","Missile Defense",1999,639946
"1GBN","AN/TSQ-73 AIR DEF MSL SYS","Missile Defense",2001,-97500
"1GBN","AN/TSQ-73 AIR DEF MSL SYS","Missile Defense",2002,7028886
"1GBN","AN/TSQ-73 AIR DEF MSL SYS","Missile Defense",2003,6788409
"1GCD","ERINT","Missile Defense",1991,463000
