"SimpleArea","ProductServiceOrRnDarea","ProductOrServiceCode","ProductOrServiceCodeText","MDAcat","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Products","Engines & Power Plants","6135","BATTERIES, NONRECHARGEABLE","Other via Platform Portfolio",,8475000,4408964,4548155,1502361,2911533,2322864,1996767,1944040,243014,2099021,5926167,2137093,4696023,6060409,3414520,704327.6875,5814369.0312,811824.1705,5165127.3004,3259375.3526,5041846.0016,1129309.9351,4042506.77,853934.77,5283637.8951,4258702.9457,99979.11,6480252.3018,4951742.4991,829630.61
"Products","Engines & Power Plants","6140","BATTERIES, RECHARGEABLE","Other via Platform Portfolio",,4883000,2178669,1156200,4760261,-50003,2971268,415163,2243855,160900,2001049,4807969,7241039,1205402,1201730,42003,519561,221490.3096,208401.11,1102323.4126,5087008.0664,4408313.8408,5369711.8866,1099455.86,1799467.87,909384.2675,70158,17708,71019.44,0,47332
"Products","Electronics & Communications","6145","WIRE AND CABLE, ELECTRICAL","Other via Platform Portfolio",,328000,472629,1457198,597986,,130342,-42186,30744,33240,,,,162851,274175,119941,276498,320627.1998,50496.5998,972438.3379,318501.9971,60256.8814,67392.4302,13234.4,57181.49,2643.1,123121.4531,156652.4601,-28599.2131,16382.39,382672.7188
"Products","Electronics & Communications","6150","MISC ELECTRIC POWER & DISTRIB EQ","Other via Platform Portfolio",11173000,13849000,8705272,4849633,1661580,8557131,4206222,2493490,8786544,10350500,1216897,12693281,9742803,6767704,17622440,11589696,3749971,9561190.6486,311907.8925,2704885.8433,4126813.2954,7055278.4165,4946575.1325,2150908.98,1496262.83,2357013.1303,2203705.3368,2753108.2425,2595857.7365,1243574.4797,766182.4658
"Products","Electronics & Communications","6160","MISC BATTERY RET FIXTURES & LINERS","Other via Platform Portfolio",,,,,,,,,,,,69819,,,13756,,22540,49833,0,408272,268168,522892.1289,524780.446,16746.4,46287.5,15120,1800,,57170.24,1330560,3177.25
"Products","Electronics & Communications","6210","INDOOR & OUTDOOR ELEC LIGHTING FIXT","Other via Platform Portfolio",,75000,81650,,,611360,,58730,,62351,,385953,,45894,,137425,,,,2808,,,5810,25960.8,17595,13.39,,2535,63902.24,,
"Products","Electronics & Communications","6220","ELEC VEHICULAR LIGHTS & FIXTURES","Other via Platform Portfolio",,293000,1453716,271087,48756,348338,,748230,243684,93598,,69759,157660,93200,311308,368196,124450,326082,3156,1790510.751,4650397.999,0,,271.35,5930.6,23713.7,525.25,,,41442.3395,534.25
"Products","Electronics & Communications","6230","ELEC PORTABLE & HAND LIGHTING EQ","Other via Platform Portfolio",,289000,,,,,,,201720,158670,,78750,265728,450852,122771,1130417,270864,,42912.7002,46107.1992,83772,34680,22750.52,84848.76,454731.5,0,,,,0,2953063.25
"Products","Electronics & Communications","6240","ELECTRIC LAMPS","Other via Platform Portfolio",187000,339000,583002,239580,33800,36550,,,,,,,63588,,163903,64620,6425,,60639,137115.54,,79907.7402,3035,616400,,,,,521.5,4491.25,9749.5604
"Products","Electronics & Communications","6250","BALLASTS, LAMPHOLDERS, AND STARTERS","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,4730,10894.9502,,35821.25,,,,,,,
"Products","Electronics & Communications","6260","NONELECTRICAL LIGHTING FIXTURES","Other via Platform Portfolio",,,,,,,,,,,,,,16659,57222,119,6390,,14800,,21450,,,,,,,,,,1153.6
"Products","Electronics & Communications","6310","TRAFFIC AND TRANSIT SIGNAL SYSTEMS","Other via Platform Portfolio",,,,,,,,,43050,,,,,6750,,,,,,19999.0996,,,,,,,,,,,
"Products","Electronics & Communications","6320","SHIPBOARD ALARM AND SIGNAL SYSTEMS","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,71232.25,,,,,,,,,
"Products","Electronics & Communications","6340","AIRCRAFT ALARM AND SIGNAL SYSTEMS","Other via Platform Portfolio",,,,,,,,,,,,29650,,27544,,,,,,2936700,,,,,51990.3,0,,,,,
"Products","Electronics & Communications","6350","MISC ALARM, SIGNAL, SEC SYSTEMS","Other via Platform Portfolio",,569676,97444,68814,92000,729000,,,36533,226000,28645,46219,,63483,5571787,38172,4955346,328682.3438,212714.0214,367461.1396,562911.5801,25956573.8584,39613961.9599,21849167.67,8585988.3808,20081750.9407,1639680.0898,-752811.6899,10340758,9395066.7188,15147815.2099
"Products","Clothing & Subsistence","6505","DRUGS AND BIOLOGICALS","Other via Platform Portfolio",,,,,,,,,,,,,183920,,,13018,,226098,,,,,,,,,,,,,
"Products","Clothing & Subsistence","6510","SURGICAL DRESSING MATERIALS","Other via Platform Portfolio",,,,,,,,,,,,,,,,53855,,,120267,,,,,,,,,,,1235.6,2065.1499
"Products","Clothing & Subsistence","6515","MED & SURGICAL INSTRUMENTS,EQ & SUP","Other via Platform Portfolio",,,,,,,,,,,,,,,3800,91933,209129,0,,10704.2998,,22370.2392,9995,,60127,8482.12,36646.6499,,5534.25,14911.82,25650.3103
"Products","Clothing & Subsistence","6520","DENTAL INSTRUMENTS EQ & SUPPLIES","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8750
"Products","Clothing & Subsistence","6525","IMAGING EQUIPMENT AND SUPPLIES: MEDICAL, DENTAL, VETERINARY","Other via Platform Portfolio",,,,98000,,28465,78636,,,,,,,,,3225,18770,,,,,,50522.75,304292,353692.16,,,,,,2440
"Products","Clothing & Subsistence","6530","HOSP FURNITURE,EQ,UTENSILS & SUP","Other via Platform Portfolio",,,,,,46572,,,,,,,,,20845,,,,,,,,,,,,,,,,
"Products","Clothing & Subsistence","6540","OPHTHALMIC INSTRUMENTS, EQUIPMENT, AND SUPPLIES","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,12500,0,,,,,,4000,,-3307,
"Products","Clothing & Subsistence","6545","MEDICAL SETS KITS & OUTFITS","Other via Platform Portfolio",,,,,,,,,,,,,269547,61792,,,35558,10675,0,,,,,,,,,136608.0105,,0,117648
"Products","Other","6605","NAVIGATIONAL INSTRUMENTS","Other via Platform Portfolio",38013000,16872036,20612138,27581240,29131414,21736375,3852708,4783583,-2176804,622270,,332515,5171421,1170202,2764050,37226696,43303291,113351909.6724,161330721.1914,136454609.3633,92633953.51,55034380.7267,88829547.3132,57188384.86,61376532.5738,69238575.4273,72933693.5287,42188942.1534,97799413.1563,62539781.25,34516653.7891
"Products","Aircraft","6610","FLIGHT INSTRUMENTS","Other via Platform Portfolio",,,,40500,71361,,4500000,,37388,,31080,534510,0,25488,,19340,9972,,179370,2899,170976,141775,10908,,,2185.1001,,,,,
"Products","Aircraft","6615","AUTO PILOT MECHANISMS AIRBORNE GYRO","Other via Platform Portfolio",1570000,4523000,236867,826411,1013602,1676443,146250,128989,2064506,1146160,287450,2427354,842042,4607800,,,1380039,1321299,88740,555152,1321824,2151192,474561.4492,201731.45,143550,676533.6925,-2592.0801,408389.89,651000,,1026000
"Products","Engines & Power Plants","6620","ENGINE INSTRUMENTS","Other via Platform Portfolio",,,,,,,,,38142,,,249800,124900,,,314788,0,475350,3358,139616,737466,269603,,36742.48,,,,,,0,
"Products","Other","6625","ELECT ELECTRONIC MEASURING INSTRUMT","Other via Platform Portfolio",3131000,50701000,34708782,30922317,16167155,12634928,40406785,17570680,57117364,41898193,14897987,2680740,7474782,6588482,1838186,2749319,993953.8398,15044706.0289,19494330.3084,14269967.332,21509304.2196,9851074.3477,6895311.4568,9987918.92,10692442.82,1709330.5268,85137.75,903891.1564,1343626.7293,278235.4016,872970.2166
"Products","Other","6630","CHEMICAL ANALYSIS INSTRUMENTS","Other via Platform Portfolio",140000,49000,,236088,,90358,,,,,,,,,152077,90891,69900,131023,,97705.77,20253.3906,,,18605.78,3178,0,206706,0,,,341725.1875
"Products","Other","6635","PHYSICAL PROPERTIES TEST EQ","Other via Platform Portfolio",407000,233000,148930,320187,79500,,,137696,226485,208505,180744,70750,129643,189396,174460,93994,361200,432991.6016,5075629,789780,1426489.0601,1516888.7383,79328,95989,571697.8,6750,-107708,120511,,33417,721855
"Products","Other","6636","ENVIRONMENTAL CHAMBERS & RELATED EQ","Other via Platform Portfolio",260000,164000,,37580,33000,35065,,,,,,,,55968,201217,101554,19589,69868.2207,28538,,73168,7595.18,,,20000,20290.5,46265,46265,138063,,
"Products","Other","6640","LABORATORY EQUIPMENT AND SUPPLIES","Other via Platform Portfolio",,963000,565942,1217511,,454126,,,1887165,,135315,,,76215,474117,160292,265612,39121.0898,575125,413204.7375,1076531.3281,172810.7031,129933.4031,1596287.1,2662726.5,296133.7896,89551.1797,81855.92,53760,,69787.4309
"Products","Other","6645","TIME MEASURING INSTRUMENTS","Other via Platform Portfolio",,589000,26625,39861,-107152,,36615,64464,,,,,,126322,,29808,174608,25930,60000,112609,67978,5242,,28160,,20790,26650.0802,10161.5996,45283.811,18389.8701,53846.7305
"Products","Other","6650","OPTICAL INSTRUMENTS","Other via Platform Portfolio",,5835000,10901665,9956957,3947628,7564132,14189871,3380641,4308793,3539995,2228451,3311366,5978355,7497963,20672124,39233442,11281157,11818520.5046,11951437.7494,84693561.696,11473617.3303,7841376.7901,5088338.0004,517401.4,934979,1803491.7601,220512.4501,2448287.3201,4982927.5625,34884395.5298,174653.0386
"Products","Other","6655","GEOPHYSICAL INSTRUMENTS","Other via Platform Portfolio",,,,,,,,,,,,,,,,,438506,460646,154375,163204,1007945.1191,,,,,,,,,,
"Products","Other","6660","METEOROLOG INSTRUMENTS & APPARATUS","Other via Platform Portfolio",,49780,,92615,45884,42402,39689,,168095,96506,,,32787,,26673,,231471,243225,684339.25,53664,226808,565542,3370,58375,,928.4,,12550,-5020,,
"Products","Other","6665","HAZARD-DETECTING INSTRU & APPARATUS","Other via Platform Portfolio",,6884000,-3382587,308228,-904809,3443259,1350178,947960,2684135,1005874,,130572,30004,1252793,691048,53611,640514,,216217,65021,1884934.6015,778956.4346,643547.22,97437.03,6592198.24,5845944.125,253102.7813,378766.5,71228.7578,249610.4063,1904232.6406
"Products","Other","6670","SCALES AND BALANCES","Other via Platform Portfolio",51000,,,,,,,,,,,43080,,,,58405,,12392,8360,23455,28650,15365,62265,0,,,,1370,17168,,47981.1992
"Products","Other","6675","DRAFTING SURVEYING & MAPPING INSTRU","Other via Platform Portfolio",,35000,158790,,,314455,1597469,772349,2463090,2105868,33193,91419,39600,1553345,3468384,11482263,16551449,3474596,0,11339.5,11108076.6301,12428771.5,1134284,-1205072,2870805.43,0,4572059.75,1674753,556810,0,1682448.75
"Products","Other","6680","LIQUID AND GAS FLOW, LIQUID LEVEL, AND MECHANICAL MOTION MEASURING INSTRUMENTS","Other via Platform Portfolio",,425000,175658,321711,508180,941355,246036,6526104,201988,173394,213563,1050807,1993966,2785710,9960169,6583883,5776062,1687100.6,1684211.5996,1082073.3392,933266.6582,588364.081,150333.46,3315.56,57009.03,55567.48,32801.9505,109467.2,609589.89,249.81,-350
"Products","Other","6685","PRESSURE TEMP HUMIDITY INSTRUMENTS","Other via Platform Portfolio",,550000,216399,,71932,,28475,87567,1172458,388811,454841,1488446,48250743,315330,36378,309365,635801,543217,1415370.8,374364,2188311.0491,942663.7891,184863,230201.23,102640.6,111705.7104,57013.1504,13381.999,69382,1532.4101,1092.5601
"Products","Other","6695","COMBINATION & MISC INSTRUMENTS","Other via Platform Portfolio",1189000,1471000,263876,386749,282865,270380,48495,841918,1007299,645239,489056,29791,205307,386679,1777292,2118590,380116,1455522,485793,255527,1002389.8999,863113.0298,46580,46643.9,469871,39831.1992,97380,62284,116370.5196,1734.82,
"Products","Other","6710","CAMERAS, MOTION PICTURE","Other via Platform Portfolio",,,,,,,,,,,,36224,144000,,,11950,4000,,6222.8999,,5649.7798,,,,,,,,,221915.4531,846756
"Products","Other","6720","CAMERAS, STILL PICTURE","Other via Platform Portfolio",,,,,,,,,,340100,,,,,,6109,6478,,,,,,,,,,,,,3892.9401,2177.98
"Products","Other","6730","PHOTOGRAPHIC PROJECTION EQUIPMENT","Other via Platform Portfolio",,35000,102565,,,51882,,,,,,,,,3244,,123415,0,,,10074.0098,5567.1899,,,,17556,,,10243.6396,0,
"Products","Other","6740","PHOTO DEVELOPLNG & FINISHING EQ","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,12641.5596,,,,,,,,,,,,,
"Products","Other","6750","PHOTOGRAPHIC SUPPLIES","Other via Platform Portfolio",94000,,,,,,,,,49560,,,95891,95891,135401,64633,55807,,,,,,,3950,,,,,2320,,
"Products","Other","6760","PHOTOGRAPHIC EQ & ACCESSORIES","Other via Platform Portfolio",342000,,674719,105000,,,,,,,,,,,,70146,18805,205698.7492,0,,879873,-0.2,,7975.79,,,,,,0,12817
"Products","Other","6780","PHOTOGRAPHIC SETS KITS & OUTFITS","Other via Platform Portfolio",,,,130227,,,,,,,,,,,,,20750,,,,,,,,,,,,,,
"Products","Other","6810","CHEMICALS","Other via Platform Portfolio",1813000,5819000,8998777,8143320,2034651,2099835,6078693,9407810,5066071,839253,347678,636881,2077915,7053174,4457592,6984942,2970895,5429111.2843,7103369.0831,4132060.9978,5233314.3476,771448.498,1106523.7211,2244190.47,2118696.15,3900419.7513,2202061.25,657221.9062,305709.3491,188552.25,1178806.4491
"Products","Other","6820","DYES","Other via Platform Portfolio",96000,215000,1584000,740700,184644,,,,,,,,294114,329237,180220,2408656,1583077,3355086,4454706.75,3793340.1123,549719.1897,2978360,1901908.3999,146000,17027.65,0,,,1382270,3346125,1962200
"Products","Other","6830","GASES: COMPRESSED AND LIQUEFIED","Other via Platform Portfolio",,37000,,,,59999,,,,,,,,,,21844,84002,,,,,,3933.97,,,,,,,,
"Products","Other","6840","PEST CONT AGENTS & DISINFECTANTS","Other via Platform Portfolio",,31000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2628.8999,
"Products","Other","6850","MISCELLANEOUS CHEMICAL SPECIALTIES","Other via Platform Portfolio",314000,853000,161662,35128,145417,157715,247633,488386,,,,,8432640,10067797,,47820,36264,3967.5,9799,32997.1992,,21800,22257.1499,,,9495.7301,1185665,1352751.7901,704336.3316,0,
"Products","Other","6910","TRAINING AIDS","Other via Platform Portfolio",45000,30000,,151048,,,,,496582,372750,,13963378,15440611,22440955,10190575,15620685,14991661,17755959,4861867.125,359475.1426,-715735.5809,-11907.2402999999,413571.504,-36683.83,11981.24,372852.92,788400,228065.3594,370706.8496,741909.25,192925.1152
"Products","Other","6920","ARMAMENT TRAINING DEVICES","Other via Platform Portfolio",10615000,20790000,38052350,21019876,52962697,56882095,52619265,65851647,51922431,32173195,81872398,8994429,14727230,9405331,7925714,22238691,19274612.375,14026838.0304,36269638.3677,1332696.9453,4061974.5958,11761264.4806,5020819.5428,8936138.31,2859381,35527915.0283,2071248,196426.0703,24558203.4531,3281391.8125,4944399.484
"Products","Other","6930","OPERATION TRAINING DEVICES","Other via Platform Portfolio",31075000,3774000,1303058,1556675,1896677,4348557,1396639,960767,,396594,,27885,,,40586,148024,,1452008.625,1924593.5,3544.0698,66390.7002,1083994.625,1921869.0469,832088.82,2053971.94,983810.6348,0,-258099.8594,,97701.2422,-2748.1299
"Products","Other","6940","COMMUNICATION TRAINING DEVICES","Other via Platform Portfolio",897000,-1668000,,56627,198000,,94258,,,,,,,98996,,19396,121816,0,,,,102796,,,,,,,,,
"Products","Electronics & Communications","7010","ADPE SYSTEM CONFIGURATION","Other via Platform Portfolio",425000,2977000,888726,1527794,1580611,-40281,48338,736524,766139,150495,1958440,2165874,2541593,587431,2877133,921747,247140,563515.7599,846428.0926,407076.4668,828456.58,146202.2202,107330.0518,,11632407.15,3701648.1544,2912762.2827,636202.9104,3231914.0493,8611485.8179,8495608.7191
"Products","Electronics & Communications","7020","ADP CENTRAL PROCESSING UNIT (CPU, COMPUTER), ANALOG","Other via Platform Portfolio",,,,,189890,,312372,31953,76040,77917,,,44955,,355259,1643112,,311255,798454.0898,481698.5801,234249.9087,147003.9209,1697560.4178,483.56,509668.39,402812.25,,622361.9375,148050,0,
"Products","Electronics & Communications","7021","ADP CENTRAL PROCESSING UNIT (CPU, COMPUTER), DIGITAL","Other via Platform Portfolio",90000,,,,,,249828,2943070,635892,,878040,78960,938675,868519,527761,,58376,27018.6904,52560.8897,4351550.5938,8540513.2488,914111.1533,59427.7516,185695.9317,-553051.3997,549928.3096,130829.5232,-17357.9995,1502531.7315,1418290.8516,100760
"Products","Electronics & Communications","7022","ADP CENTRAL PROCESSING UNIT (CPU, COMPUTER), HYBRID","Other via Platform Portfolio",,,,,,,,,,,,,,,,,32245,,,,,,,,,,,,,,
"Products","Electronics & Communications","7025","ADP INPUT/OUTPUT & STORAGE DEVICES","Other via Platform Portfolio",225000,1925000,1407718,711170,410004,693499,3359921,357094,1965266,4056988,226461,2016943,1848068,22776385,16419961,16563763,1591059.1016,1014755.9469,1520865.8594,681296.6683,2238486.2198,1463370.7392,4837959.2,1848258.1101,985098.49,233954.6191,-334166.8779,648662.2072,1167035.0513,5825049.7822,6504864.6955
"Products","Electronics & Communications","7030","ADP SOFTWARE","Other via Platform Portfolio",912000,3985000,819148,5199818,2484534,13856462,7912593,7401069,1977838,382459,1170737,1860649,7375578,5036347,4565506,2509633.8281,3633106,1591118.5,791688.017,1167628.775,2024738.6501,6725729.5302,11337023.2485,9233855.77,6943692.3148,1630003.8701,3820935.9112,5332478.3269,6774787.4942,8761241.3292,4982507.2736
"Products","Electronics & Communications","7035","ADP SUPPORT EQUIPMENT","Other via Platform Portfolio",3213000,23392348,9370831,3368998,9690307,13243788,1790458,3568849,209747,866286,921877,360057,121522,33392,375000,781565,1278533,891088.1191,267461.3613,778603.4171,638904.3065,1846173.281,279680.4859,642197.8834,714209.94,1409065.0022,3036017.2911,1298771.9318,1623875.1261,16710575.7057,13136989.1898
"Products","Electronics & Communications","7040","PUNCHED CARD EQUIPMENT","Other via Platform Portfolio",,,,479810,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Products","Electronics & Communications","7042","MINI & MICRO COMPUTER CONT DEVICES","Other via Platform Portfolio",555000,,57057,,,,,,,,,,,,,,33061,222197.5,1037401,51162.5296,281173.5596,356678,,,,,,,,0,
"Products","Electronics & Communications","7045","ADP SUPPLIES","Other via Platform Portfolio",,417000,,,,,72780,1176497,227139,,,,,,21236,541910,58348,,151769.39,111747.3794,282876.5303,47005.1596,195450.116,34281.2,12169.64,143197.04,458597.6875,124134.3398,225290.7207,711906.5363,25512.3698
"Products","Electronics & Communications","7050","ADP COMPONENTS","Other via Platform Portfolio",1379000,855000,154796,46961,-93996,2293950,5343025,2116127,5655886,5214578,192197,982185,,1084358,456031,1099592,959217,52374.7012,536655.7387,1493501.5459,1208855.6295,32554.9297,321069,723605.02,10888907.76,1371161.6338,8360136.4022,329839.2539,1447097.534,3872259.5275,1562100.2247
