Year,Global.Vendor.Name,Number.of.Actions,Dollars.Obligated,ParentID_M,ObligatedAmount,NumberOfActions,FreqCount,Rank,Diff_Amount,Diff_Action,Diff_Freq
2006,GENERAL ELECTRIC COMPANY,6226,2409626230.02,GENERAL ELECTRIC,64447508,18542837,584,23,2345178722.02,-18536611,5642
2006,ITT CORPORATION,1476,2306480820.48,ITT,30622219,9493549,299,38,2275858601.48,-9492073,1177
2006,MACANDREWS & FORBES HOLDINGS INC.,1535,2137695311.18,MACANDREWS AMG HOLDING,NA,NA,NA,NA,NA,NA,NA
2006,HEALTH NET  INC.,94,2119299090.37,HEALTH NET,NA,NA,NA,NA,NA,NA,NA
2006,TRIWEST HEALTHCARE ALLIANCE CORP.,127,2021460650,TRIWEST HEALTHCARE ALLIANCE,NA,NA,NA,NA,NA,NA,NA
2006,ELECTRONIC DATA SYSTEMS CORPORATION,15058,1977712607.54,ELECTRONIC DATA SYSTEMS [HEWLETT PACKARD],66930717,26258359,827,22,1910781890.54,-26243301,14231
2006,COMPUTER SCIENCES CORPORATION,2912,1900982784.47,COMPUTER SCIENCES,34442423,11525811,363,33,1866540361.47,-11522899,2549
2006,HONEYWELL INTERNATIONAL INC,7877,1452348447.44,HONEYWELL,104874445,30449556,959,17,1347474002.44,-30441679,6918
2006,HARRIS CORPORATION,1431,1411116392.5,HARRIS,20643107,6000939,189,49,1390473285.5,-5999508,1242
2006,URS CORPORATION,3495,1385388616.67,URS,31472347,11081099,349,36,1353916269.67,-11077604,3146
2006,ROCKWELL COLLINS  INC.,1182,1353619801.3,ROCKWELL COLLINS,14949329,4572144,144,66,1338670472.3,-4570962,1038
2006,DRS TECHNOLOGIES  INC.,2604,1323319720.19,DRS,8713127,2952843,93,95,1314606593.19,-2950239,2511
2006,AMERISOURCEBERGEN CORPORATION,63030,1322372832,AMERISOURCEBERGEN,919222806,246102001,7751,1,403150026,-246038971,55279
2006,FEDERAL EXPRESS CHARTER PROGRAM TEAM ARRANGEMENT,1177,1292917713,FEDERAL EXPRESS,NA,NA,NA,NA,NA,NA,NA
2006,BOOZ ALLEN HAMILTON INC.,2925,1231221728.9,BOOZ ALLEN HAMILTON,30848333,9684055,305,37,1200373395.9,-9681130,2620
2006,BELL BOEING JOINT PROJECT OFFICE,112,1110561993,BELL BOEING JOINT PROJECT OFFICE [BELL/BOEING],NA,NA,NA,NA,NA,NA,NA
2006,EVERGREEN INTERNATIONAL AIRLINES  INC.,655,1023465614,EVERGREEN INTERNATIONAL,NA,NA,NA,NA,NA,NA,NA
2006,KUWAIT PETROLEUM CORPORATION (,28,1011270194,KUWAIT PETROLEUM,NA,NA,NA,NA,NA,NA,NA
2006,BECHTEL GROUP  INC,163,998290090.74,BECHTEL,NA,NA,NA,NA,NA,NA,NA
2006,ENVIRONMENTAL CHEMICAL CORPORATION,289,993582489.77,ENVIRONMENTAL CHEMICAL,NA,NA,NA,NA,NA,NA,NA
2006,OSHKOSH TRUCK CORPORATION,1936,988263556.91,OSHKOSH,27976757,7683742,242,40,960286799.91,-7681806,1694
2006,EXXON MOBIL CORPORATION,20,988105594,EXXON MOBIL,NA,NA,NA,NA,NA,NA,NA
2006,TEXTRON INC.,5526,958725655.74,TEXTRON,89442753,24353017,767,19,869282902.74,-24347491,4759
2006,ALLIANT TECHSYSTEMS INC,547,829395903.2,ALLIANT TECHSYSTEMS OPERATIONS,NA,NA,NA,NA,NA,NA,NA
2006,CACI INTERNATIONAL INC,2001,827127742.7,CACI,23612857,8001252,252,44,803514885.7,-7999251,1749
2006,EQUILON ENTERPRISES L  L  C,2,804836908,NA,NA,NA,NA,NA,NA,NA,NA
2006,NATIONAL AGRICULTURAL COOPERATIVE FEDERATION,87,762328685,National Agricultural Cooperative Federation,NA,NA,NA,NA,NA,NA,NA
2006,PHILLIPS & JORDAN INC,230,707759130.01,PHILLIPS AND JORDAN,NA,NA,NA,NA,NA,NA,NA
2006,GENERAL ATOMIC TECHNOLOGIES CORPORATION,275,689466975.13,GENERAL ATOMICS,NA,NA,NA,NA,NA,NA,NA
2006,BP P.L.C.,57,677607532,BP GLOBAL,NA,NA,NA,NA,NA,NA,NA
2006,MCKESSON CORPORATION,8526,666104126,MCKESSON,119685352,32132012,1012,13,546418774,-32123486,7514
2006,VALERO ENERGY CORPORATION,6,661171541,VALERO ENERGY,NA,NA,NA,NA,NA,NA,NA
2006,THE MITRE CORPORATION,173,660556094,THE MITRE,NA,NA,NA,NA,NA,NA,NA
2006,THE AEROSPACE CORPORATION,10,653969926,THE AEROSPACE,NA,NA,NA,NA,NA,NA,NA
2006,CARDINAL HEALTH  INC.,37115,632801796.4,CARDINAL HEALTH,514993345,138370858,4358,2,117808451.39999998,-138333743,32757
2006,SYRACUSE RESEARCH CORP,163,615049000.25,NA,NA,NA,NA,NA,NA,NA,NA
2006,DELL INC,9057,582676346.87,DELL,125493522,36323144,1144,10,457182824.87,-36314087,7913
2006,REFINERY ASSOCIATES OF TEXAS  INC,7,576557185,REFINERY ASSOCIATES OF TEXAS,NA,NA,NA,NA,NA,NA,NA
2006,CERBERUS PARTNER LP,1246,560047105.45,CERBERUS,NA,NA,NA,NA,NA,NA,NA
2006,UNITED INDUSTRIAL CORPORATION,279,559522358.11,UNITED INDUSTRIAL,NA,NA,NA,NA,NA,NA,NA
2006,CHUGACH ALASKA CORP,2047,553547111.66,CHUGACH ALASKA,22068793,7048722,222,46,531478318.65999997,-7046675,1825
2006,GOVERNMENT OF CANADA,1513,548187635.88,GOVERNMENT OF CANADA,NA,NA,NA,NA,NA,NA,NA
2006,A.P. MOLLER - MARSK A/S,140,543540080,AP Moller MAERSK,NA,NA,NA,NA,NA,NA,NA
2006,BATTELLE MEMORIAL INSTITUTE,1593,536918620.34,BATTELLE,23232074,7080473,223,45,513686546.34000003,-7078880,1370
2006,HOPKINS JOHNS UNIVERSITY,820,524399371.06,JOHNS HOPKINS UNIVERSITY,8413959,2571831,81,98,515985412.06,-2571011,739
2006,JACOBS ENGINEERING GROUP INC.,1392,520108952.29,JACOBS ENGINEERING GROUP,12468928,4603895,145,75,507640024.29,-4602503,1247
2006,ABU DHABI NATIONAL OIL CO,2,494286e3,ABU DHABI NATIONAL OIL COMPANY,NA,NA,NA,NA,NA,NA,NA
2006,KRAFT FOODS INC,52376,466704419,KRAFT FOODS,NA,NA,NA,NA,NA,NA,NA
2006,ARINC MANAGEMENT CORPORATION,726,459900968,ARINC [Carlyle Group],6588985,2667084,84,115,453311983,-2666358,642
2006,CERES ENVIRONMENTAL SERVICES  INC,76,454718957.17,CERES ENVIRONMENTAL SERVICES,NA,NA,NA,NA,NA,NA,NA
2006,ASHBRITT  INC.,246,445287311,ASHBRITT,NA,NA,NA,NA,NA,NA,NA
2006,HUNT BUILDING CORPORATION,55,438163722,NA,NA,NA,NA,NA,NA,NA,NA
2006,EDO CORPORATION,1200,437280229.28,EDO ACQUISITION II,NA,NA,NA,NA,NA,NA,NA
2006,CERADYNE INC,54,436231155,CERADYNE,NA,NA,NA,NA,NA,NA,NA
2006,MCDONNELL DOUGLAS CORP,93,435424231,MCDONNELL DOUGLAS [BOEING],NA,NA,NA,NA,NA,NA,NA
2006,AFOGNAK NATIVE CORPORATION,1860,423906827.36,AFOGNAK NATIVE,NA,NA,NA,NA,NA,NA,NA
2006,TETRA TECH  INC.,1008,423280258.03,TETRA TECH,10585550,3810120,120,82,412694708.03,-3809112,888
2006,HAWKER BEECHCRAFT  INC.,148,406096563.32,HAWKER BEECHCRAFT,NA,NA,NA,NA,NA,NA,NA
2006,DYNCORP TECHNICAL SERVICES INC,666,405635195.22,DYNCORP INTERNATIONAL,10206776,3556112,112,86,395428419.22,-3555446,554
2006,SK HOLDINGS CO.  LTD.,9,402650951,SK GROUP,NA,NA,NA,NA,NA,NA,NA
2006,THE PROCTER & GAMBLE COMPANY,11324,392806767,PROCTER & GAMBLE,NA,NA,NA,NA,NA,NA,NA
2006,MANTECH INTERNATIONAL CORPORATION,1232,381588701.92,MANTECH INTL A,12595794,3969024,125,74,368992907.92,-3967792,1107
2006,CH2M HILL COMPANIES  LTD,899,378491479.26,CH2M HILL,11112683,3238602,102,80,367378796.26,-3237703,797
2006,THE SHAW GROUP INC,513,371392184.52,SHAW GROUP INC,4995151,1555799,49,148,366397033.52,-1555286,464
2006,NJVC  LLC,17,369424539,NJVC,NA,NA,NA,NA,NA,NA,NA
2006,ELBIT SYSTEMS LTD.,444,363313823.83,ELBIT SYSTEMS,NA,NA,NA,NA,NA,NA,NA
2006,HENSEL PHELPS CONSTRUCTION CO,154,360024032,HENSEL PHELPS CONSTRUCTION,NA,NA,NA,NA,NA,NA,NA
2006,COMBAT SUPPORT ASSOCIATES,16,356999708,COMBAT SUPPORT ASSOCIATES,NA,NA,NA,NA,NA,NA,NA
2006,GS HOLDINGS CORP.,10,356313452,NA,NA,NA,NA,NA,NA,NA,NA
2006,GE ROLLS-ROYCE FIGHTER ENGINE TEAM  LLC,11,352213692,GE ROLLS-ROYCE FIGHTER ENGINE TEAM [GE/ROLLS ROYCE],NA,NA,NA,NA,NA,NA,NA
2006,KEMYONG FARM LTD,71,350511935,KEMYONG FARM,NA,NA,NA,NA,NA,NA,NA
2006,UBS PROVEDORES PTY LTD,9,343909940,UBS PROVEDORES PTY,NA,NA,NA,NA,NA,NA,NA
2006,THALES,400,339815523.74,THALES,NA,NA,NA,NA,NA,NA,NA
2006,DOGOG FARM,52,338526945,DOGOG FARM,NA,NA,NA,NA,NA,NA,NA
2006,DATAPATH INC,104,331373966,NA,NA,NA,NA,NA,NA,NA,NA
2006,QINETIQ NORTH AMERICA OPERATIONS LLC,762,324817093.21,QINETIQ GROUP PLC [NORTH AMERICA],NA,NA,NA,NA,NA,NA,NA
2006,TYSON FOODS  INC,49791,322758851,TYSON FOODS,NA,NA,NA,NA,NA,NA,NA
2006,CUBIC CORPORATION,496,317222002.25,CUBIC,NA,NA,NA,NA,NA,NA,NA
2006,VERITAS CAPITAL MANAGEMENT II LLC,174,315670785,VERITAS CAPITAL FUND,NA,NA,NA,NA,NA,NA,NA
2006,VSE CORPORATION,364,314731227.68,VSE,NA,NA,NA,NA,NA,NA,NA
2006,VINNELL CORPORATION,6,314571133,VINNELL [NORTHROP GRUMMAN],NA,NA,NA,NA,NA,NA,NA
2006,GOODRICH CORPORATION,1626,312219570.58,GOODRICH,20584316,6159694,194,50,291635254.58,-6158068,1432
2006,TESORO CORPORATION,13,309498484,TESORO,NA,NA,NA,NA,NA,NA,NA
2006,ROLLS-ROYCE GROUP PLC,628,303436441.47,ROLLS ROYCE,13070286,3937124,124,71,290366155.47,-3936496,504
2006,AECOM TECHNOLOGY CORPORATION,312,302692387.12,AECOM TECHNOLOGY,NA,NA,NA,NA,NA,NA,NA
2006,INTERNATIONAL BUSINESS MACHINES CORPORATION,733,297388698.79,IBM,9982777,2921092,92,87,287405921.79,-2920359,641
2006,WEEKS MARINE  INC,152,294713931,WEEKS MARINE,NA,NA,NA,NA,NA,NA,NA
2006,PROCURENET INC,8667,292338891,NA,NA,NA,NA,NA,NA,NA,NA
2006,INTERPUBLIC GROUP OF COMPANIES  INC.,333,291428154,INTERPUBLIC GROUP OF COMPANIES,5126086,1365293,43,146,286302068,-1364960,290
