fiscal_year	contractingofficeagencyid	ProductOrServiceCode	PlatformPortfolio	ProjectID	majorprogramcode	VehicleClassification	CompetitionClassification	ClassifyNumberOfOffers	informationtechnologycommercialitemcategory	commercialitemacquisitionprocedures	commercialitemtestprogram	PricingUCA	VendorSize	fundedbyforeignentity	PlaceISOalpha3	pop_state_code	placeofperformancezipcode	VendorISOalpha3	VendorStateCode	OriginISOalpha3	placeofmanufacture	IsSiliconValley	majorprogramcode	IsZipTraditionalSiliconValley	EntityText	EntityID	SumOfobligatedAmount	SumOfnumberOfActions
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	MD	217016291	USA	MD	USA	C	NULL		NULL	122367571	253969	1000.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	MI	481034978	USA	MI	USA	C	NULL		NULL	080108679	1168522	3800.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	MI	481052588	USA	MI	USA	C	NULL		NULL	009485124	23204	3800.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	MO	631441493	USA	MO	USA	C	NULL		NULL	827732798	1215963	1000.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	NJ	080571373	USA	NJ	USA	C	NULL		NULL	076637073	190725	3800.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	NM	871104193	USA	NM	USA	C	NULL		NULL	079360382	232420	3340.0000	2
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	NM	871231846	USA	NM	USA	C	NULL		NULL	031885231	17421	3613.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	NY	100042415	USA	NY	USA	C	NULL		NULL	080706249	1171467	2400.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	NY	100132930	USA	NY	USA	C	NULL		NULL	117212185	1197925	1000.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	NY	100144609	USA	NY	USA	C	NULL		NULL	080267386	1169107	3795.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	NY	113722120	USA	NY	USA	C	NULL		NULL	051550991	1192806	2000.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	NY	135023526	USA	NY	USA	C	NULL		NULL	078840730	178360	1652.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	OH	432152929	USA	OH	USA	C	NULL		NULL	116923022	1196900	1000.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	OH	453859778	USA	OH	USA	C	NULL		NULL	117561566	1210749	1500.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	OH	454311662	USA	OH	USA	C	NULL		NULL	153927827	298471	1500.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	OH	454337104	USA	DC	USA	C	NULL		NULL	081307652	1176023	1000.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	OH	454337104	USA	MA	USA	C	NULL		NULL	859244204	603510	3496.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	SC	294928230	USA	SC	USA	C	NULL		NULL	078434138	234341	2992.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	TX	752095005	USA	TX	USA	C	NULL		NULL	043612924	1192593	3400.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	TX	775783279	USA	TX	USA	C	NULL		NULL	081084615	1195401	2829.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	TX	787013089	USA	TX	USA	C	NULL		NULL	058479934	1193037	7600.0000	2
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	UT	844051573	USA	UT	USA	C	NULL		NULL	827432407	533691	3800.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	VA	201473876	USA	VA	USA	C	NULL		NULL	147794171	332326	2710.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	VA	201475935	USA	VA	USA	C	NULL		NULL	080132615	1168596	2156.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	VA	201553449	USA	VA	USA	C	NULL		NULL	809254530	563043	3740.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	VA	201666740	USA	VA	USA	C	NULL		NULL	837829084	631432	3800.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	VA	201713283	USA	VA	USA	C	NULL		NULL	826518255	650657	2929.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	VA	201716356	USA	VA	USA	C	NULL		NULL	611639688	482502	1000.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	VA	201872432	USA	VA	USA	C	NULL		NULL	080159027	1168699	1000.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	VA	201903336	USA	VA	USA	C	NULL		NULL	080033961	1168332	1000.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	VA	201913440	USA	VA	USA	C	NULL		NULL	013341842	87576	1593.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	VA	201913453	USA	VA	USA	C	NULL		NULL	137768482	254876	3586.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	VA	201915481	USA	VA	USA	C	NULL		NULL	788738503	466929	2495.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	VA	222011613	USA	VA	USA	C	NULL		NULL	117074826	1197363	2050.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	VA	223103264	USA	VA	USA	C	NULL		NULL	829424220	600137	1707.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	VA	223143247	USA	VA	USA	C	NULL		NULL	803902639	559654	3423.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	VA	223310001	USA	VA	USA	C	NULL		NULL	796921406	578455	3178.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	WA	980522431	USA	WA	USA	C	NULL		NULL	078571830	1206184	3800.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	WA	982906032	USA	WA	USA	C	NULL		NULL	081127175	1174594	2820.0000	1
2021	5700	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	WA	986077684	USA	WA	USA	C	NULL		NULL	161511043	376041	3014.0000	1
2021	5700	AC13	Electronics, Comms, & Sensors	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Medium <1B	X	USA	VA	221023819	USA	VA	USA	C	NULL		NULL	079358600	232189	3800.0000	1
2021	5700	AC32	Electronics, Comms, & Sensors	2254		PO	Limited Competition with multiple offers	100+ Offers	Z	A	N	FFP	Small	X	USA	TX	787595315	USA	TX	USA	C	NULL		NULL	041702227	1161686	49158.0000	2
2021	5700	AC32	Electronics, Comms, & Sensors	2254		PO	Limited Competition with multiple offers	100+ Offers	Z	A	N	FFP	Small	X	USA	VA	234537075	USA	VA	USA	C	NULL		NULL	080299549	1169238	149962.0000	1
2021	5700	AC32	Electronics, Comms, & Sensors	2255		PO	Limited Competition with multiple offers	100+ Offers	Z	A	N	FFP	Small	X	USA	VA	201903336	USA	VA	USA	C	NULL		NULL	080033961	1168332	799944.0000	3
2021	5700	AC64	Electronics, Comms, & Sensors	2255		DCA	No Competition (Only One Source Exception)	No competition	Z	D	N	Other CB	Large: Big 6	X	USA	AZ	857569367	USA	AZ	USA	C	0		NULL	RAYTHEON	668856	2915142.0000	4
2021	5700	AD23	Electronics, Comms, & Sensors	2255		SINGLE AWARD IDC	No Competition (Other Exception)	No competition		D	N	Other CB	Medium >1B	X	USA	GA	303185775	USA	GA	USA	C	NULL		NULL	GEORGIA INSTITUTE OF TECHNOLOGY	649631	0.0000	2
2021	5700	AD23	Electronics, Comms, & Sensors	2255		SINGLE AWARD IDC	No Competition (Other Exception)	No competition	Z	D	N	Other CB	Medium >1B	X	USA	GA	303185775	USA	GA	USA	C	NULL		NULL	GEORGIA INSTITUTE OF TECHNOLOGY	649631	62442.0000	3
2021	5700	AD92	Electronics, Comms, & Sensors	2255		DCA	Competition with single offer	One Offer	Z	D	N	FFP	Small	X	USA	CA	926128905	USA	CA	USA	C	NULL		NULL	080788349	1171865	5000000.0000	3
2021	5700	AD93	Other R&D and Knowledge Based	2254		MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	25-99 Offers		D	N	FFP	Large	X	NULL			USA	AZ	NULL		NULL		NULL	HONEYWELL	653876	0.0000	NULL
2021	5700	AD93	Other R&D and Knowledge Based	2254		MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	25-99 Offers		D	N	FFP	Large	X	NULL			USA	VA	NULL		NULL		NULL	LEIDOS	659358	0.0000	NULL
2021	5700	AD93	Other R&D and Knowledge Based	2254		MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	25-99 Offers		D	N	FFP	Medium <1B	X	NULL			USA	CA	NULL		NULL		NULL	117416688	1198707	0.0000	NULL
2021	5700	AD93	Other R&D and Knowledge Based	2254		MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	25-99 Offers		D	N	FFP	Medium <1B	X	NULL			USA	CA	NULL		NULL		NULL	WIND RIVER SYSTEMS	676888	0.0000	NULL
2021	5700	AD93	Other R&D and Knowledge Based	2254		MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	25-99 Offers		D	N	FFP	Medium >1B	X	NULL			USA	CA	NULL		NULL		NULL	PARSONS	666932	0.0000	NULL
2021	5700	AD93	Other R&D and Knowledge Based	2254		MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	25-99 Offers		D	N	FFP	Small	X	NULL			USA	CA	NULL		NULL		NULL	079995785	1194252	0.0000	NULL
2021	5700	AD93	Other R&D and Knowledge Based	2254		MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	25-99 Offers		D	N	FFP	Small	X	NULL			USA	CO	NULL		NULL		NULL	116948199	1196955	0.0000	NULL
2021	5700	AD93	Other R&D and Knowledge Based	2254		MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	25-99 Offers		D	N	FFP	Small	X	NULL			USA	NY	NULL		NULL		NULL	782414408	469339	0.0000	NULL
2021	5700	AD93	Other R&D and Knowledge Based	2254		MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	25-99 Offers		D	N	FFP	Small	X	NULL			USA	OH	NULL		NULL		NULL	081210384	1195544	0.0000	NULL
2021	5700	AD93	Other R&D and Knowledge Based	2254		MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	25-99 Offers		D	N	FFP	Small	X	NULL			USA	OH	NULL		NULL		NULL	117466845	1198949	0.0000	NULL
2021	5700	AD93	Other R&D and Knowledge Based	2254		MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	25-99 Offers		D	N	FFP	Small	X	NULL			USA	VA	NULL		NULL		NULL	080622114	1170896	0.0000	NULL
2021	5700	AD93	Other R&D and Knowledge Based	2254		MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	25-99 Offers		D	N	FFP	Small	X	NULL			USA	VA	NULL		NULL		NULL	968070222	640915	0.0000	NULL
2021	5700	AJ12	Electronics, Comms, & Sensors	2255		SINGLE AWARD IDC	Competition with single offer	One Offer	Z	D	N	Other CB	Medium <1B	X	USA	DC	204180007	USA	DC	USA	C	NULL		NULL	NATIONAL ACADEMY OF SCIENCES	664030	0.0000	1
2021	9763	1265	Electronics, Comms, & Sensors	1843		BOA	No Competition (Only One Source Exception)	No competition	Z	D		Other CB	Large: Big 6	X	USA	FL	337771444	USA	FL	USA	D	0		NULL	RAYTHEON	668856	-259601.0938	2
2021	9763	1265	Electronics, Comms, & Sensors	1843		DCA	Full Competition (Multiple Offers)	5-9 Offers	Z	D	N	Incentive	Large: Big 6	X	USA	FL	337771444	USA	FL	USA	D	0		NULL	RAYTHEON	668856	0.0000	1
2021	9763	1265	Electronics, Comms, & Sensors	1843		DCA	No Competition (Only One Source Exception)	No competition	Z	D	N	Other CB	Large: Big 6	X	USA	FL	337771444	USA	FL	USA	D	0		NULL	RAYTHEON	668856	0.0000	2
2021	9763	1265	Electronics, Comms, & Sensors	1843	CEC	DCA	Competition with single offer	One Offer	Z	D	N	Incentive	Large: Big 6	X	USA	FL	337771444	USA	FL	USA	D	0	CEC	NULL	RAYTHEON	668856	0.0000	1
2021	9763	3590	Electronics, Comms, & Sensors	1843		BOA	No Competition (Only One Source Exception)	No competition	Z	D		Other CB	Large: Big 6	X	USA	FL	337771444	USA	FL	USA	D	0		NULL	RAYTHEON	668856	-33758.5195	1
2021	9763	3590	Electronics, Comms, & Sensors	1843		DCA	Full Competition (Multiple Offers)	Two Offers	Z	D	N	FFP	Large	X	USA	PA	159047224	USA	PA	USA	D	NULL		NULL	FINMECCANICA SPA	687152	0.0000	1
2021	9763	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Large: Big 6	X	NULL			USA	NM	NULL		0		NULL	NORTHROP GRUMMAN	665531	0.0000	NULL
2021	9763	AD93	Other R&D and Knowledge Based	2254		MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	25-99 Offers		D	N	FFP	Large	X	NULL			USA	VA	NULL		NULL		NULL	AT & T	683053	0.0000	NULL



