"Fiscal Year","Contracting Agency ID","Contracting Agency Name","Product or Service Code","Product or Service Description","Base and All Options Value (Total Contract Value)"
"2021","5700","DEPT OF THE AIR FORCE","D305","IT AND TELECOM - TELEPROCESSING, TIMESHARE, CLOUD COMPUTING, AND HIGH PERFORMANCE COMPUTING","$0.00"
"2021","5700","DEPT OF THE AIR FORCE","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","$0.00"
"2021","5700","DEPT OF THE AIR FORCE","D325","IT AND TELECOM- DATA CENTERS AND STORAGE","$0.00"
"2021","5700","DEPT OF THE AIR FORCE","D399","IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS","$0.00"
"2021","7001","OFFICE OF PROCUREMENT OPERATIONS","AJ12","GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; APPLIED RESEARCH","$792,820.00"
"2021","7001","OFFICE OF PROCUREMENT OPERATIONS","AZ11","R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH)","$0.00"
"2021","7001","OFFICE OF PROCUREMENT OPERATIONS","AZ12","R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","($976.00)"
"2021","7001","OFFICE OF PROCUREMENT OPERATIONS","Q402","MEDICAL- NURSING HOME CARE CONTRACTS","$0.00"
"2021","7013","TRANSPORTATION SECURITY ADMINISTRATION","6350","MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS","$5,532,000.00"
"2021","7013","TRANSPORTATION SECURITY ADMINISTRATION","C1BE","ARCHITECT AND ENGINEERING- CONSTRUCTION: AIRPORT TERMINALS","($11,600,701.36)"
"2021","7013","TRANSPORTATION SECURITY ADMINISTRATION","R499","SUPPORT- PROFESSIONAL: OTHER","$0.00"
"2021","7013","TRANSPORTATION SECURITY ADMINISTRATION","S112","UTILITIES- ELECTRIC","$11,593,829.26"
"2021","7013","TRANSPORTATION SECURITY ADMINISTRATION","S119","UTILITIES- OTHER","$83,758.00"
"2021","7013","TRANSPORTATION SECURITY ADMINISTRATION","S201","HOUSEKEEPING- CUSTODIAL JANITORIAL","$2,237,022.44"
"2021","7013","TRANSPORTATION SECURITY ADMINISTRATION","S206","HOUSEKEEPING- GUARD","$13,187,261.18"
"2021","7013","TRANSPORTATION SECURITY ADMINISTRATION","Y1BE","CONSTRUCTION OF AIRPORT TERMINALS","$0.00"
"2021","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","AC14","R&D- DEFENSE SYSTEM: AIRCRAFT (ENGINEERING DEVELOPMENT)","$0.00"
"2021","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","AC52","R&D- DEFENSE SYSTEM: WEAPONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","$0.00"
"2021","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","AC54","R&D- DEFENSE SYSTEM: WEAPONS (ENGINEERING DEVELOPMENT)","$0.00"
"2021","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","AC62","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","$0.00"
"2021","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","AD92","R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","$0.00"
"2021","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","AD94","R&D- DEFENSE OTHER: OTHER (ENGINEERING DEVELOPMENT)","$0.00"
"2021","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","AR75","R&D- SPACE: COMMERCIAL PROGRAMS (OPERATIONAL SYSTEMS DEVELOPMENT)","$0.00"
"2021","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","AZ11","R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH)","$0.00"
"2021","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","AZ14","R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT)","$0.00"
"2021","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","D302","IT AND TELECOM- SYSTEMS DEVELOPMENT","$0.00"
"2021","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","D399","IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS","$0.00"
"2021","9776","USTRANSCOM","D302","IT AND TELECOM- SYSTEMS DEVELOPMENT","$0.00"
"2021","97AD","IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE","AC15","NATIONAL DEFENSE R&D SVCS; DEPARTMENT OF DEFENSE - MILITARY; R&D FACILITIES & MAJ EQUIP","$0.00"
"2021","97AD","IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE","AR41","R&D- SPACE: OPERATIONS, TRACKING AND DATA ACQUISITION (BASIC RESEARCH)","$0.00"
"2021","97AD","IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE","D307","IT AND TELECOM- IT STRATEGY AND ARCHITECTURE","$0.00"
"2021","97AD","IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE","D310","IT AND TELECOM- CYBER SECURITY AND DATA BACKUP","$0.00"
"2021","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","AC11","NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; BASIC RESEARCH","$10,644,348.00"
"2021","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","AC11","R&D- DEFENSE SYSTEM: AIRCRAFT (BASIC RESEARCH)","$954,232.00"
"2021","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","AC12","NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; APPLIED RESEARCH","$2,998,800.00"
"2021","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","AC13","NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; EXPERIMENTAL DEVELOPMENT","$71,629,303.00"
"2021","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","AD91","R&D- DEFENSE OTHER: OTHER (BASIC RESEARCH)","$1,140,987.00"
"2021","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","AD92","R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","$0.00"
"2021","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","AD93","R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT)","$8,542,414.00"
"2021","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","AD95","R&D- DEFENSE OTHER: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT)","$1,497,675.00"
"2021","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","AZ13","R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT)","$0.00"
"2021","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","AC64","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ENGINEERING DEVELOPMENT)","$0.00"
"2021","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","D399","IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS","$0.00"
"2021","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","R499","SUPPORT- PROFESSIONAL: OTHER","$0.00"
"2021","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","AC22","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; APPLIED RESEARCH","$998,813.00"
"2021","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","AC22","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","$843,477.00"
"2021","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","AC32","R&D- DEFENSE SYSTEM: SHIPS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","$1,120,044.00"
"2021","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","AD94","R&D- DEFENSE OTHER: OTHER (ENGINEERING DEVELOPMENT)","$11,423,688.00"
"2021","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","AJ13","GENERAL SCIENCE & TECHNOLOGY R&D SVCS; GENERAL SCIENCE & TECHNOLOGY; EXPERIMENTAL DEVELOPMENT","$6,000,000.00"
"2021","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","AR11","SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; BASIC RESEARCH","$1,088,312.00"
"2021","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","AZ15","R&D- OTHER RESEARCH AND DEVELOPMENT (OPERATIONAL SYSTEMS DEVELOPMENT)","$100,000,000.00"
"2021","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","$1,000,333.00"
"2021","97JC","MISSILE DEFENSE AGENCY (MDA)","AC23","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; EXPERIMENTAL DEVELOPMENT","$0.00"
"2021","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","1240","OPTICAL SIGHTING AND RANGING EQUIPMENT","$2,376,683.04"
"2021","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","AZ13","R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT)","$0.00"
