fiscal_year	Customer	PlatformPortfolio	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	AnyEntityForeignPlaceOfPerformance	IsEntityAbove2016constantOneMillionThreshold	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	IsEntityAbove2018constant10ThousandThreshold	EntityCount	AllContractorCount	numberOfActions	ObligatedAmount
2017	Defense	Other R&D and Knowledge Based	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	31	1802	861305465.2003
2004	Defense	Other Services	M	Medium Vendor	PDuns-1	1	0	0	0	1	0	145	145	233	821345.0000
2016	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	92	92	4285	31875073.8552
1999	Defense	Aircraft	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	53	74	424	176673335.0000
1990	Defense	NULL	N	Sometimes Small Vendor	PID	NULL	NULL	0	1	1	1	2	2	NULL	NULL
2011	Defense	Ships & Submarines	S	Always Small Vendor	PID	1	0	0	1	1	1	6	6	30	1892078.2558
2014	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	2	2	2	-4637.0600
2014	Defense	Other Products	M	Medium Vendor	Duns	1	0	0	0	1	0	1	1	2	0.0000
2013	Defense	NULL	N	Sometimes Small Vendor	PID	1	1	1	1	1	1	1	1	1	-3172.5000
2007	Defense	Missile Defense	S	Always Small Vendor	PID	1	0	0	1	1	1	3	3	6	1049025.0000
1993	Defense	Ordnance and Missiles	S	Always Small Vendor	Duns	NULL	NULL	1	1	1	1	267	267	NULL	309391405.0000
2015	Defense	Missile Defense	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	5	80	27104767.4165
2015	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	Duns	1	1	0	0	1	1	7	7	23	52536.9607
2016	Defense	Land Vehicles	M	Medium Vendor	Duns	1	1	0	0	1	1	3	3	6	66505.8914
2005	Defense	Ordnance and Missiles	J	Large: Big 5 JV	PID	1	0	1	1	1	1	3	3	93	472988126.0000
2008	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	0	21	21	68	5320.5400
2014	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-2+	1	1	0	0	0	0	2	2	2	13973.5000
2000	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	5	5	32	11162268.0000
2016	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	40	43	178	3964752.4832
2014	Defense	Land Vehicles	J	Large: Big 5 JV	PID	1	1	1	1	1	1	1	1	5	46643.1700
2009	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	11	13	46	5174971.6107
2000	Defense	Other Services	M	Medium Vendor	PDuns-2+	1	0	0	0	1	1	2	2	2	55464.0000
2004	Defense	Facilities and Construction	S	Always Small Vendor	Name	1	0	0	0	1	1	2	1	2	20759.0000
2017	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	100	100	439	1669244.9757
2002	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	96	96	164	2446991.0000
2006	Defense	Ordnance and Missiles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	10	219	34649498.7500
2006	Defense	Other Products	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	32	32	48	-96553.0000
2008	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	125	125	394	10497300.7806
2014	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-1	1	0	0	0	0	0	195	195	300	-1161261.2500
2020	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	228	228	13125	874598593.2172
2012	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	394	1273	19713	1923862342.6051
2019	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	1	122	122	8350	449547773.5290
2019	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-2+	1	0	1	1	1	1	177	212	1723	549912508.2212
2003	Defense	Other R&D and Knowledge Based	L	Large Vendor	PID	1	0	1	1	1	1	45	45	2063	644849787.5303
2008	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	606	606	1754	54816521.5117
1993	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	0	1	1	1	223000.0000
1994	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	0	1	1	1	95808.0000
1995	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	139	214	980	695360514.0000
1992	Defense	Ordnance and Missiles	M	Medium Vendor	Duns	NULL	NULL	0	0	0	0	5	5	NULL	-684657.0000
1998	Defense	Other Services	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	187	187	1005	391896474.0000
1993	Defense	Ships & Submarines	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	33	33	2	4139554.0000
1993	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	147	205	7	23758922.0000
1998	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	26	33	131	42160807.0000
2006	Defense	NULL	N	Sometimes Small Vendor	Duns	1	1	1	1	1	1	1	1	3	13711.4298
2019	Defense	Ships & Submarines	M	Medium Vendor	PID	1	0	0	0	1	1	1	1	2	24525.0000
2001	Defense	Space Systems	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	3	3	6	3939729.0000
2000	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-2+	1	1	0	1	1	1	3	3	4	162358.0000
2015	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-1	1	1	0	0	0	0	1	1	2	2078.1309
1992	Defense	Other R&D and Knowledge Based	L	Large Vendor	PID	NULL	NULL	1	1	1	1	67	67	NULL	2397216521.0000
2010	Defense	Other Services	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	19	22	51	98170.1896
2016	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-2+	1	1	0	0	1	0	9	9	16	-31752.1502
2015	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	1	1	1	7495.0000
2011	Defense	Ships & Submarines	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	1	1	0	0.0000
2005	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	12	12	0	0.0000
2005	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PID	1	1	0	0	1	1	2	2	9	97691.0000
2001	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	3	3	3	197959.0000
2016	Defense	Facilities and Construction	M	Medium Vendor	Duns	1	0	0	1	1	1	9	9	13	1496534.0359
2013	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	9	9	0	0.0000
2015	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-1	1	1	0	0	1	0	48	48	74	1710118.9005
2015	Defense	Other Services	L	Large Vendor	PID	1	0	0	1	1	1	2	2	2	14100.2500
2009	Defense	Electronics, Comms, & Sensors	L	Large Vendor	PID	1	0	0	1	1	1	5	5	38	468178.0896
2004	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	5	5	5	65534.0000
2001	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	30	30	113	98248872.0000
2020	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	1	1	0	0	1	1	7	7	63	373281.0435
2019	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	4	4	18	-55554.9498
2007	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	7	7	23	880317.0000
2001	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	5	5	5	22015.0000
2014	Defense	Ships & Submarines	N	Sometimes Small Vendor	Duns	1	1	1	1	1	1	2	2	108	1335155.6707
2019	Defense	Other Products	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	0	0	9	10	125	21200.3097
2003	Defense	Other Services	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	145	145	452	3367018.0000
2009	Defense	Aircraft	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	308	308	705	1739583.9603
2001	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	48	48	59	1437134.0000
2007	Defense	Ships & Submarines	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	1	43	49	141	866987.9118
2010	Defense	Other Services	S	Always Small Vendor	PID	1	0	1	1	1	1	16	16	423	195548169.3034
2010	Defense	Other Products	S	Always Small Vendor	PDuns-1	1	1	0	0	1	1	33	33	136	963999.6091
2002	Defense	Aircraft	M	Medium Vendor	PDuns-1	1	0	0	0	1	0	4	4	4	-72059.0000
2009	Defense	Other Products	S	Always Small Vendor	PDuns-1	1	0	0	0	0	0	360	360	674	451696.5743
2018	Defense	Other Products	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	0	31	31	1557	317410.0943
2004	Defense	Facilities and Construction	S	Always Small Vendor	PID	1	1	0	1	1	1	1	1	23	427292.0000
2000	Defense	Facilities and Construction	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	63	71	266	20050898.0000
2002	Defense	Other Products	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	195	195	323	25423270.0000
2016	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	241	241	3784	64491634.1218
2012	Defense	Aircraft	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	707	707	2904	20070875.7941
2001	Defense	Ships & Submarines	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	61	81	257	16869651.0000
2000	Defense	Land Vehicles	L	Large Vendor	PID	1	0	1	1	1	1	6	6	55	43818299.0000
2014	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PID	1	0	1	1	1	1	99	99	2690	1742358712.0039
2001	Defense	Facilities and Construction	M	Medium Vendor	PID	1	0	1	1	1	1	85	85	1819	1333231780.0000
2015	Defense	Facilities and Construction	L	Large Vendor	PID	1	1	1	1	1	1	107	107	99687	4407238722.4905
2007	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	556	556	6543	142432698.2698
2012	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	2927	2927	11213	348640961.7251
2007	Defense	Missile Defense	L	Large Vendor	PID	1	1	1	1	1	1	34	34	1283	759147626.9394
1995	Defense	Aircraft	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	0	11	11	13	-297100.0000
1989	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	1	1	NULL	54000.0000
1991	Defense	Aircraft	M	Medium Vendor	Duns	NULL	NULL	0	0	1	1	1	1	NULL	26000.0000
1996	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	66	76	137	9153083.0000
1991	Defense	Other Products	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	75	91	NULL	457485600.0000
1990	Defense	Missile Defense	B	Big Five	PID	NULL	NULL	1	1	1	1	4	4	NULL	404387000.0000
1992	Defense	Aircraft	S	Always Small Vendor	Duns	NULL	NULL	0	0	1	1	41	41	NULL	-366561.0000
1995	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	1	15	15	15	343171.0000
1995	Defense	Other Products	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	2	2	3	-27480.0000
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PID	1	0	0	0	1	0	2	2	4	10690.6602
2015	Defense	Other Services	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	1	1	1	10277.6300
2009	Defense	Space Systems	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	2	2	50	102497.9797
1999	Defense	Aircraft	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	1003	1003	2439	171183545.0000
1991	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	22	23	NULL	21258627.0000
1991	Defense	Aircraft	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	114	114	NULL	169537000.0000
2013	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PID	1	1	0	0	1	1	1	1	2	16775.9800
2004	Defense	NULL	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	3	3	3	22614.1699
2009	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-2+	1	0	0	0	0	0	2	2	3	0.0000
2009	Defense	Other Products	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	1	1	0	0.0000
2019	Defense	Other Products	M	Medium Vendor	PDuns-2+	1	0	0	0	1	0	7	7	262	320304.8491
2017	Defense	Other Services	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	1	1	1	4	0	0.0000
2016	Defense	Aircraft	S	Always Small Vendor	PDuns-2+	1	0	0	0	0	0	14	15	42	8436.5001
2006	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	1	1	2	2	3	19189.0000
2013	Defense	Other Products	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	16	16	0	0.0000
2017	Defense	Other Products	M	Medium Vendor	PDuns-1	1	1	0	0	1	0	26	26	56	207045.6188
2019	Defense	Aircraft	S	Always Small Vendor	PDuns-1	1	1	0	0	1	1	4	4	51	85015.0903
2015	Defense	Other Products	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	5	6	0	0.0000
2018	Defense	Ships & Submarines	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	85	105	909	15390573.4588
2008	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	19	22	26	104297.3300
2004	Defense	Ships & Submarines	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	15	15	37	2776503.0000
2002	Defense	Other Services	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	36	36	242	948135.0000
2005	Defense	Facilities and Construction	S	Always Small Vendor	PID	1	0	0	0	1	0	5	5	8	32219.0000
2019	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	6	6	NULL	0.0000
2010	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	456	1451	25780	2382875100.1565
2012	Defense	Other Services	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	42	42	506	90878238.0958
2005	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	1	1	0	0	1	0	537	537	1217	3456763.1700
2004	Defense	Aircraft	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	70	70	194	14040107.0000
2004	Defense	Ships & Submarines	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	7	188	30602902.0000
2018	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-1	1	0	0	0	0	0	257	257	671	-92175.9622
2009	Defense	Facilities and Construction	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	28	2968	1080273199.1489
2019	Defense	Aircraft	B	Big Five	PID	1	1	1	1	1	1	5	5	50114	53120154984.6063
2012	Defense	Other Services	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	146	146	2568	335063464.9802
2018	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	21	45	629	248780930.8950
2008	Defense	Aircraft	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	1692	1692	13990	334978400.0928
2008	Defense	Facilities and Construction	B	Big Five	PID	1	1	1	1	1	1	5	5	2272	518247499.4883
1990	Defense	Space Systems	N	Sometimes Small Vendor	Duns	NULL	NULL	0	1	1	1	6	6	NULL	401000.0000
1991	Defense	Facilities and Construction	L	Large Vendor	Duns	NULL	NULL	1	1	1	1	1	1	NULL	256097000.0000
1990	Defense	Ships & Submarines	S	Always Small Vendor	Duns	NULL	NULL	0	0	0	NULL	7	7	NULL	-732000.0000
1990	Defense	Other Services	N	Sometimes Small Vendor	Duns	NULL	NULL	0	1	1	NULL	2	2	NULL	775000.0000
2001	Defense	Other Products	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	1	1	1	10275.0000
2019	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	Duns	1	1	1	1	1	1	1	1	6	573329.5469
2009	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	1	0	0	0	1	0	1	1	9	6505.6001
2010	Defense	Missile Defense	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	1	1	1	9909.0000
1994	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	266	266	3594	770889005.0000
1993	Defense	Ships & Submarines	S	Always Small Vendor	Duns	NULL	NULL	1	1	1	1	152	152	NULL	200818338.0000
2014	Defense	Ships & Submarines	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	3	3	0	0.0000
2015	Defense	Other Services	S	Always Small Vendor	Duns	NULL	NULL	0	0	0	0	3	3	0	0.0000
2019	Defense	Space Systems	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	1	1	1	239912.6719
2020	Defense	Other Services	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	1	1	1	173845.0000
2017	Defense	Facilities and Construction	S	Always Small Vendor	PID	1	0	0	0	1	0	1	1	2	2340.8999
2018	Defense	Land Vehicles	M	Medium Vendor	Duns	1	1	1	1	1	1	1	1	5	254817.1328
2019	Defense	Other Services	M	Medium Vendor	PDuns-2+	1	0	0	0	1	0	9	9	17	-39385.4099
2013	Defense	Other Products	S	Always Small Vendor	PID	1	0	0	1	1	1	2	2	5	222285.9200
2018	Defense	Other Services	M	Medium Vendor	PID	1	0	0	1	1	1	4	4	203	5790419.8016
2004	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	124	124	0	0.0000
2010	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	0	5	5	7	31984.2803
2010	Defense	Ships & Submarines	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	1	1	0	0.0000
2000	Defense	Other Products	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	20	20	87	8021553.0000
2013	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	1	1	12	14	33	224442.7000
2002	Defense	Aircraft	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	19	19	100	7748443.0000
2004	Defense	Ships & Submarines	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	36	36	64	549100.0000
2011	Defense	Other Products	M	Medium Vendor	PID	1	0	1	1	1	1	30	30	785	322920225.8714
2013	Defense	Space Systems	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	12	13	30	929469.3800
2020	Defense	Other Services	S	Always Small Vendor	PDuns-2+	1	1	0	1	1	1	2	2	34	1679125.4952
2004	Defense	Other Products	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	298	298	984	56325856.5918
2019	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	366	366	1139	59965748.1698
2014	Defense	Other Services	S	Always Small Vendor	PID	1	0	1	1	1	1	14	14	613	301437602.2984
2002	Defense	Ships & Submarines	M	Medium Vendor	PID	1	0	1	1	1	1	8	8	1079	281661715.0000
2020	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-2+	1	0	0	0	1	1	27	27	38	419396.7190
2014	Defense	Facilities and Construction	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	171	245	3787	827960824.7761
2015	Defense	Other Services	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	196	196	911	4005546.5385
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	116	116	933	23227210.1059
2018	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	3288	3288	17262	82943018.0967
2020	Defense	Space Systems	B	Big Five	PID	1	1	1	1	1	1	5	5	841	4262500514.4166
2017	Defense	Other Products	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	0	0	5	5	98	77963.9897
2007	Defense	Other Products	N	Sometimes Small Vendor	Duns	1	1	1	1	1	1	4	3	56842	5723778279.7741
2002	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	727	727	4799	197436769.0000
2000	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	125	125	669	306897109.2031
2016	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	212	369	11960	632491169.0373
2013	Defense	Other Services	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	1277	1277	3691	66599818.0156
2019	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	276	385	2992	1357803189.5685
1989	Defense	Other R&D and Knowledge Based	M	Medium Vendor	Duns	NULL	NULL	1	1	1	1	1	1	NULL	586000.0000
1990	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	42	42	NULL	64795941.0000
1991	Defense	Other Products	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	393	393	NULL	114321944.0000
1991	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	39	47	NULL	5225000.0000
1991	Defense	Facilities and Construction	N	Sometimes Small Vendor	PID	NULL	NULL	0	1	1	1	6	6	NULL	3102625.0000
1990	Defense	Other R&D and Knowledge Based	L	Large Vendor	PID	NULL	NULL	0	1	1	1	2	2	NULL	369000.0000
1990	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	1	1	NULL	82000.0000
2009	Defense	Missile Defense	S	Always Small Vendor	PID	1	0	0	1	1	1	4	4	6	395046.7969
2009	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2+	1	0	0	0	0	0	3	3	5	338.7600
2006	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	1	0	0	0	0	0	2	2	4	3380.0000
2009	Defense	Space Systems	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	1	1	2	50000.0000
2012	Defense	Land Vehicles	M	Medium Vendor	PID	1	0	0	1	1	1	2	2	2	2031.5996
2014	Defense	Other R&D and Knowledge Based	M	Medium Vendor	Duns	1	0	0	0	1	1	1	1	1	598.5000
2003	Defense	Other Services	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	14	14	0	0.0000
2009	Defense	Other Services	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	16	16	0	0.0000
2011	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-1	1	1	0	0	1	1	2	2	6	48072.0000
2018	Defense	Other Products	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	5	5	0	0.0000
2005	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PID	1	0	0	0	1	0	1	1	1	6000.0000
2005	Defense	Other Products	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	2	2	0	0.0000
2012	Defense	Space Systems	M	Medium Vendor	PID	1	0	1	1	1	1	17	17	153	890642923.1738
2019	Defense	Space Systems	N	Sometimes Small Vendor	PID	1	1	1	1	1	1	11	11	71	106936212.2415
2018	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	8	8	13	-40751.7298
2019	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-2+	1	0	0	0	1	1	4	4	7	142086.5118
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	97	97	0	0.0000
2016	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	3	3	0	0.0000
2012	Defense	Other Services	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	42	42	66	-35663.0293
2008	Defense	Other Services	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	11	105	8820152.6749
2000	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	31	31	49	4454194.0000
2015	Defense	Other Products	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	5	5	349	4180571.7562
2000	Defense	Aircraft	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	6	6	28	18750683.0000
2003	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	76	76	96	1853220.0000
2004	Defense	Other Services	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	21	25	64	17131201.0000
2012	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-1	1	0	0	0	0	0	180	180	346	214390.4175
2009	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	48	49	90	1992631.8343
2017	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-2+	1	1	0	0	0	0	5	5	5	22963.3505
2014	Defense	Facilities and Construction	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	163	182	442	9416275.3205
2020	Defense	Other Services	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	31	31	87	71361.3404
2019	Defense	Other Services	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	102	114	1084940	403690111.5175
2004	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	1	130	130	3974	546096020.8959
2003	Defense	Other Products	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	127	134	377	19416802.0000
2009	Defense	Other Products	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	81	81	394	279318012.6026
2011	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	348	348	1320	31341858.0194
2006	Defense	Other Services	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	0	72	72	186	507767.0000
2005	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	3645	3645	27979	639649843.6934
2001	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	39	84	541	144352761.0000
2010	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	165	242	2259	317184470.5122
2007	Defense	Land Vehicles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	9	868	9339163.9210
2020	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-2+	1	0	1	1	1	1	131	158	1281	503770351.2765
2001	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	130	130	854	425799831.8438
1994	Defense	Other Products	L	Large Vendor	PID	NULL	NULL	0	1	1	1	6	6	149	9480248.0000
