contract_award_unique_key	NY Judgement	reasons																			
CONT_AWD_SPE2DM25FGVAV_9700_SPE2DM20D0602_9700																					
CONT_AWD_N0016424FP378_9700_47QSWA18D001N_4732																					
CONT_AWD_SPE2DM25FGXNP_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM23FHNLH_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM24FJCMW_9700_SPE2DM20D0602_9700																					
CONT_AWD_M0014610VC410_9700_-NONE-_-NONE-																					
CONT_AWD_N0016424FP1158_9700_GS21F0035T_4730																					
CONT_AWD_SPE2DV19FY9PQ_9700_SPE2DV17D6001_9700																					
CONT_AWD_SPE2DM23FHTGV_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DV20FZ1FS_9700_SPE2DV17D6001_9700																					
CONT_AWD_SPE2DV21FY0GJ_9700_SPE2DV17D6001_9700																					
CONT_AWD_SPE2DV22FY4RF_9700_SPE2DV17D6001_9700																					
CONT_AWD_SPE2DM23FHAUX_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM23FTV35_9700_SPE2DM20D5002_9700																					
CONT_AWD_SPEFA523F0084_9700_SPRPA121GCF01_9700																					
CONT_AWD_SPE2DM24FHNQN_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DV22F32LC_9700_SPE2DV17D4003_9700																					
CONT_AWD_SPE2DM25FGVLD_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM25FWBWR_9700_SPE2DM20D6010_9700																					
CONT_AWD_SPE2DV22FX94U_9700_SPE2DV17D5001_9700																					
CONT_AWD_SPE2DV22FR69A_9700_SPE2DV17D1006_9700																					
CONT_AWD_SPE2DM23FHQPB_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DV22FY5RV_9700_SPE2DV17D6001_9700																					
CONT_AWD_SPE2DV21FGDTH_9700_SPE2DV17D0610_9700																					
CONT_AWD_N0016423FP782_9700_GS21F0035T_4730																					
CONT_AWD_M0014610VF630_9700_-NONE-_-NONE-																					
CONT_AWD_SPE2DM25FR4PT_9700_SPE2DM20D0601_9700																					
CONT_AWD_SPE2DM24FHHJJ_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM24FHKUZ_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM24FHLSD_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM24FHTYX_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DV22FFGCH_9700_SPE2DV17D0610_9700																					
CONT_AWD_N0016423FP1138_9700_GS35F0431Y_4732																					
CONT_AWD_SPE2DV22FFRRV_9700_SPE2DV17D0610_9700																					
CONT_AWD_SPE2DV21FGBXY_9700_SPE2DV17D0610_9700																					
CONT_AWD_SPE2DM24FSSVA_9700_SPE2DM20D6006_9700																					
CONT_AWD_SPE2DM24FSXUQ_9700_SPE2DM20D6006_9700																					
CONT_AWD_SPE2DM24FSZQF_9700_SPE2DM20D6006_9700																					
CONT_AWD_N0016423FP965_9700_GS21F089BA_4732	O	"AN/SLQ-32, PBL award"																			
CONT_AWD_N0016424FP021_9700_47QSHA19D005N_4732																					
CONT_AWD_SPE2DM23FUA40_9700_SPE2DM20D5002_9700																					
CONT_AWD_SPE2DM24FTU58_9700_SPE2DM20D5002_9700																					
CONT_AWD_SPE2DV21FY39R_9700_SPE2DV17D5001_9700																					
CONT_AWD_SPE2DM22FTT27_9700_SPE2DM20D5002_9700																					
CONT_AWD_SPE2DV22F5R14_9700_SPE2DV17D7013_9700																					
CONT_AWD_N0016423FP741_9700_47QSHA18D000G_4732	O	"AN/SLQ-32, PBL award"																			
CONT_AWD_SPE2DM24FTU80_9700_SPE2DM20D5002_9700																					
CONT_AWD_SPE2DM24FGVDV_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM24FHTEL_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM24FHXFT_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DV22FX93L_9700_SPE2DV17D5001_9700																					
CONT_AWD_SPE2DV22FEXEW_9700_SPE2DV17D0610_9700																					
CONT_AWD_SPE2DV24F50DU_9700_SPE2DV17D6012_9700																					
CONT_AWD_SPE2DM24FUMYM_9700_SPE2DM20D2010_9700																					
CONT_AWD_SPE2DV23F32HA_9700_SPE2DV17D4003_9700																					
CONT_AWD_M0014609VW671_9700_-NONE-_-NONE-																					
CONT_AWD_SPE2DM24FHRPR_9700_SPE2DM20D0602_9700																					
CONT_AWD_N0016423FP636_9700_47QSHA18D002C_4732																					
CONT_AWD_SPE2DM23FGYGC_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM23FHKDU_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM24FTR58_9700_SPE2DM20D5002_9700																					
CONT_AWD_SPE2DM25FTM30_9700_SPE2DM20D5002_9700																					
CONT_AWD_SPE2DM23FHGSY_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM23FHGYQ_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DV23F39QM_9700_SPE2DV17D6010_9700																					
CONT_AWD_SPE2DM22FHADV_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPEFA516M1872_9700_-NONE-_-NONE-																					
CONT_AWD_SPE2DM24FHLYU_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DV21FGBYG_9700_SPE2DV17D0610_9700																					
CONT_AWD_N0016424FP1285_9700_47QSHA18D000G_4732	O	"AN/SLQ-32, PBL award"																			
CONT_AWD_SPE2DV22F50BS_9700_SPE2DV17D6012_9700																					
CONT_AWD_SPE2DM23FHZRA_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM23FJAEK_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM23FJJJA_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM24FGZYR_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM24FHDCA_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM24FHZQV_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM24FJATU_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM25FHAMQ_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM24FWCTK_9700_SPE2DM20D6010_9700																					
CONT_AWD_SPE2DM24FWEFX_9700_SPE2DM20D6010_9700																					
CONT_AWD_SPE2DM24FWFZQ_9700_SPE2DM20D6010_9700																					
CONT_AWD_N0016423FP778_9700_47QSWA18D0087_4732																					
CONT_AWD_N0016423FP523_9700_GS21F0057V_4730																					
CONT_AWD_M0014608VJ465_9700_-NONE-_-NONE-																					
CONT_AWD_SPE2DM24FJUH2_9700_SPE2DM20D1044_9700																					
CONT_AWD_N0016424FP479_9700_47QSEA19D008T_4732	O	"AN/SLQ-32, PBL award"																			
CONT_AWD_SPE2DV21F32QW_9700_SPE2DV17D4003_9700																					
CONT_AWD_SPE2DM24FJSX5_9700_SPE2DM20D1044_9700																					
CONT_AWD_SPE2DM23FTS49_9700_SPE2DM20D5002_9700																					
CONT_AWD_SPE2DM23FTV87_9700_SPE2DM20D5002_9700																					
CONT_AWD_SPE2DV21FY43V_9700_SPE2DV17D5001_9700																					
CONT_AWD_M0014609VW146_9700_-NONE-_-NONE-																					
CONT_AWD_N0016423FP698_9700_GS21F0054X_4732																					
CONT_AWD_SPE2DV22FFXLD_9700_SPE2DV17D0610_9700																					
CONT_AWD_SPE2DV22FEYNQ_9700_SPE2DV17D0610_9700																					
CONT_AWD_SPE2DV22FEZAQ_9700_SPE2DV17D0610_9700																					
CONT_AWD_SPE2DV22F50DP_9700_SPE2DV17D6012_9700																					
CONT_AWD_SPE2DV22FG4QB_9700_SPE2DV17D3003_9700																					
CONT_AWD_N0016424FP1507_9700_47QSEA20D0043_4732																					
CONT_AWD_SPE2DM23FJAMF_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM23FJEHC_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM23FJGAD_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM24FGVHU_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM24FHJNW_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM25FGWZY_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM25FGWZX_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DM24FWDBR_9700_SPE2DM20D6010_9700																					
CONT_AWD_SPE2DM24FJUB3_9700_SPE2DM20D1044_9700																					
CONT_AWD_SPE2DM25FTVZW_9700_SPE2DM20D1048_9700																					
CONT_AWD_SPE2DM24FTV11_9700_SPE2DM20D5002_9700																					
CONT_AWD_SPE2DV22FX87C_9700_SPE2DV17D5001_9700																					
CONT_AWD_SPE2DV22FY02A_9700_SPE2DV17D5001_9700																					
CONT_AWD_SPE2DM22FTT28_9700_SPE2DM20D5002_9700																					
CONT_AWD_SPE2DV23FLEDV_9700_SPE2DV17D0756_9700																					
CONT_AWD_SPE2DV23FLEDY_9700_SPE2DV17D0756_9700																					
CONT_AWD_SPE2DM23FHVQB_9700_SPE2DM20D0602_9700																					
CONT_AWD_SPE2DV23F50DQ_9700_SPE2DV17D6012_9700																					
CONT_AWD_SPE2DM23FJTU0_9700_SPE2DM20D1044_9700																					
CONT_AWD_SPE2DV22FGADX_9700_SPE2DV17D0610_9700																					
CONT_AWD_SPE2DV22FEZWX_9700_SPE2DV17D0610_9700																					
CONT_AWD_SPE2DV22FG7JF_9700_SPE2DV17D3003_9700																					
CONT_IDV_N0010415DZD21_9700																					
CONT_IDV_N0010416DZD21_9700																					
CONT_IDV_SPE4AX15D9412_9700																					
CONT_IDV_N0038322DSS01_9700	O	description word 'performance based logistics'																			
CONT_IDV_N0038322DZV01_9700	O	description word 'performance based logistics' (https://www.usaspending.gov/award/CONT_IDV_N0038322DZV01_9700)																			
CONT_AWD_09HU_9700_SPM4A111G0010_9700																					
CONT_AWD_SPE4AX23F4720_9700_SPE4AX15D9412_9700																					
CONT_AWD_SPRPA123F0021_9700_SPRPA114D002U_9700																					
CONT_IDV_N0038323DAP01_9700																					
CONT_AWD_0019_9700_N0038312D003D_9700																					
CONT_IDV_N0038316D007P_9700																					
CONT_IDV_SPRHA124D0001_9700	O	description word 'performance based logistics'																			
CONT_IDV_N0038317D002C_9700																					
CONT_IDV_N0038316D001M_9700																					
CONT_IDV_N0038319DUS01_9700																					
CONT_IDV_N6833524D0010_9700																					
CONT_IDV_W58RGZ12D0196_9700	O	description word 'performance based logistics'																			
CONT_AWD_N0010419FBA10_9700_N0010417DBA01_9700																					
CONT_IDV_N6833509D0006_9700																					
CONT_IDV_N0038311D001M_9700																					
CONT_IDV_N0038314D001M_9700																					
CONT_IDV_N0038313D001M_9700	O	"F404 PBL award, same recipient"																			
CONT_IDV_N0038317DAM01_9700	O	"F414 PBL, same company"																			
CONT_IDV_N0038317DBG01_9700	O	"F414 PBL, same company"																			
CONT_IDV_N0038321DZN01_9700	O	"F414 PBL, same company"																			
CONT_IDV_N0038318DP601_9700	O	"F414 PBL, same company"																			
CONT_IDV_N0038323DDM01_9700	O	"F414 PBL, same company"																			
CONT_IDV_N0038318DN901_9700	O	"F414 PBL, same company"																			
CONT_IDV_N0038320DW001_9700	O	description word 'performance based logistics'																			
CONT_IDV_N0038320DWB01_9700	O	description word 'performance based logistics'																			
CONT_IDV_N0038311D002M_9700																					
CONT_IDV_N0038308D002M_9700	O	"F414 PBL, same company"																			
CONT_IDV_N0038318DPH01_9700																					
CONT_IDV_N0038315D001M_9700																					
CONT_IDV_N0038320DW201_9700																					
CONT_IDV_N0038320DW901_9700																					
CONT_IDV_N0038323DSU01_9700																					
CONT_AWD_W912CZ06P0134_9700_-NONE-_-NONE-																					
CONT_IDV_FA852214D0003_9700	O	description word 'performance based logistics'																			
CONT_IDV_FA852215D0001_9700																					
CONT_IDV_FA851914D0001_9700																					
CONT_IDV_N0038325DNE01_9700	O	"description includes ""peformance based logistics"""																			
CONT_IDV_N0038322DTH01_9700																					
CONT_IDV_N0038314D031N_9700																					
CONT_IDV_N0038304D028N_9700	O	"H60 tip-to-tail, same company"																			
CONT_IDV_N0038315D008F_9700	O	"H60 tip-to-tail, same company"																			
CONT_IDV_N0010409DZD41_9700																					
CONT_IDV_N0010411DZD43_9700																					
CONT_AWD_0313_9700_N0010401DZD52_9700																					
CONT_AWD_M0014609VF537_9700_-NONE-_-NONE-																					
CONT_IDV_N0038310D008D_9700																					
CONT_IDV_N0038310D027G_9700																					
CONT_IDV_N0038313D051G_9700																					
CONT_IDV_N0038308D018G_9700																					
CONT_IDV_N0038316D001F_9700																					
CONT_IDV_FA851707D0011_9700																					
CONT_IDV_FA853509D0003_9700																					
CONT_IDV_W15QKN23D0029_9700																					
CONT_IDV_N0038319DVP01_9700	O	description word 'performance based logistics'																			
CONT_IDV_N0038320DVX01_9700	O	description word 'performance based logistics'																			
CONT_IDV_SPRPA115D002V_9700																					
CONT_IDV_SPRPA119D007X_9700																					
CONT_IDV_W56HZV24D0031_9700																					
CONT_IDV_N0010414DZD00_9700																					
CONT_IDV_N0038316D003P_9700	O	"PBL award (The competitive, firm fixed price PBL contract was awarded in Feb 2016 to Lockheed Martin Mission Systems for a three-year-base period with two six month priced optionas at total value of $131.3M / https://www.dau.edu/sites/default/files/Migrated/CopDocuments/2017%20OSD%20PBL%20Component%20Level%20Award%20-%20Tire%20Performance%20Based%20Logistics%20Team%20-%20USN.pdf)"																			
CONT_IDV_N0042120D0010_9700	O	description word 'performance based logistics'																			
