"","Filename","Geographic.area.name","X.","X1997.NAICS.code","Meaning.of.1997.NAICS.code","X..1","Meaning.of.Type.of.operation.or.tax.status.code","X..2","Year","Number.of.establishments","Value.of.sales..shipments..receipts..revenue..or.business.done...1.000.","Annual.payroll...1.000.","Paid.employees.for.pay.period.including.March.12..number.","X2002.NAICS.code","Meaning.of.2002.NAICS.code","Number.of.paid.employees.for.pay.period.including.March.12","Relative.standard.error.of.estimate.of.number.of.establishments....","Relative.standard.error.of.estimate.of.the.value.of.business.done","Relative.standard.error.of.estimate.of.total.payroll....","Relative.standard.error.of.estimate.of.total.number.of.employees....","X2007.NAICS.code","Meaning.of.2007.NAICS.code","Number.of.paid.employees.for.period.including.March.12"
"838","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","56","77,867,192","832,983",NA,NA,NA,NA,NA,NA,NA,NA,"325110","Petrochemical manufacturing","9,229"
"839","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","451","7,371,242","686,415",NA,NA,NA,NA,NA,NA,NA,NA,"32512","Industrial gas manufacturing","9,723"
"840","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","570","9,305,261","701,462",NA,NA,NA,NA,NA,NA,NA,NA,"32512","Industrial gas manufacturing","11,074"
"841","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","451","7,371,242","686,415",NA,NA,NA,NA,NA,NA,NA,NA,"325120","Industrial gas manufacturing","9,723"
"842","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","570","9,305,261","701,462",NA,NA,NA,NA,NA,NA,NA,NA,"325120","Industrial gas manufacturing","11,074"
"843","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","158","9,098,635","651,611",NA,NA,NA,NA,NA,NA,NA,NA,"32513","Synthetic dye and pigment manufacturing","9,064"
"844","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","199","7,983,968","791,039",NA,NA,NA,NA,NA,NA,NA,NA,"32513","Synthetic dye and pigment manufacturing","12,824"
"845","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","80","6,783,761","409,385",NA,NA,NA,NA,NA,NA,NA,NA,"325131","Inorganic dye and pigment manufacturing","5,455"
"846","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","95","5,525,917","474,543",NA,NA,NA,NA,NA,NA,NA,NA,"325131","Inorganic dye and pigment manufacturing","7,396"
"847","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","78","2,314,874","242,226",NA,NA,NA,NA,NA,NA,NA,NA,"325132","Synthetic organic dye and pigment manufacturing","3,608"
"848","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","104","2,458,051","316,496",NA,NA,NA,NA,NA,NA,NA,NA,"325132","Synthetic organic dye and pigment manufacturing","5,428"
"849","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","645","34,655,735","2,878,668",NA,NA,NA,NA,NA,NA,NA,NA,"32518","Other basic inorganic chemical manufacturing","37,114"
"850","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","714","29,631,955","2,773,474",NA,NA,NA,NA,NA,NA,NA,NA,"32518","Other basic inorganic chemical manufacturing","40,634"
"851","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","53","8,086,846","601,409",NA,NA,NA,NA,NA,NA,NA,NA,"325181","Alkalies and chlorine manufacturing","6,879"
"852","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","49","6,484,962","473,637",NA,NA,NA,NA,NA,NA,NA,NA,"325181","Alkalies and chlorine manufacturing","6,063"
"853","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","28","2,359,356","122,643",NA,NA,NA,NA,NA,NA,NA,NA,"325182","Carbon black manufacturing","1,714"
"854","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","33","1,496,553","108,907",NA,NA,NA,NA,NA,NA,NA,NA,"325182","Carbon black manufacturing","1,643"
"855","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","564","24,209,533","2,154,616",NA,NA,NA,NA,NA,NA,NA,NA,"325188","All other basic inorganic chemical manufacturing","28,521"
"856","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","632","21,650,440","2,190,930",NA,NA,NA,NA,NA,NA,NA,NA,"325188","All other basic inorganic chemical manufacturing","32,928"
"857","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","1,173","142,479,168","6,625,855",NA,NA,NA,NA,NA,NA,NA,NA,"32519","Other basic organic chemical manufacturing","83,787"
"858","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","945","101,340,819","5,486,724",NA,NA,NA,NA,NA,NA,NA,NA,"32519","Other basic organic chemical manufacturing","79,234"
"859","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","58","2,337,098","157,829",NA,NA,NA,NA,NA,NA,NA,NA,"325191","Gum and wood chemical manufacturing","2,594"
"860","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","49","1,213,203","82,164",NA,NA,NA,NA,NA,NA,NA,NA,"325191","Gum and wood chemical manufacturing","1,635"
"861","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","28","7,145,975","302,716",NA,NA,NA,NA,NA,NA,NA,NA,"325192","Cyclic crude and intermediate manufacturing","3,052"
"862","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","31","6,811,910","312,240",NA,NA,NA,NA,NA,NA,NA,NA,"325192","Cyclic crude and intermediate manufacturing","3,428"
"863","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","222","42,648,897","602,758",NA,NA,NA,NA,NA,NA,NA,NA,"325193","Ethyl alcohol manufacturing","10,391"
"864","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","169","13,894,941","345,242",NA,NA,NA,NA,NA,NA,NA,NA,"325193","Ethyl alcohol manufacturing","6,626"
"865","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","865","90,347,198","5,562,552",NA,NA,NA,NA,NA,NA,NA,NA,"325199","All other basic organic chemical manufacturing","67,751"
"866","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","696","79,420,765","4,747,078",NA,NA,NA,NA,NA,NA,NA,NA,"325199","All other basic organic chemical manufacturing","67,545"
"867","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","1,415","109,511,724","5,939,336",NA,NA,NA,NA,NA,NA,NA,NA,"3252","Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing","87,103"
"868","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","1,338","100,865,467","5,720,248",NA,NA,NA,NA,NA,NA,NA,NA,"3252","Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing","96,485"
"869","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","1,291","100,881,840","5,271,150",NA,NA,NA,NA,NA,NA,NA,NA,"32521","Resin and synthetic rubber manufacturing","73,440"
"870","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","1,212","92,697,081","4,996,284",NA,NA,NA,NA,NA,NA,NA,NA,"32521","Resin and synthetic rubber manufacturing","79,909"
"871","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","1,144","91,522,116","4,764,686",NA,NA,NA,NA,NA,NA,NA,NA,"325211","Plastics material and resin manufacturing","66,325"
"872","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","1,062","84,868,397","4,355,599",NA,NA,NA,NA,NA,NA,NA,NA,"325211","Plastics material and resin manufacturing","70,509"
"873","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","147","9,359,724","506,464",NA,NA,NA,NA,NA,NA,NA,NA,"325212","Synthetic rubber manufacturing","7,115"
"874","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","150","7,828,684","640,685",NA,NA,NA,NA,NA,NA,NA,NA,"325212","Synthetic rubber manufacturing","9,400"
"875","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","124","8,629,884","668,186",NA,NA,NA,NA,NA,NA,NA,NA,"32522","Artificial and synthetic fibers and filaments manufacturing","13,664"
"876","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","126","8,168,386","723,964",NA,NA,NA,NA,NA,NA,NA,NA,"32522","Artificial and synthetic fibers and filaments manufacturing","16,576"
"877","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","11","1,720,702","103,399",NA,NA,NA,NA,NA,NA,NA,NA,"325221","Cellulosic organic fiber manufacturing","1,455"
"878","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","15","959,888","73,163",NA,NA,NA,NA,NA,NA,NA,NA,"325221","Cellulosic organic fiber manufacturing","1,430"
