fiscal_year	Customer	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	AnyEntityForeignPlaceOfPerformance	IsEntityAbove2016constantOneMillionThreshold	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	IsEntityAbove2018constant10ThousandThreshold	EntityCount	AllContractorCount	SumOfNumberOfActions	SumOfObligatedAmount
2019	HHS	M	Medium Vendor	PID	NULL	NULL	0	0	0	0	1	1	NULL	0.0000
2005	DHS	S	Always Small Vendor	PID	NULL	NULL	0	0	0	0	1	1	2	0.0000
2011	GSA	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	24	24	24	239222.7786
2013	State and IAP	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	55	55	140	65133734.6600
2007	Energy	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	9	9	13	622648.7201
2014	GSA	J	Large: Big 5 JV	PID	1	0	1	1	1	1	1	1	1	0.0000
2011	GSA	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	1	622	622	88676	249456786.6343
2010	DHS	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	3	3	5	2092.5800
2014	Other Agencies	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	1	1	0	0.0000
2001	Defense	M	Medium Vendor	PDuns-2+	1	1	0	0	1	1	13	13	19	515772.0000
2015	State and IAP	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	21	21	0	378731.9577
2008	VA	B	Big Five	PID	1	1	1	1	1	1	5	5	404	94669293.6126
2008	Other Agencies	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	31	42	14847	85761381.7291
2016	VA	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	0	0	1	1	0	0.0000
2009	State and IAP	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	5	5	3	29681477.1094
2017	State and IAP	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	1	8	8	2	9721.5400
1999	Other Agencies	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	1	7	7	59	4074398.0000
2002	Other Agencies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	17	235	52803298.3000
2011	Defense	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	70	70	2180	42850276.7191
2012	NASA	M	Medium Vendor	PID	1	0	0	1	1	1	5	5	23	894106.3198
2016	Energy	S	Always Small Vendor	PDuns-2+	1	0	0	0	0	0	2	2	2	4291.7500
2002	Other Agencies	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	7829	7829	24748	1211007046.7992
2013	Defense	M	Medium Vendor	PDuns-2+	1	1	0	0	1	0	57	56	113	330481.5100
2003	NASA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	5	5	3	418552.0752
2006	Defense	U	Unlabeled Vendor	Name	1	1	0	0	1	0	1	1	1	-3366.0000
2008	DHS	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	31	31	57	175657.8195
2015	Other Agencies	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	1	1	26	39	197	1208112.0894
2011	GSA	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	175	194	1047	6984554.0132
2006	GSA	L	Large Vendor	PID	1	0	0	0	1	0	1	1	39	69.1700
2019	Other Agencies	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	2825	2825	7034	18733125.9571
2014	VA	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	3620	3620	21439	396159521.6192
2014	VA	M	Medium Vendor	Duns	1	0	0	0	1	0	2	2	2	4400.0000
2010	Defense	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	0	80	80	331	960160.5318
2013	HHS	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	20	844	125158498.8481
2002	Defense	J	Large: Big 5 JV	PID	1	0	1	1	1	1	4	4	126	1512307033.0000
2006	HHS	N	Sometimes Small Vendor	Duns	1	0	1	1	1	1	1	1	9	168388.1035
2016	DHS	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	5	5	0	0.0000
2001	HHS	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	1	1	1	53000.0000
2013	DHS	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	5	5	0	35000.0000
2008	DHS	N	Sometimes Small Vendor	Duns	1	1	1	1	1	1	4	3	2676	10201496.0096
2002	State and IAP	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	72	72	233	14029747.0000
2012	Other Agencies	L	Large Vendor	PID	1	0	0	0	1	1	1	1	2	1520.0000
2011	HHS	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	0	0	1	1	2	2010.0000
2011	Other Agencies	N	Sometimes Small Vendor	PDuns-2+	1	1	0	1	1	1	110	213	8572	17631634.6268
2013	State and IAP	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	185	185	1182	545151484.3591
2001	Defense	S	Always Small Vendor	PID	1	1	1	1	1	1	4	4	130	58713589.0000
2010	State and IAP	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	1	0	4	4	4	16960.8398
2008	Defense	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	1574	1574	8408	242010211.5191
2009	Other Agencies	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	117	117	0	68505662.1871
2017	Defense	N	Sometimes Small Vendor	PDuns-2+	1	1	0	1	1	1	105	192	14784	56718753.6605
2002	Other Agencies	S	Always Small Vendor	PID	1	1	1	1	1	1	6	6	139	22318229.0000
2013	Other Agencies	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	9	9	56	246007.6400
2013	DHS	N	Sometimes Small Vendor	PID	1	0	0	0	0	0	1	1	1	0.0000
2005	VA	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	46	46	265	3770040.0156
2007	Defense	U	Unlabeled Vendor	Name	1	1	0	1	1	1	2	1	2	101949.0000
2006	VA	S	Always Small Vendor	PDuns-1	1	0	0	0	0	0	4693	4693	35258	11956561.4702
2003	NASA	U	Unlabeled Vendor	Name	1	0	0	0	1	1	2	1	2	20400.0000
2016	HHS	L	Large Vendor	Duns	1	1	1	1	1	1	1	1	2	15159.0000
2011	Defense	M	Medium Vendor	PID	1	0	0	0	1	1	17	17	102	502517.7404
2013	DHS	M	Medium Vendor	PID	1	0	0	1	1	1	12	12	44	829317.2500
2010	GSA	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	1888	1888	75655	2401647900.6644
2020	Energy	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	6	6	9	132241.8382
2011	State and IAP	S	Always Small Vendor	PID	1	1	1	1	1	1	4	4	31	191256631.6299
2018	GSA	M	Medium Vendor	PID	1	0	0	1	1	1	7	7	30	247176.5488
2001	HHS	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	27	47	208	84223620.6498
2015	Energy	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	1	1	0	0.0000
2006	NASA	M	Medium Vendor	PDuns-2+	1	0	0	0	0	0	3	3	4	11903.3000
2016	Energy	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	1	1	20	291662.2742
2008	HHS	L	Large Vendor	PID	1	0	1	1	1	1	35	35	1587	1611646981.8608
2012	GSA	M	Medium Vendor	PID	1	0	0	0	1	1	1	1	1	0.0000
2017	NASA	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	31	33	88	5024905.0134
2000	Other Agencies	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	134	134	274	21006034.0000
2005	VA	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	125	125	17795	3753441.6809
2007	GSA	S	Always Small Vendor	PID	1	0	0	1	1	1	20	20	136	6385558.6908
2017	NASA	M	Medium Vendor	PDuns-2+	1	0	0	0	0	0	2	2	2	2028.7000
2020	DHS	M	Medium Vendor	Duns	1	1	1	1	1	1	1	1	1	3000000.0000
2013	GSA	S	Always Small Vendor	Duns	1	0	0	1	1	1	1	1	1	43787.0000
2012	State and IAP	S	Always Small Vendor	PID	1	1	0	0	1	1	2	2	2	43123.0000
2012	HHS	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	484	484	2377	40719199.7522
2005	HHS	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	20	20	65	2708054.5449
2011	Other Agencies	L	Large Vendor	PID	NULL	NULL	0	1	1	1	1	1	0	0.0000
2017	State and IAP	M	Medium Vendor	Duns	1	1	0	1	1	1	97	97	334	8334480.8775
2020	NASA	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	17	24	197	111419518.5712
2017	VA	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	74	74	0	0.0000
2013	GSA	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	18	20	0	0.0000
2003	Other Agencies	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	1006	1006	1962	6292001.3297
2011	GSA	B	Big Five	PID	1	1	1	1	1	1	5	5	1506	780250836.2382
2017	GSA	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	4544	4544	14656	1913534108.4354
1989	Defense	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	14	14	NULL	2839000.0000
2006	NASA	M	Medium Vendor	PDuns-2+	1	1	0	0	0	0	1	1	1	2928.0000
2018	State and IAP	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	560	560	2795	23093480.3166
2020	State and IAP	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	230	230	712	17433626.7626
2012	HHS	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	1	1	6	7	18	134729.3703
2003	HHS	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	382	382	1366	875592396.1273
2009	VA	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	0	43	52	129	559665.5109
2004	State and IAP	M	Medium Vendor	PDuns-2+	1	1	0	0	1	1	4	4	19	120186.8000
2012	NASA	J	Large: Big 5 JV	PID	1	0	1	1	1	1	2	2	122	942053056.8130
2009	GSA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	26	33578	83383192.4219
2020	Other Agencies	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	1947	1947	20429	506802819.8589
2009	GSA	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	63	63	200	36921.0302
2019	Other Agencies	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	780	780	4383	27901715.5845
2014	HHS	S	Always Small Vendor	PDuns-2+	1	0	0	0	0	0	6	6	7	19171.1500
2015	Other Agencies	N	Sometimes Small Vendor	PID	1	0	0	0	1	0	2	2	5	10985.0000
2016	NASA	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	1	103	103	488	43362268.4556
2008	VA	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	0	0	12	13	0	0.0000
2015	DHS	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	1	0	1	1	1	4613.0000
2017	Defense	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	0	15	15	38	210908.6002
2008	Other Agencies	S	Always Small Vendor	PDuns-2+	1	1	0	1	1	1	11	12	38	1162759.3174
2010	HHS	S	Always Small Vendor	PDuns-2+	1	0	1	1	1	1	40	46	304	93784463.5985
2009	DHS	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	21	21	109	2360610.2344
2008	State and IAP	N	Sometimes Small Vendor	PID	1	1	1	1	1	1	168	168	5166	2386423998.2069
2015	Defense	M	Medium Vendor	PDuns-2+	1	1	0	0	1	0	53	52	144	262188.6494
2012	Other Agencies	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	0	61	61	0	690351.4855
2000	VA	S	Always Small Vendor	PID	1	0	0	0	1	0	1	1	4	21000.0000
2020	HHS	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	38	1847	5033094494.4509
2012	State and IAP	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	239	239	624	12915607.3798
2004	Defense	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	13	13	3	54194.7500
2004	NASA	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	122	159	564	10319379.6550
2000	NASA	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	27	27	35	437000.0000
2016	GSA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	158	158	0	-1900.0000
2009	Energy	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	1	2	25	38897699.6250
2018	DHS	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	33	1794	410897628.0475
2000	Other Agencies	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	1853	1853	7747	430012068.4273
2018	VA	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	1	135	135	3623	268944449.2201
2010	GSA	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	0	0	1	1	6	1530.7400
2017	HHS	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	0	0	8	8	0	0.0000
2001	GSA	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	909	909	3977	429468821.2571
2011	Defense	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	2178	2178	22172	404987599.4176
2009	Defense	U	Unlabeled Vendor	Name	1	1	0	0	1	0	3	1	4	8653.1101
2006	GSA	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	0	1	1	1	0.0000
2011	VA	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	10	10	0	0.0000
2005	HHS	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	374	374	835	28838053.6753
2006	HHS	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	96	133	658	169148917.5611
2019	VA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	14	14	NULL	0.0000
1992	Defense	S	Always Small Vendor	PID	NULL	NULL	1	1	1	1	85	85	NULL	562890735.0000
2002	DHS	S	Always Small Vendor	PID	1	0	1	1	1	1	6	6	12	7218542.5000
2019	NASA	L	Large Vendor	PID	1	1	0	1	1	1	2	2	2	-7048.0000
2015	VA	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	395	395	2093	8312998.9475
2009	NASA	S	Always Small Vendor	PDuns-1	1	0	0	0	0	0	29	29	42	87837.3500
2019	Defense	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	450	2206	215724	12278597135.2003
2010	VA	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	1	11	11	0	0.0000
2018	Defense	U	Unlabeled Vendor	Duns	1	1	1	1	1	1	1	1	7644	27577665.1335
2004	HHS	S	Always Small Vendor	PID	1	0	1	1	1	1	27	27	238	107763404.2532
2010	Energy	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	97	114	588	237574454.3806
2010	Energy	N	Sometimes Small Vendor	Duns	1	1	1	1	1	1	1	1	12	4185854.6399
2005	Other Agencies	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	242	991	114704	1055986701.2601
2005	State and IAP	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	206	206	260	279931.7600
2010	Defense	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	1	0	1	1	0	0.0000
2008	VA	N	Sometimes Small Vendor	Duns	1	1	1	1	1	1	2	2	54930	72931360.3084
2008	NASA	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	658	658	1095	11362130.2146
2014	State and IAP	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	1	1	0	0.0000
2019	DHS	S	Always Small Vendor	Duns	1	0	0	1	1	1	3	3	8	-2501.7188
2009	State and IAP	S	Always Small Vendor	Name	1	0	0	0	1	1	1	1	1	9456.0000
2020	State and IAP	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	2	2	4	753551.8775
2012	VA	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	12	14	0	0.0000
2012	State and IAP	S	Always Small Vendor	PID	NULL	NULL	0	0	0	0	4	4	0	0.0000
2006	Defense	M	Medium Vendor	PDuns-2+	1	0	0	0	0	0	32	32	49	29775.0000
2016	Defense	M	Medium Vendor	PDuns-2+	1	1	0	0	1	1	116	118	2005	3688283.8973
2008	DHS	S	Always Small Vendor	PDuns-2+	1	1	0	0	1	1	3	3	8	51169.4204
2014	NASA	S	Always Small Vendor	PID	1	0	1	1	1	1	15	15	218	29143658.9024
2018	State and IAP	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	23	1151	103426399.0411
2020	NASA	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	119	119	312	17126223.6522
1990	Defense	S	Always Small Vendor	PID	NULL	NULL	1	1	1	1	49	49	NULL	860747000.0000
2015	HHS	L	Large Vendor	Duns	1	1	1	1	1	1	1	1	1	6500.0000
2016	HHS	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	23	23	29	158010.2098
1990	Defense	M	Medium Vendor	Duns	NULL	NULL	1	1	1	NULL	35	35	NULL	47178000.0000
2005	GSA	S	Always Small Vendor	Name	1	0	0	0	1	1	2	1	14	155068.9349
2019	GSA	N	Sometimes Small Vendor	PDuns-2+	1	1	0	1	1	1	24	26	80	356578.5571
2006	Defense	S	Always Small Vendor	PID	1	0	1	1	1	1	169	169	4267	1975367268.7765
2010	Other Agencies	M	Medium Vendor	Duns	NULL	NULL	0	0	0	0	1	1	0	0.0000
2014	State and IAP	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	350	350	986	35521609.7405
2004	Other Agencies	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	0	16	16	54	143060.5799
2016	Defense	M	Medium Vendor	Duns	1	1	0	1	1	1	81	81	258	10211890.9358
2008	State and IAP	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	48	48	0	1780802.7096
2010	Defense	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	1	283	398	1663	10482628.7360
2006	HHS	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	13	13	13	9052582.5017
2005	State and IAP	S	Always Small Vendor	PID	1	0	1	1	1	1	12	12	239	38683440.0804
2012	DHS	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	0	0	1	1	0	0.0000
2013	State and IAP	M	Medium Vendor	PID	1	0	0	0	0	0	2	2	5	0.0000
2006	DHS	S	Always Small Vendor	PDuns-1	1	1	0	0	1	1	18	18	35	-71216.1299
2002	Other Agencies	S	Always Small Vendor	PID	1	0	1	1	1	1	127	127	1695	1406117003.3063
2008	VA	M	Medium Vendor	PID	NULL	NULL	1	1	1	1	3	3	0	0.0000
2007	Energy	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	1	1	1	5000.0000
2013	NASA	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	61	61	176	1232477.1900
2003	Other Agencies	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	2217	2217	15375	3206567288.7802
2004	DHS	S	Always Small Vendor	PID	1	0	0	0	1	1	4	4	6	75065.8799
2004	Energy	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	1	1	0	0.0000
2008	DHS	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	1	1	0	0.0000
2015	Energy	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	87	105	445	162827696.3877
2003	GSA	M	Medium Vendor	PDuns-2+	1	0	0	0	1	0	20	20	163	240276.0000
2005	State and IAP	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	402	402	996	31793464.1985
2009	DHS	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	229	229	518	12499266.4462
2013	HHS	L	Large Vendor	PID	1	0	1	1	1	1	40	40	2326	4148800725.1325
2017	DHS	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	311	311	494	136838.6697
2004	Energy	M	Medium Vendor	PID	1	1	1	1	1	1	8	8	78	338114831.0962
2013	Energy	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	9	9	0	0.0000
2012	HHS	M	Medium Vendor	Duns	1	0	0	1	1	1	9	9	10	876173.1728
2011	VA	M	Medium Vendor	PDuns-2+	1	0	0	0	0	0	21	22	34	48181.8498
2013	State and IAP	M	Medium Vendor	PID	1	1	0	0	0	0	5	5	6	5628.7600
2009	Defense	L	Large Vendor	PID	1	1	1	1	1	1	146	146	308537	103695806211.6657
1990	Defense	N	Sometimes Small Vendor	Duns	NULL	NULL	0	0	1	1	2	2	NULL	-214000.0000
2020	Defense	M	Medium Vendor	Duns	1	0	0	1	1	1	1	1	2	37728.0000
2011	Other Agencies	S	Always Small Vendor	Duns	1	0	0	0	1	1	4	4	5	2493.4800
2012	Defense	S	Always Small Vendor	PDuns-2+	1	1	0	1	1	1	16	21	798	7568080.3186
2014	Other Agencies	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	71	123	3444	182583134.1633
2000	Defense	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	5	6	198	37563276.0000
2015	NASA	N	Sometimes Small Vendor	PID	1	1	1	1	1	1	94	94	1929	354708881.8277
2013	Defense	M	Medium Vendor	PDuns-2+	1	0	0	0	1	0	94	94	183	507547.0300
2006	VA	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	0	318	318	6383	2007035.3400
2013	Energy	J	Large: Big 5 JV	PID	1	0	1	1	1	1	3	3	136	729522943.6600
2017	HHS	M	Medium Vendor	Duns	1	0	0	1	1	1	1	1	1	0.0000
2000	Other Agencies	M	Medium Vendor	PID	1	0	0	0	1	0	3	3	4	13000.0000
2002	GSA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	30	30	0	0.0000
2008	State and IAP	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	2	2	0	189800.1499
2008	Other Agencies	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	340	525	336498	1929710190.7979
2014	VA	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	10	10	37	697298.0163
2014	State and IAP	M	Medium Vendor	PID	1	0	1	1	1	1	42	42	176	64155444.9700
2017	Other Agencies	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	55	55	0	2552.0000
2015	Energy	M	Medium Vendor	Duns	1	0	0	0	1	0	1	1	1	0.0000
2008	DHS	M	Medium Vendor	PDuns-2+	1	0	0	0	1	0	24	24	50	114252.4002
2019	VA	M	Medium Vendor	PDuns-2+	1	0	0	0	1	1	76	84	1716	1475586.2940
2018	VA	S	Always Small Vendor	Duns	1	0	0	0	0	0	1	1	1	1080.0000
2014	NASA	N	Sometimes Small Vendor	PID	1	1	1	1	1	1	87	87	2133	414864434.3626
2006	DHS	S	Always Small Vendor	Name	1	0	0	1	1	1	14	2	25	693967.4376
2012	State and IAP	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	353	353	2632	43997258.5582
2016	VA	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	3	5	0	0.0000
2020	HHS	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	125	146	405	16443499.5720
2006	Defense	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	384	384	637	-299797.1801
2000	VA	M	Medium Vendor	PDuns-2+	1	0	0	0	0	0	5	5	5	9000.0000
2018	NASA	M	Medium Vendor	PDuns-2+	1	0	0	0	1	1	11	11	25	175854.5989
2004	DHS	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	8	8	0	3262411.5000
2018	Other Agencies	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	8	8	0	0.0000
2009	HHS	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	0	0	8	8	0	0.0000
2015	Energy	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	11	11	16	152513.0011
2003	Energy	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	7	7	9	-1252895.0000
2010	DHS	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	203	203	297	73643.4518
2019	State and IAP	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	0	5	5	12	1163.1799
2006	DHS	U	Unlabeled Vendor	Name	1	0	0	1	1	1	10	3	16	518137.4023
2008	Defense	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	7780	7780	13409	48156373.1816
2018	DHS	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	0	0	1	1	0	0.0000
2012	GSA	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	0	0	1	1	1	-17600.0000
2001	NASA	S	Always Small Vendor	PID	1	1	1	1	1	1	1	1	2	174000.0000
2006	DHS	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	479	479	979	38997114.6694
2001	NASA	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	179	179	332	19114060.5188
2019	State and IAP	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	0	4	4	3	-68586.2400
2014	VA	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	1	308	308	5693	281411014.6714
2006	Other Agencies	S	Always Small Vendor	Duns	1	0	0	0	0	0	3	3	5	3410.0000
2000	HHS	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	64	64	2	0.0000
2004	Defense	M	Medium Vendor	PID	1	0	1	1	1	1	189	189	6252	6240409091.3799
2006	Energy	S	Always Small Vendor	PID	1	0	0	1	1	1	7	7	21	1208698.8003
2006	NASA	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	320	320	417	1391843.3091
2005	Defense	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	1	1	24	48	195	1068387.4901
2008	State and IAP	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	4	4	0	2540.0000
2001	Other Agencies	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	1	0	1	1	0	5000.0000
2017	Defense	M	Medium Vendor	PID	1	0	1	1	1	1	197	197	11794	11692001039.3648
2011	VA	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	35	35	319	6268714.0937
2004	NASA	M	Medium Vendor	Duns	1	0	1	1	1	1	1	1	1	2524368.0000
2016	Defense	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	831	831	28578	56207742.1014
2007	State and IAP	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	0	4	4	5	25187.8198
2011	Other Agencies	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	153	158	408	1019854.8485
1995	Other Agencies	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	10	10	20	1153292.0000
2015	GSA	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	26	27	0	0.0000
2013	Defense	S	Always Small Vendor	Duns	1	0	1	1	1	1	1	1	1	-1566143.0000
2000	GSA	M	Medium Vendor	PID	1	1	0	1	1	1	2	2	6	68000.0000
2000	GSA	M	Medium Vendor	PID	1	0	1	1	1	1	54	54	749	368635115.1720
2018	Other Agencies	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	2278	2278	29081	587068255.5597
2002	GSA	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	4	4	3	1152000.0000
2012	State and IAP	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	23	24	118	2703431.4191
2008	Other Agencies	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	30	1175	339024597.4346
2015	Defense	U	Unlabeled Vendor	Name	1	1	0	0	0	0	2	1	5	0.0000
2012	GSA	N	Sometimes Small Vendor	PDuns-2+	1	1	0	1	1	1	36	44	1016	904180.6440
2003	DHS	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	27	27	48	651001.3594
