fiscal_year	fiscal_quarter_YTD	contract_transaction_unique_key	contract_award_unique_key	signeddate	contractingofficeagencyid	ProductOrServiceCode	PlatformPortfolio	ProjectID	VehicleClassification	CompetitionClassification	ClassifyNumberOfOffers	anycommercial	PricingUCA	VendorSize	fundedbyforeignentity	PlaceISOalpha3	pop_state_code	VendorISOalpha3	VendorStateCode	OriginISOalpha3	placeofmanufacture	AnyCommercial	typeofcontractpricing	IsLetterContract	ProductOrServiceCode	claimantprogramcode	principalnaicscode	ProjectID	EntityID	parentid	IsEntityTraditional	obligatedAmount	baseandexercisedoptionsvalue	baseandalloptionsvalue	numberOfActions
2023	1	8000_-NONE-_80NSSC18C0040_P00008_-NONE-_0	CONT_AWD_80NSSC18C0040_8000_-NONE-_-NONE-	2022-10-11	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	100+ Offers	Y	FFP	Small	X	USA	IL	USA	IL	USA	C	Y	J	0	AR11		541715	NULL	1	**VARIABLE	0	0.0000	0.0000	0.0000	1
2016	NULL	8000_-none-_NNX16CM31P_0_-none-_0	CONT_AWD_NNX16CM31P_8000_-NONE-_-NONE-	2016-05-25	8000	AR11	Space Systems	NULL	PO	Limited Competition with multiple offers	100+ Offers	N	FFP	Small	X	USA	CO	USA	CO	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	0	124909.0000	124909.0000	124909.0000	1
2015	NULL	8000_-none-_NNX13CA07C_5_-none-_0	CONT_AWD_NNX13CA07C_8000_-NONE-_-NONE-	2015-01-21	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	100+ Offers	N	FFP	Small	X	USA	MD	USA	MD	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	1	-1.0000	-1.0000	-1.0000	1
2002	NULL	8000_-NONE-_ARC00200003DNAS200058_5_-NONE-_0	CONT_AWD_ARC00200003DNAS200058_8000_-NONE-_-NONE-	2001-11-15	8000	AR11	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	FFP	Small	X	USA	CA	USA	CA	USA		N	J	0	AR11		541710	NULL	NULL	NULL	0	74000.0000	0.0000	0.0000	1
2019	NULL	8000_-none-_80NSSC19C0148_0_-none-_0	CONT_AWD_80NSSC19C0148_8000_-NONE-_-NONE-	2019-06-18	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	100+ Offers	N	FFP	Small	X	USA	VA	USA	VA	USA	C	N	J	0	AR11		541715	NULL	NULL	NULL	0	749610.0000	749610.0000	749610.0000	1
2023	1	8000_-NONE-_80LARC20C0016_P00009_-NONE-_0	CONT_AWD_80LARC20C0016_8000_-NONE-_-NONE-	2022-12-19	8000	AR15	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	FFP	Small	X	USA	WA	USA	WA	USA	C	N	J	0	AR15		334413	NULL	1	**VARIABLE	0	0.0000	0.0000	0.0000	1
2023	4	8000_-NONE-_80NSSC20C0205_P00006_-NONE-_0	CONT_AWD_80NSSC20C0205_8000_-NONE-_-NONE-	2023-09-28	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	100+ Offers	N	FFP	Large (Small Subsidiary)	X	USA	IL	USA	IL	USA	C	N	J	0	AR11	NULL	541715	NULL	684093	CACI	1	0.0000	0.0000	0.0000	1
2017	NULL	8000_-none-_NNX17CM52P_0_-none-_0	CONT_AWD_NNX17CM52P_8000_-NONE-_-NONE-	2017-06-08	8000	AR11	Space Systems	NULL	PO	Limited Competition with multiple offers	100+ Offers	N	FFP	Small	X	USA	CO	USA	CO	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	0	124909.0000	124909.0000	124909.0000	1
2020	NULL	8000_-NONE-_80NSSC20C0586_0_-NONE-_0	CONT_AWD_80NSSC20C0586_8000_-NONE-_-NONE-	2020-08-12	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	100+ Offers	N	FFP	Small	X	USA	AL	USA	AL	USA	C	N	J	0	AR11		541715	NULL	NULL	NULL	0	124988.0000	124988.0000	124988.0000	1
2018	NULL	8000_-none-_80NSSC18C0012_0_-none-_0	CONT_AWD_80NSSC18C0012_8000_-NONE-_-NONE-	2018-04-30	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	100+ Offers	Y	FFP	Small	X	USA	WA	USA	WA	USA	C	Y	J	0	AR11		541715	NULL	NULL	NULL	0	748647.0000	748647.0000	748647.0000	1
2019	NULL	8000_-none-_80GRC018C0011_P00014_-none-_0	CONT_AWD_80GRC018C0011_8000_-NONE-_-NONE-	2019-08-22	8000	AR11	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	MO	USA	MO	USA	C	N	U	0	AR11		541715	NULL	683750	BOEING	1	0.0000	0.0000	0.0000	1
2009	NULL	8000_-NONE-_NNX09CA33C_2_-NONE-_0	CONT_AWD_NNX09CA33C_8000_-NONE-_-NONE-	2009-07-14	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	Two Offers	N	FFP	Small	X	USA	CA	USA	CA	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	0	0.0000	0.0000	0.0000	1
2002	NULL	9700_-NONE-_N0017302C2036_P00007_-NONE-_0	CONT_AWD_N0017302C2036_9700_-NONE-_-NONE-	2002-09-12	1700	AR13	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Small	X	USA	DC	USA	VA	NULL		N	U	0	AR13	A2	541710	NULL	668016	PRAXIS INTERNATIONAL	1	71043.0000	0.0000	0.0000	1
2005	NULL	8000_-NONE-_NNA04BA24C_5_-NONE-_0	CONT_AWD_NNA04BA24C_8000_-NONE-_-NONE-	2005-03-16	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	25-99 Offers	N	FFP	Small	X	USA	CA	USA	CA	USA		N	J	0	AR11		541512	NULL	NULL	NULL	0	171417.0000	0.0000	0.0000	1
2006	NULL	8000_-NONE-_NNL06AA59P_0_-NONE-_0	CONT_AWD_NNL06AA59P_8000_-NONE-_-NONE-	2006-01-27	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	25-99 Offers	N	FFP	Small	X	USA	PA	USA	PA	USA		N	J	0	AR11		541710	NULL	NULL	NULL	0	69202.0000	69202.0000	69202.0000	1
2012	NULL	8000_-none-_NNX11CC15C_1_-none-_0	CONT_AWD_NNX11CC15C_8000_-NONE-_-NONE-	2012-01-17	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	Two Offers	N	FFP	Small		USA	CA	USA	CA	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	1	325000.0000	0.0000	0.0000	1
2001	NULL	8000_-NONE-_LARC0200002DNAS199108_A003_-NONE-_0	CONT_AWD_LARC0200002DNAS199108_8000_-NONE-_-NONE-	2001-05-15	8000	AR11	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA		N	S	0	AR11		541710	NULL	NULL	NULL	0	294000.0000	0.0000	0.0000	1
2001	NULL	8000_-NONE-_LERC0200105BNAS301108_0_-NONE-_0	CONT_AWD_LERC0200105BNAS301108_8000_-NONE-_-NONE-	2001-05-15	8000	AR12	Space Systems	NULL	PO	Full Competition (Multiple Offers)	25-99 Offers	N	FFP	Small	X	USA	NY	USA	NY	USA		N	J	0	AR12		541710	NULL	NULL	NULL	0	0.0000	0.0000	0.0000	1
2010	NULL	8000_-none-_NNX10RA52P_0_-none-_0	CONT_AWD_NNX10RA52P_8000_-NONE-_-NONE-	2010-01-28	8000	AR11	Space Systems	NULL	PO	Limited Competition with multiple offers	Two Offers	N	FFP	Small	X	USA	MT	USA	MT	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	0	99784.0000	99784.0000	99784.0000	1
2012	NULL	8000_-none-_NNX12CA37C_1_-none-_0	CONT_AWD_NNX12CA37C_8000_-NONE-_-NONE-	2012-06-22	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	100+ Offers	N	FFP	Small		USA	MD	USA	MD	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	0	0.0000	0.0000	0.0000	1
2018	NULL	8000_-none-_NNX15CP05C_6_-none-_0	CONT_AWD_NNX15CP05C_8000_-NONE-_-NONE-	2018-05-21	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	100+ Offers	N	FFP	Small	X	USA	NH	USA	NH	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	1	0.0000	0.0000	0.0000	1
2016	NULL	8000_-none-_NNX16CL63P_0_-none-_0	CONT_AWD_NNX16CL63P_8000_-NONE-_-NONE-	2016-05-19	8000	AR11	Space Systems	NULL	PO	Limited Competition with multiple offers	100+ Offers	N	FFP	Small	X	USA	MD	USA	MD	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	1	125000.0000	125000.0000	125000.0000	1
2006	NULL	8000_-NONE-_NNC06CB26C_1_-NONE-_0	CONT_AWD_NNC06CB26C_8000_-NONE-_-NONE-	2006-06-30	8000	AR13	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	5-9 Offers	N	Other CB	Small	X	USA	NY	USA	NY	USA		N	U	0	AR13		541710	NULL	NULL	NULL	0	1000000.0000	0.0000	0.0000	1
2012	NULL	8000_-none-_NNX12CG36P_1_-none-_0	CONT_AWD_NNX12CG36P_8000_-NONE-_-NONE-	2012-03-13	8000	AR11	Space Systems	NULL	PO	Limited Competition with multiple offers	Two Offers	N	FFP	Small		USA	FL	USA	FL	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	0	0.0000	0.0000	0.0000	1
2023	2	8000_-NONE-_80LARC21C0009_P00011_-NONE-_0	CONT_AWD_80LARC21C0009_8000_-NONE-_-NONE-	2023-03-02	8000	AR12	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	FFP	Unlabeled	X	USA	NJ	USA	NJ	USA	C	N	J	0	AR12		541715	NULL	1	**VARIABLE	1	0.0000	0.0000	0.0000	1
2015	NULL	8000_-none-_NNC13CA02C_6_-none-_0	CONT_AWD_NNC13CA02C_8000_-NONE-_-NONE-	2015-01-26	8000	AR11	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Large: Big 5		USA	TX	USA	TX	USA	C	N	U	0	AR11		541712	NULL	659846	LOCKHEED MARTIN	1	0.0000	0.0000	0.0000	1
2013	NULL	8000_-none-_NNX12CB07C_1_-none-_0	CONT_AWD_NNX12CB07C_8000_-NONE-_-NONE-	2012-10-17	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	100+ Offers	N	FFP	Small		USA	FL	USA	FL	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	1	0.0000	0.0000	0.0000	1
2021	NULL	9700_-none-_FA880617C0001_P00097_-none-_5	CONT_AWD_FA880617C0001_9700_-NONE-_-NONE-	2021-03-17	5700	AR16	Space Systems	NULL	DCA	Limited Competition with multiple offers	3-4 Offers	N	Incentive	Medium >1B (Small Subsidiary)	X	USA	VA	USA	VA	USA	C	N	V	0	AR16	S1	541712	NULL	686648	ENSCO	1	10879562.0000	0.0000	0.0000	1
2010	NULL	9700_-none-_N0018910PZ841_0_-none-_0	CONT_AWD_N0018910PZ841_9700_-NONE-_-NONE-	2010-08-25	1700	AR37	Space Systems	NULL	PO	No Competition (Only One Source Exception)	No competition	Y	FFP	Medium <1B		USA	MD	USA	MD	USA	C	Y	J	0	AR37	S1	541511	NULL	NULL	NULL	0	16347.0000	16347.0000	16347.0000	1
2006	NULL	8000_-NONE-_NNC06CB26C_3_-NONE-_0	CONT_AWD_NNC06CB26C_8000_-NONE-_-NONE-	2006-09-28	8000	AR13	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	5-9 Offers	N	Other CB	Small	X	USA	NY	USA	NY	USA		N	U	0	AR13		541710	NULL	NULL	NULL	0	849336.0000	0.0000	0.0000	1
2019	NULL	8000_-none-_80NSSC19C0282_0_-none-_0	CONT_AWD_80NSSC19C0282_8000_-NONE-_-NONE-	2019-07-31	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	100+ Offers	N	FFP	Small	X	USA	MA	USA	MA	USA	C	N	J	0	AR11		541715	NULL	NULL	NULL	0	124993.0000	124993.0000	124993.0000	1
2012	NULL	8000_-none-_NNX11CH23P_5_-none-_0	CONT_AWD_NNX11CH23P_8000_-NONE-_-NONE-	2012-03-05	8000	AR11	Space Systems	NULL	PO	Limited Competition with multiple offers	3-4 Offers	N	FFP	Small		USA	CA	USA	CA	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	0	-20.0000	-20.0000	-20.0000	1
2016	NULL	8000_-none-_NNX16CS10P_0_-none-_0	CONT_AWD_NNX16CS10P_8000_-NONE-_-NONE-	2016-05-27	8000	AR11	Space Systems	NULL	PO	Limited Competition with multiple offers	100+ Offers	N	FFP	Small	X	USA	CA	USA	CA	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	0	122168.0000	122168.0000	122168.0000	1
2010	NULL	8000_-none-_NNC09CA23C_2_-none-_0	CONT_AWD_NNC09CA23C_8000_-NONE-_-NONE-	2010-09-10	8000	AR12	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	N	Other CB	Small		USA	OH	USA	OH	USA	C	N	U	0	AR12		541712	NULL	672536	SUNPOWER	1	0.0000	0.0000	0.0000	1
2010	NULL	8000_-none-_NNX10RA76P_0_-none-_0	CONT_AWD_NNX10RA76P_8000_-NONE-_-NONE-	2010-01-29	8000	AR11	Space Systems	NULL	PO	Limited Competition with multiple offers	5-9 Offers	N	FFP	Small	X	USA	OH	USA	OH	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	1	99999.0000	99999.0000	99999.0000	1
2002	NULL	8000_-NONE-_LARC0200208DL16736_0_-NONE-_0	CONT_AWD_LARC0200208DL16736_8000_-NONE-_-NONE-	2002-08-15	8000	AR11	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	FFP	Small	X	USA	CA	USA	CA	USA		N	J	0	AR11		541330	NULL	NULL	NULL	0	25000.0000	0.0000	0.0000	1
2018	NULL	8000_-none-_NNX17CD03C_2_-none-_0	CONT_AWD_NNX17CD03C_8000_-NONE-_-NONE-	2018-05-31	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	100+ Offers	N	FFP	Small	X	USA	CA	USA	CA	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	0	0.0000	0.0000	0.0000	1
2017	NULL	8000_-none-_NNX17CP11C_0_-none-_0	CONT_AWD_NNX17CP11C_8000_-NONE-_-NONE-	2017-04-11	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	100+ Offers	N	FFP	Small	X	USA	OR	USA	OR	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	0	749543.0000	749543.0000	749543.0000	1
2000	NULL	8000_-none-_LARC0199912DNAS100024_0_-none-_0	CONT_AWD_LARC0199912DNAS100024_8000_-NONE-_-NONE-	1999-12-15	8000	AR11	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	FFP	Large (Small Subsidiary)		USA	WA	USA	WA	USA		N	J	0	AR11			NULL	675069	UNITED TECH	0	70000.0000	0.0000	0.0000	1
2015	NULL	8000_-none-_NNC13CA06C_8_-none-_0	CONT_AWD_NNC13CA06C_8000_-NONE-_-NONE-	2015-05-18	8000	AR11	Space Systems	NULL	DCA	No Competition (Other Exception)	No competition	N	Other CB	Large: Big 5	X	USA	TX	USA	TX	USA	C	N	U	0	AR11		541712	NULL	659846	LOCKHEED MARTIN	1	1000000.0000	0.0000	0.0000	1
2020	NULL	8000_-NONE-_80ARC020C0011_P00002_-NONE-_0	CONT_AWD_80ARC020C0011_8000_-NONE-_-NONE-	2020-08-13	8000	AR13	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	FFP	Large: Big 5	X	USA	CA	USA	CA	USA	C	N	J	0	AR13		541715	NULL	659846	LOCKHEED MARTIN	1	0.0000	0.0000	0.0000	1
2005	NULL	8000_-NONE-_NNL04AA09C_8_-NONE-_0	CONT_AWD_NNL04AA09C_8000_-NONE-_-NONE-	2005-01-27	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	25-99 Offers	N	FFP	Small	X	USA	NJ	USA	NJ	USA		N	J	0	AR11		541710	NULL	NULL	NULL	0	25000.0000	0.0000	0.0000	1
2003	NULL	8000_-NONE-_LARC0200010DNAS100112_26_-NONE-_0	CONT_AWD_LARC0200010DNAS100112_8000_-NONE-_-NONE-	2003-04-15	8000	AR11	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	NY	USA	NY	USA		N	U	0	AR11		541710	NULL	NULL	NULL	0	894443.0000	0.0000	0.0000	1
2011	NULL	8000_-none-_NNX11CE54P_2_-none-_0	CONT_AWD_NNX11CE54P_8000_-NONE-_-NONE-	2011-04-01	8000	AR11	Space Systems	NULL	PO	Limited Competition with multiple offers	3-4 Offers	N	FFP	Small		USA	IL	USA	IL	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	0	12501.0000	0.0000	0.0000	1
2012	NULL	8000_-none-_NNX11CI38P_6_-none-_0	CONT_AWD_NNX11CI38P_8000_-NONE-_-NONE-	2012-01-09	8000	AR11	Space Systems	NULL	PO	Limited Competition with multiple offers	3-4 Offers	N	FFP	Small		USA	FL	USA	FL	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	0	15415.0000	0.0000	0.0000	1
2015	NULL	8000_-none-_NNX13CG06C_5_-none-_0	CONT_AWD_NNX13CG06C_8000_-NONE-_-NONE-	2014-11-10	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	100+ Offers	N	FFP	Small	X	USA	VA	USA	VA	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	1	0.0000	0.0000	0.0000	1
2002	NULL	8000_-NONE-_GSFC0200009DNAS500129_2_-NONE-_0	CONT_AWD_GSFC0200009DNAS500129_8000_-NONE-_-NONE-	2002-02-15	8000	AR13	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	FFP	Small	X	USA	NJ	USA	NJ	USA		N	J	0	AR13		541710	NULL	NULL	NULL	0	351000.0000	0.0000	0.0000	1
2011	NULL	8000_-none-_NNX10CB67C_2_-none-_0	CONT_AWD_NNX10CB67C_8000_-NONE-_-NONE-	2010-10-22	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	Two Offers	N	FFP	Small		USA	AZ	USA	AZ	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	0	49000.0000	0.0000	0.0000	1
2011	NULL	8000_-none-_NNX11CG13P_2_-none-_0	CONT_AWD_NNX11CG13P_8000_-NONE-_-NONE-	2011-04-05	8000	AR11	Space Systems	NULL	PO	Limited Competition with multiple offers	3-4 Offers	N	FFP	Small	X	USA	PA	USA	PA	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	1	12501.0000	0.0000	0.0000	1
2011	NULL	8000_-none-_NNX11CG72P_4_-none-_0	CONT_AWD_NNX11CG72P_8000_-NONE-_-NONE-	2011-06-10	8000	AR11	Space Systems	NULL	PO	Limited Competition with multiple offers	3-4 Offers	N	FFP	Small		USA	CA	USA	CA	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	0	54831.0000	0.0000	0.0000	1
2019	NULL	8000_-none-_NNX17CJ09C_4_-none-_0	CONT_AWD_NNX17CJ09C_8000_-NONE-_-NONE-	2019-08-16	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	100+ Offers	N	FFP	Small	X	USA	IL	USA	IL	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	0	0.0000	0.0000	0.0000	1
2008	NULL	8000_-NONE-_LARC0200002DNAS199108_32_-NONE-_0	CONT_AWD_LARC0200002DNAS199108_8000_-NONE-_-NONE-	2008-01-31	8000	AR11	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA		N	S	0	AR11			NULL	NULL	NULL	1	150000.0000	0.0000	0.0000	1
2001	NULL	8000_-NONE-_LARC0200102DNAS101050_0_-NONE-_0	CONT_AWD_LARC0200102DNAS101050_8000_-NONE-_-NONE-	2001-02-15	8000	AR11	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	FFP	Small	X	USA	MA	USA	MA	USA		N	J	0	AR11		541710	NULL	NULL	NULL	0	70000.0000	0.0000	0.0000	1
2004	NULL	8000_-NONE-_LARC0200201DNAS102064_6_-NONE-_0	CONT_AWD_LARC0200201DNAS102064_8000_-NONE-_-NONE-	2003-10-01	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	25-99 Offers	N	FFP	Small	X	USA	MA	NULL		USA		N	J	0	AR11		541710	NULL	NULL	NULL	0	50000.0000	599093.0000	599093.0000	1
2005	NULL	8000_-NONE-_NNA05BE65C_3_-NONE-_0	CONT_AWD_NNA05BE65C_8000_-NONE-_-NONE-	2005-03-07	8000	AR11	Space Systems	NULL	DCA	No Competition (Other Exception)	No competition	N	FFP	Small	X	USA	CA	USA	CA	USA		N	J	0	AR11		541710	NULL	NULL	NULL	0	125000.0000	0.0000	0.0000	1
2017	NULL	8000_-none-_NNX17CG33P_0_-none-_0	CONT_AWD_NNX17CG33P_8000_-NONE-_-NONE-	2017-05-17	8000	AR11	Space Systems	NULL	PO	Limited Competition with multiple offers	100+ Offers	N	FFP	Small	X	USA	MD	USA	MD	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	1	125000.0000	125000.0000	125000.0000	1
2019	NULL	8000_-none-_80NSSC19C0108_P00001_-none-_0	CONT_AWD_80NSSC19C0108_8000_-NONE-_-NONE-	2019-08-01	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	100+ Offers	N	FFP	Small	X	USA	VA	USA	VA	USA	C	N	J	0	AR11		541715	NULL	NULL	NULL	0	0.0000	0.0000	0.0000	1
2024	2	8000_-NONE-_NAS1510110_364_-NONE-_0	CONT_AWD_NAS1510110_8000_-NONE-_-NONE-	2024-02-22	8000	J018	Space Systems	NULL	DCA	No Competition (Unlabeled Exception)	No competition	N	FFP	Large	X	RUS	NULL	RUS	NULL	RUS	B	N	J	0	J018	NULL	481212	NULL	669769	RUSSIA SPACE AGENCY	0	297042.0000	297042.0000	297042.0000	1
2018	NULL	8000_-none-_NNX14CG07C_8_-none-_0	CONT_AWD_NNX14CG07C_8000_-NONE-_-NONE-	2018-06-04	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	100+ Offers	N	FFP	Small	X	USA	NH	USA	NH	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	1	0.0000	0.0000	0.0000	1
2009	NULL	8000_-NONE-_NNX09CB53C_0_-NONE-_0	CONT_AWD_NNX09CB53C_8000_-NONE-_-NONE-	2009-09-23	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	Two Offers	N	FFP	Small	X	USA	CA	USA	CA	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	0	150000.0000	600000.0000	600000.0000	1
2018	NULL	8000_-none-_GSFC0199307DNAS532314_245_-none-_0	CONT_AWD_GSFC0199307DNAS532314_8000_-NONE-_-NONE-	2018-05-30	8000	AR35	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	N	R	0	AR35		334511	NULL	665531	NORTHROP GRUMMAN	1	400000.0000	0.0000	0.0000	1
2003	NULL	8000_-NONE-_LERC0200209DNAS302169_3_-NONE-_0	CONT_AWD_LERC0200209DNAS302169_8000_-NONE-_-NONE-	2003-03-15	8000	AR11	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	FFP	Small	X	USA	WA	USA	WA	USA		N	J	0	AR11		541710	NULL	NULL	NULL	0	225000.0000	0.0000	0.0000	1
2006	NULL	8000_-NONE-_NNC06CB26C_0_-NONE-_0	CONT_AWD_NNC06CB26C_8000_-NONE-_-NONE-	2006-05-03	8000	AR13	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	5-9 Offers	N	Other CB	Small	X	USA	NY	USA	NY	USA		N	U	0	AR13		541710	NULL	NULL	NULL	0	1700000.0000	10357173.0000	10357173.0000	1
2023	4	8000_-NONE-_NNM16AA09C_46_-NONE-_0	CONT_AWD_NNM16AA09C_8000_-NONE-_-NONE-	2023-07-10	8000	AR14	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Unlabeled	X	USA	AZ	USA	AZ	USA	C	N	S	0	AR14		541712	NULL	1	**VARIABLE	1	2322931.0000	2700016.0000	2700016.0000	1
2018	NULL	8000_-none-_80NSSC18P2188_0_-none-_0	CONT_AWD_80NSSC18P2188_8000_-NONE-_-NONE-	2018-07-27	8000	AR11	Space Systems	NULL	PO	Limited Competition with multiple offers	100+ Offers	N	FFP	Small	X	USA	WV	USA	WV	USA	C	N	J	0	AR11		541715	NULL	NULL	NULL	1	123883.0000	123883.0000	123883.0000	1
2024	2	8000_-NONE-_GSFC0200005DNAS500147_P000132_-NONE-_0	CONT_AWD_GSFC0200005DNAS500147_8000_-NONE-_-NONE-	2024-02-20	8000	AR32	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	Other CB	Large	X	USA	CA	USA	CA	USA	C	N	S	0	AR32	NULL	541710	NULL	672186	STANFORD UNIVERSITY	1	0.0000	0.0000	0.0000	1
2011	NULL	8000_-none-_NNX11CI40P_2_-none-_0	CONT_AWD_NNX11CI40P_8000_-NONE-_-NONE-	2011-04-01	8000	AR11	Space Systems	NULL	PO	Limited Competition with multiple offers	3-4 Offers	N	FFP	Small		USA	FL	USA	FL	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	0	6251.0000	0.0000	0.0000	1
2023	3	8000_-NONE-_NNJ06TA25C_621_-NONE-_0	CONT_AWD_NNJ06TA25C_8000_-NONE-_-NONE-	2023-05-17	8000	AR33	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	N	Other CB	Large: Big 5	X	USA	CO	USA	CO	USA	C	N	R	0	AR33		541710	NULL	659846	LOCKHEED MARTIN	1	160000.0000	0.0000	0.0000	1
2018	NULL	8000_-none-_NNX15CJ08C_6_-none-_0	CONT_AWD_NNX15CJ08C_8000_-NONE-_-NONE-	2017-12-08	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	100+ Offers	N	FFP	Small	X	USA	MA	USA	MA	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	0	150000.0000	150000.0000	150000.0000	1
2021	NULL	8000_-NONE-_80NSSC20C0098_P00003_-NONE-_0	CONT_AWD_80NSSC20C0098_8000_-NONE-_-NONE-	2021-02-19	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	100+ Offers	N	FFP	Small	X	USA	NY	USA	NY	USA	C	N	J	0	AR11		541715	NULL	NULL	NULL	0	0.0000	0.0000	0.0000	1
2016	NULL	8000_-none-_NNX13CA60C_5_-none-_0	CONT_AWD_NNX13CA60C_8000_-NONE-_-NONE-	2016-01-12	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	100+ Offers	N	FFP	Small	X	USA	OR	USA	OR	USA	C	N	J	0	AR11		541712	NULL	NULL	NULL	0	11025.0000	11025.0000	11025.0000	1
