assistance_transaction_unique_key,assistance_award_unique_key,award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation.x,total_obligated_amount.x,total_outlayed_amount_for_overall_award,indirect_cost_federal_share_amount,non_federal_funding_amount,total_non_federal_funding_amount,face_value_of_loan,original_loan_subsidy_cost,total_face_value_of_loan,total_loan_subsidy_cost,disaster_emergency_fund_codes_for_overall_award,outlayed_amount_from_COVID.19_supplementals_for_overall_award,obligated_amount_from_COVID.19_supplementals_for_overall_award,outlayed_amount_from_IIJA_supplemental_for_overall_award,obligated_amount_from_IIJA_supplemental_for_overall_award,action_date,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,Funding_Agency_Name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,treasury_accounts_funding_this_award,federal_accounts_funding_this_award,object_classes_funding_this_award,program_activities_funding_this_award,recipient_uei,recipient_duns,recipient_name,recipient_name_raw,recipient_parent_uei,recipient_parent_duns,recipient_parent_name,recipient_parent_name_raw,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,prime_award_transaction_recipient_county_fips_code,recipient_county_name,prime_award_transaction_recipient_state_fips_code,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,prime_award_transaction_recipient_cd_original,prime_award_transaction_recipient_cd_current,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_scope,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,prime_award_transaction_place_of_performance_county_fips_code,primary_place_of_performance_county_name,prime_award_transaction_place_of_performance_state_fips_code,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,prime_award_transaction_place_of_performance_cd_original,prime_award_transaction_place_of_performance_cd_current,primary_place_of_performance_foreign_location,cfda_number,cfda_title,funding_opportunity_number,funding_opportunity_goals_text,assistance_type_code,assistance_type_description,transaction_description,prime_award_base_transaction_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,highly_compensated_officer_1_name,highly_compensated_officer_1_amount,highly_compensated_officer_2_name,highly_compensated_officer_2_amount,highly_compensated_officer_3_name,highly_compensated_officer_3_amount,highly_compensated_officer_4_name,highly_compensated_officer_4_amount,highly_compensated_officer_5_name,highly_compensated_officer_5_amount,usaspending_permalink,last_modified_date,USAspending_file_name,federal_action_obligation.y,total_obligated_amount.y,DeepTech,HighTech,Biotechnology,Quantum,FutureG,AdvMaterials,TrustedAI,SysOfSys,Microelectronics,Space Technology,Renewable,Computing,HMI,DirectedEnergy,Hypersonics,SensorCyber,ComponentTech,AnyTag
7300_12E0429162780002_12E04291627800022012APR45_59.016_-NONE-,ASST_NON_12E0429162780002_7300,12E0429162780002,NA,12E04291627800022012APR45,SAI NOT AVAILABLE,1800,1800,NA,NA,200,200,0,0,0,0,NA,NA,NA,NA,NA,2012-04-05,2012,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PHQRMAMG7MZ8,065150765,"EBACHER PLUMBING & HEATING, INC.","EBACHER PLUMBING & HEATING, INC.",PHQRMAMG7MZ8,065150765,"EBACHER PLUMBING & HEATING, INC.","EBACHER PLUMBING & HEATING, INC.",USA,UNITED STATES,NA,NA,00000,AMESBURY,25009,ESSEX,25,MA,MASSACHUSETTS,01913,3805,MA-05,MA-06,NA,NA,NA,NA,USA,UNITED STATES,25**017,LOWELL,25017,MIDDLESEX,25,MASSACHUSETTS,018543643,MA-05,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,"SECTION 220001, PLUMBING, RENOVATIONS TO OFFICE SPACES","SECTION 220001, PLUMBING, RENOVATIONS TO OFFICE SPACES",NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_12E0429162780002_7300/,2012-05-16,FY2012_073_Assistance_Full_20230908_1.csv,1800,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_12E6240078280008_12E62400782800082012FEB715_59.016_-NONE-,ASST_NON_12E6240078280008_7300,12E6240078280008,NA,12E62400782800082012FEB715,SAI NOT AVAILABLE,-72000,0,NA,NA,-8000,0,0,0,0,0,NA,NA,NA,NA,NA,2012-02-16,2012,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NPNQU6AGTKV5,018792159,TWO BROTHERS CONSTRUCTION CORP.,TWO BROTHERS CONSTRUCTION CO.,NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,BUENA PARK,06059,ORANGE,06,CA,CALIFORNIA,90621,0000,CA-32,CA-45,NA,NA,NA,NA,USA,UNITED STATES,06**037,MONTEREY PARK,06037,LOS ANGELES,06,CALIFORNIA,917540000,CA-32,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,CAMPUS SWING SPACE FULL TENANT IMPROVEMENT AND DELIVERY OF 7 PRE MANUFACTURED MODULAR CLASSROOM,CAMPUS SWING SPACE FULL TENANT IMPROVEMENT AND DELIVERY OF 7 PRE MANUFACTURED MODULAR CLASSROOM,NON,NA,R,SMALL BUSINESS,NA,NA,C,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_12E6240078280008_7300/,2012-03-09,FY2012_073_Assistance_Full_20230908_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_12E6240078280008_12E62400782800082012FEB582_59.016_-NONE-,ASST_NON_12E6240078280008_7300,12E6240078280008,NA,12E62400782800082012FEB715,SAI NOT AVAILABLE,72000,0,NA,NA,8000,0,0,0,0,0,NA,NA,NA,NA,NA,2012-02-08,2012,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NPNQU6AGTKV5,018792159,TWO BROTHERS CONSTRUCTION CORP.,TWO BROTHERS CONSTRUCTION CO.,NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,BUENA PARK,06059,ORANGE,06,CA,CALIFORNIA,90621,0000,CA-32,CA-45,NA,NA,NA,NA,USA,UNITED STATES,06**037,MONTEREY PARK,06037,LOS ANGELES,06,CALIFORNIA,917540000,CA-32,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,CAMPUS SWING SPACE FULL TENANT IMPROVEMENT AND DELIVERY OF 7 PRE MANUFACTURED MODULAR CLASSROOM,CAMPUS SWING SPACE FULL TENANT IMPROVEMENT AND DELIVERY OF 7 PRE MANUFACTURED MODULAR CLASSROOM,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_12E6240078280008_7300/,2012-03-09,FY2012_073_Assistance_Full_20230908_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_12E8003884710015_12E80038847100152012JAN10_59.016_-NONE-,ASST_NON_12E8003884710015_7300,12E8003884710015,NA,12E80038847100152012JAN10,SAI NOT AVAILABLE,94658,94658,NA,NA,10518,10518,0,0,0,0,NA,NA,NA,NA,NA,2012-01-25,2012,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUDYSL5TZGZ8,110115540,PUEBLO CONSTRUCTION INC.,"PUEBLO CONSTRUCTION, INC.",JUDYSL5TZGZ8,110115540,PUEBLO CONSTRUCTION INC.,PUEBLO CONSTRUCTION INC.,USA,UNITED STATES,NA,NA,00000,SANTA BARBARA,06083,SANTA BARBARA,06,CA,CALIFORNIA,93101,0000,CA-24,CA-24,NA,NA,NA,NA,USA,UNITED STATES,06**111,POINT MUGU NAWC,06111,VENTURA,06,CALIFORNIA,930420000,CA-24,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,RECONFIGURE OFFICE SPACES IN MISSLE LAB N62473-12-D-0004 (PM-JOC),RECONFIGURE OFFICE SPACES IN MISSLE LAB N62473-12-D-0004 (PM-JOC),NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_12E8003884710015_7300/,2012-02-21,FY2012_073_Assistance_Full_20230908_1.csv,94658,94658,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_12E2725867300035_12E27258673000352012JAN427_59.016_-NONE-,ASST_NON_12E2725867300035_7300,12E2725867300035,NA,12E27258673000352012JAN427,SAI NOT AVAILABLE,57200,57200,NA,NA,14300,14300,0,0,0,0,NA,NA,NA,NA,NA,2012-01-25,2012,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,012616118,"SEMINOLE CONSTRUCTION, LLC","SEMINOLE CONSTRUCTION, LLC",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,BEACH HAVEN,34029,OCEAN,34,NJ,NEW JERSEY,08008,0000,NJ-03,NJ-02,NA,NA,NA,NA,USA,UNITED STATES,34**005,MOUNT HOLLY,34005,BURLINGTON,34,NEW JERSEY,080600000,NJ-03,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,2012 DEMOLITION OF VARIOUS OPEN SPACE PROPERTIES,2012 DEMOLITION OF VARIOUS OPEN SPACE PROPERTIES,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_12E2725867300035_7300/,2012-02-21,FY2012_073_Assistance_Full_20230908_1.csv,57200,57200,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_12E2004514370007_12E20045143700072012JAN31_59.016_-NONE-,ASST_NON_12E2004514370007_7300,12E2004514370007,NA,12E20045143700072012JAN31,SAI NOT AVAILABLE,308221,308221,NA,NA,34247,34247,0,0,0,0,NA,NA,NA,NA,NA,2012-01-23,2012,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T29KPANQL3H2,023541274,A HOLE IN THE WALL CONSTRUCTION,"AHW CONSTRUCTION, LLC, A HOLE IN THE WALL CON",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,COMMERCE CITY,08001,ADAMS,08,CO,COLORADO,80022,0000,CO-03,CO-08,NA,NA,NA,NA,USA,UNITED STATES,08**077,GRAND JUNCTION,08077,MESA,08,COLORADO,815010000,CO-03,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,DESIGN AND CONSTRUCTION OF LEASED SPACE AT GRAND JUNCTION WALKER FIELD AIRPORT FOR TSA #GS-08P-11-JB-C-0120,DESIGN AND CONSTRUCTION OF LEASED SPACE AT GRAND JUNCTION WALKER FIELD AIRPORT FOR TSA #GS-08P-11-JB-C-0120,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_12E2004514370007_7300/,2012-02-21,FY2012_073_Assistance_Full_20230908_1.csv,308221,308221,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_12E6240078280007_12E62400782800072012JAN318_59.016_-NONE-,ASST_NON_12E6240078280007_7300,12E6240078280007,NA,12E62400782800072012JAN318,SAI NOT AVAILABLE,72000,72000,NA,NA,8000,8000,0,0,0,0,NA,NA,NA,NA,NA,2012-01-19,2012,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NPNQU6AGTKV5,018792159,TWO BROTHERS CONSTRUCTION CORP.,TWO BROTHERS CONSTRUCTION CO.,NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,BUENA PARK,06059,ORANGE,06,CA,CALIFORNIA,90621,0000,CA-37,CA-45,NA,NA,NA,NA,USA,UNITED STATES,06**037,LONG BEACH,06037,LOS ANGELES,06,CALIFORNIA,908070000,CA-37,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,NEW SERVER ROOM -DEMO & DISPOSAL OF EXISTING INTERIOR SPACE CONSTRUCTION OF 587SQ FT NEW INTERIOR SPACE,NEW SERVER ROOM -DEMO & DISPOSAL OF EXISTING INTERIOR SPACE CONSTRUCTION OF 587SQ FT NEW INTERIOR SPACE,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_12E6240078280007_7300/,2012-02-21,FY2012_073_Assistance_Full_20230908_1.csv,72000,72000,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_12E3310024860002_12E33100248600022012JAN614_59.016_-NONE-,ASST_NON_12E3310024860002_7300,12E3310024860002,NA,12E33100248600022012JAN614,SAI NOT AVAILABLE,63000,63000,NA,NA,7000,7000,0,0,0,0,NA,NA,NA,NA,NA,2012-01-11,2012,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VAAHGHUN4RE9,116020020,"HORTON & BARBER CONSTRUCTION, LLC",HORTON & BARBER CONSTRUCTION SERVICES LLC,NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,WASHINGTON,11001,DISTRICT OF COLUMBIA,11,DC,DISTRICT OF COLUMBIA,20032,0000,DC-01,DC-98,NA,NA,NA,NA,USA,UNITED STATES,11**001,WASHINGTON,11001,DISTRICT OF COLUMBIA,11,DIST. OF COLUMBIA,200200000,DC-01,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,"RENOVATION OF TENANT SPACE FOR THE DHS, IMA, 2100 MLK AVENUE, SE, WASHINTON, DC  20020","RENOVATION OF TENANT SPACE FOR THE DHS, IMA, 2100 MLK AVENUE, SE, WASHINTON, DC  20020",NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_12E3310024860002_7300/,2012-02-21,FY2012_073_Assistance_Full_20230908_1.csv,63000,63000,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_12E7428749020001_12E74287490200012011DEC236_59.016_-NONE-,ASST_NON_12E7428749020001_7300,12E7428749020001,NA,12E74287490200012011DEC236,SAI NOT AVAILABLE,12000,12000,NA,NA,3000,3000,0,0,0,0,NA,NA,NA,NA,NA,2011-12-20,2012,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMCC, INC","KMCC, INC",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,ALAMO,48215,HIDALGO,48,TX,TEXAS,78516,0000,TX-25,TX-34,NA,NA,NA,NA,USA,UNITED STATES,48**215,HIDALGO,48215,HIDALGO,48,TEXAS,785570000,TX-25,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,"HIDALGO VIEJO MERCADO DEVELOPMENT - CONCRETE SLAB ON GRADE, WOOD FRAME, METAL ROOF, COMMERCIAL OFFICE SPACE WITH COMMON FREE STANDING RESTROOM","HIDALGO VIEJO MERCADO DEVELOPMENT - CONCRETE SLAB ON GRADE, WOOD FRAME, METAL ROOF, COMMERCIAL OFFICE SPACE WITH COMMON FREE STANDING RESTROOM",NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_12E7428749020001_7300/,2012-01-24,FY2012_073_Assistance_Full_20230908_1.csv,12000,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_12E2235892490005_12E22358924900052011DEC518_59.016_-NONE-,ASST_NON_12E2235892490005_7300,12E2235892490005,NA,12E22358924900052011DEC518,SAI NOT AVAILABLE,-12000,0,NA,NA,-3000,0,0,0,0,0,NA,NA,NA,NA,NA,2011-12-19,2012,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PELCON CONSTRUCTION, INC.","PELCON CONSTRUCTION, INC.",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,WOODBRIDGE,34023,MIDDLESEX,34,NJ,NEW JERSEY,07095,0000,NJ-08,NJ-06,NA,NA,NA,NA,USA,UNITED STATES,34**013,WEST ORANGE,34013,ESSEX,34,NEW JERSEY,070520000,NJ-08,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,"DEMO AND RENOVATION OF A 1,600 SQUARE FOOT SPACE","DEMO AND RENOVATION OF A 1,600 SQUARE FOOT SPACE",NON,NA,R,SMALL BUSINESS,NA,NA,C,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_12E2235892490005_7300/,2012-01-24,FY2012_073_Assistance_Full_20230908_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_12E8003884710007_12E80038847100072011DEC26_59.016_-NONE-,ASST_NON_12E8003884710007_7300,12E8003884710007,NA,12E80038847100072011DEC26,SAI NOT AVAILABLE,86373,86373,NA,NA,9597,9597,0,0,0,0,NA,NA,NA,NA,NA,2011-12-15,2012,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUDYSL5TZGZ8,110115540,PUEBLO CONSTRUCTION INC.,"PUEBLO CONSTRUCTION, INC.",JUDYSL5TZGZ8,110115540,PUEBLO CONSTRUCTION INC.,PUEBLO CONSTRUCTION INC.,USA,UNITED STATES,NA,NA,00000,SANTA BARBARA,06083,SANTA BARBARA,06,CA,CALIFORNIA,93101,0000,CA-23,CA-24,NA,NA,NA,NA,USA,UNITED STATES,06**111,PORT HUENEME CBC BASE,06111,VENTURA,06,CALIFORNIA,930430000,CA-23,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,PM53 PLEAD RM 269 UPGRADE OFFICE SPACES,PM53 PLEAD RM 269 UPGRADE OFFICE SPACES,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_12E8003884710007_7300/,2012-01-24,FY2012_073_Assistance_Full_20230908_1.csv,86373,86373,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_12E2327253870001_12E23272538700012011NOV664_59.016_-NONE-,ASST_NON_12E2327253870001_7300,12E2327253870001,NA,12E23272538700012011NOV664,SAI NOT AVAILABLE,13600,13600,NA,NA,3400,3400,0,0,0,0,NA,NA,NA,NA,NA,2011-11-18,2012,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S. R. CAMPBELL ASSOCIATES, INC.","S. R. CAMPBELL ASSOCIATES, INC.",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,YORK,42133,YORK,42,PA,PENNSYLVANIA,17402,0000,PA-19,PA-90,NA,NA,NA,NA,USA,UNITED STATES,42**133,YORK,42133,YORK,42,PENNSYLVANIA,174020000,PA-19,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,RENOVATE EXISTING OFFICE SPACE,RENOVATE EXISTING OFFICE SPACE,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_12E2327253870001_7300/,2012-01-05,FY2012_073_Assistance_Full_20230908_1.csv,13600,13600,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_12E8414555730003_12E84145557300032011NOV396_59.016_-NONE-,ASST_NON_12E8414555730003_7300,12E8414555730003,NA,12E84145557300032011NOV396,SAI NOT AVAILABLE,5400,5400,NA,NA,600,600,0,0,0,0,NA,NA,NA,NA,NA,2011-11-15,2012,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ADI CONSTRUCTION, ALPINE DESIGN INTERIORS, IN","ADI CONSTRUCTION, ALPINE DESIGN INTERIORS, IN",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,DENVER,08031,DENVER,08,CO,COLORADO,80211,0000,CO-04,CO-01,NA,NA,NA,NA,USA,UNITED STATES,08**069,FORT COLLINS,08069,LARIMER,08,COLORADO,805230000,CO-04,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,CAREER CENTER ADDITIONAL SPACE,CAREER CENTER ADDITIONAL SPACE,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_12E8414555730003_7300/,2012-01-05,FY2012_073_Assistance_Full_20230908_1.csv,5400,5400,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_12E9548690000003_12E95486900000032011OCT266_59.016_-NONE-,ASST_NON_12E9548690000003_7300,12E9548690000003,NA,12E95486900000032011OCT266,SAI NOT AVAILABLE,-31840,0,NA,NA,-7960,0,0,0,0,0,NA,NA,NA,NA,NA,2011-10-28,2012,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRIME AXIS GENERAL BUILDER INC,PRIME AXIS GENERAL BUILDER INC,NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,RESEDA,06037,LOS ANGELES,06,CA,CALIFORNIA,91335,0000,CA-37,CA-90,NA,NA,NA,NA,USA,UNITED STATES,06**037,LONG BEACH,06037,LOS ANGELES,06,CALIFORNIA,908050000,CA-37,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,HEAD START OFFICES SPACE @ BURROUGHS ES,HEAD START OFFICES SPACE @ BURROUGHS ES,NON,NA,R,SMALL BUSINESS,NA,NA,C,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_12E9548690000003_7300/,2011-11-10,FY2012_073_Assistance_Full_20230908_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_12E9548690000003_12E95486900000032011OCT175_59.016_-NONE-,ASST_NON_12E9548690000003_7300,12E9548690000003,NA,12E95486900000032011OCT266,SAI NOT AVAILABLE,3840,0,NA,NA,960,0,0,0,0,0,NA,NA,NA,NA,NA,2011-10-28,2012,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRIME AXIS GENERAL BUILDER INC,PRIME AXIS GENERAL BUILDER INC,NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,RESEDA,06037,LOS ANGELES,06,CA,CALIFORNIA,91335,0000,CA-37,CA-90,NA,NA,NA,NA,USA,UNITED STATES,06**037,LONG BEACH,06037,LOS ANGELES,06,CALIFORNIA,908050000,CA-37,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,HEAD START OFFICES SPACE @ BURROUGHS ES,HEAD START OFFICES SPACE @ BURROUGHS ES,NON,NA,R,SMALL BUSINESS,NA,NA,C,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_12E9548690000003_7300/,2011-11-10,FY2012_073_Assistance_Full_20230908_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_12E6111338700002_12E61113387000022011OCT523_59.016_-NONE-,ASST_NON_12E6111338700002_7300,12E6111338700002,NA,12E61113387000022011OCT523,SAI NOT AVAILABLE,36000,36000,NA,NA,4000,4000,0,0,0,0,NA,NA,NA,NA,NA,2011-10-27,2012,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECTRUM CONTRACTING SERVICES, INC.","SPECTRUM CONTRACTING SERVICES, INC.",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,NICHOLASVILLE,21113,JESSAMINE,21,KY,KENTUCKY,40356,0000,KY-02,KY-06,NA,NA,NA,NA,USA,UNITED STATES,37**105,SANFORD,37105,LEE,37,NORTH CAROLINA,273310000,NC-02,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,RENOVATION OF 19300 SF SPACE FOR A FOOD STORE,RENOVATION OF 19300 SF SPACE FOR A FOOD STORE,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_12E6111338700002_7300/,2011-11-10,FY2012_073_Assistance_Full_20230908_1.csv,36000,36000,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
